	s_MAIN_ID	s_RA	s_DEC	s_RA_PREC	s_DEC_PREC	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_ERR_ANGLE	s_COO_QUAL	s_COO_WAVELENGTH	s_COO_BIBCODE	s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	s_class	s_glat	s_glon	s_nan_spectra	s_zero_spectra
3599	b'EC 21300-2412'	21 32 55.4679	-23 59 22.279	14.0	14.0	0.0466	0.0466	90.0	A	O	b'2018yCat.1345....0G'	2.8840317e-13	3.1622776e-14	3.1622776e-14			3.5253335e-14	7.726798e-14	1.3122e-13	1.5310889e-13						B	-45.40406163541535	25.402926160464176	False	False
3600	b'TYC 7166-1121-1'	09 31 09.8155	-36 44 43.296	14.0	14.0	0.0174	0.0254	90.0	A	O	b'2018yCat.1345....0G'		1.2022642e-11	1.9498445e-11			2.0720469e-11	5.1760655e-11	5.7411624e-11	6.3386976e-11						B	10.65837260266245	264.23240329940387	False	False
3601	b'CD-47  4412'	08 49 53.7690	-48 03 39.060	14.0	14.0	0.0219	0.0271	90.0	A	O	b'2018yCat.1345....0G'		9.817471e-11	2.570395e-10	1.2882485e-10		3.0981348e-10	2.6977378e-09	4.064435e-09	7.762477e-09		1.0232935e-10	2.2908657999999997e-10	4.897783299999999e-10		B	-2.593529113282687	267.36658742093056	False	False
3602	b'LS  II +29   35'	20 03 31.0018	+29 50 42.689	14.0	14.0	0.0191	0.0235	90.0	A	O	b'2018yCat.1345....0G'	5.6234135e-13	4.0737997e-13	1.2589266000000002e-12			4.197591e-12	9.246973e-11	1.3520711999999998e-10	1.5776111000000001e-10						B	-0.6803740032995746	67.35489847080804	False	False
3603	b'EM* GGA   21'	01 12 58.7213	+62 44 35.102	14.0	14.0	0.0189	0.0229	90.0	A	O	b'2018yCat.1345....0G'		3.8018934e-13	1.9054595e-12	1.1220188999999999e-12		1.5783388e-12	3.6728192999999996e-11	6.194408000000001e-11	8.317639e-11						B	-0.025586479739989686	125.39537260340792	False	False
3604	b'KUV 03028-0459'	03 05 16.6432	-04 47 53.649	14.0	14.0	0.0546	0.0522	90.0	A	O	b'2018yCat.1345....0G'		7.413100500000001e-16	5.888442999999999e-16			6.450596400000001e-16	4.1495407999999997e-16	3.8815015000000003e-16	4.875282e-16						B	-51.08073396261058	183.9249305292979	False	False
3605	b'EC 11383-2238'	11 40 51.0779	-22 54 46.170	14.0	14.0	0.0256	0.017	90.0	A	O	b'2018yCat.1345....0G'		4.1686926e-14	4.8977834e-14			6.740623000000001e-14	1.8578047e-13	3.4434968e-13	3.8547876e-13						B	37.132724366908604	282.4297680578509	False	False
3606	b'KUV 08599+4121'	09 03 06.8502	+41 09 01.563	14.0	14.0	0.0433	0.0371	90.0	A	O	b'2018yCat.1345....0G'		4.265787e-17	2.0417400000000004e-16	2.9512110000000005e-16		2.9936437000000005e-16	3.2359382000000002e-15	7.079464e-15	7.943275e-15		1.0964781000000002e-16	3.2359382e-16	5.01187e-16		B	41.624724565303346	180.666600158088	False	False
3607	b'EC 03063-7301'	03 06 19.4	-72 50 15	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	6.4565483e-16	1.1481546999999999e-16	7.4131165e-17												B	-40.85244270187491	290.42398696450334	False	False
3608	b'SDSS J155955.05+100033.9'	15 59 55.0559	+10 00 33.947	14.0	14.0	0.1908	0.1514	90.0	A	O	b'2018yCat.1345....0G'						1.797217e-19				8.053787e-20	2.7289828000000004e-19	1.3772093e-19	7.870456e-20	5.3703124e-20	B	42.504145570050156	21.12323671230317	False	False
3609	b'PB  6355'	01 16 27.22	+06 03 14.2	6.0	6.0	3000.0	3000.0	0.0	D	U	b'2012MNRAS.427.2180N'		3.1622776e-13	5.754402400000001e-14												B	-56.27041364530447	134.18183142219362	False	False
3610	b'SDSS J132155.15+312858.5'	13 21 55.1522	+31 28 58.536	14.0	14.0	0.1942	0.1754	90.0	A	O	b'2018yCat.1345....0G'						6.834388e-20				1.0964805000000001e-20	1.0115775e-19	4.830588e-20	2.6853498e-20	1.9054637e-20	B	82.05875537435155	67.99297790069612	False	False
3611	b'SDSS J103418.25+481134.5'	10 34 18.2554	+48 11 34.611	14.0	14.0	0.361	0.7062	90.0	A	O	b'2018yCat.1345....0G'						1.1010309999999999e-20				4.897794e-21	1.836538e-20	8.851166e-21	5.0118813e-21	3.0902939e-21	B	56.10882892287445	165.26212393459653	False	False
