	s_MAIN_ID	s_RA	s_DEC	s_RA_PREC	s_DEC_PREC	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_ERR_ANGLE	s_COO_QUAL	s_COO_WAVELENGTH	s_COO_BIBCODE	s_class	s_glat	s_glon	join
6115	b'LS   V +46   18'	04 27 29.5087	+47 00 33.096	14.0	14.0	0.03500000014901161	0.023000000044703484	90.0	A	O	b'2018yCat.1345....0G'	B	-1.3211307843344302	156.4289905862847	-1.0
6116	b'EC 21031-3251'	21 06 10.2	-32 39 05	5.0	5.0			0.0	D	O	b'2015MNRAS.453.1879K'	B	-41.42192079090102	12.052740717972064	-1.0
6117	b'SDSS J164314.52+400857.5'	16 43 14.5253	+40 08 57.504	14.0	14.0	0.15219999849796295	0.1995999962091446	90.0	A	O	b'2018yCat.1345....0G'	B	40.919260713459394	63.906990452996595	-1.0
6118	b'UCAC3 153-230515'	18 18 37.0565	-13 45 29.508	14.0	14.0	0.5306000113487244	0.5540000200271606	90.0	A	O	b'2018yCat.1345....0G'	B	0.8553125886949051	16.9757985628777	-1.0
6119	b'SDSS J204550.98+153536.3'	20 45 50.9749	+15 35 36.305	14.0	14.0	0.1444000005722046	0.12809999287128448	90.0	A	O	b'2018yCat.1345....0G'	B	-16.72719070550065	60.92460792737101	-1.0
6120	b'WRAY 15-208'	08 24 53.1394	-51 28 32.979	14.0	14.0	0.03480000048875809	0.03920000046491623	90.0	A	O	b'2018yCat.1345....0G'	B	-7.870012683331585	267.6767086827995	-1.0
6121	b'ALS 11307'	20 24 16.7	+40 25 47	5.0	5.0			0.0	D		b''	B	1.6458930592698553	78.514267074796	-1.0
6122	b'IGR J18246-1425'	18 24 28	-14 26.3	4.0	4.0			0.0	E	X	b'2010A&A...523A..61K'	B	-0.7161230223442513	17.042809783651595	-1.0
6123	b'SDSS J120422.23+195238.7'	12 04 22.2423	+19 52 38.859	14.0	14.0	0.14910000562667847	0.10520000010728836	90.0	A	O	b'2018yCat.1345....0G'	B	77.01144965227897	244.3621460127879	-1.0
6124	b'LGGS J000157.89-153013.1'	00 01 57.90	-15 30 13.4	6.0	6.0			0.0	D		b'2006ApJ...648.1007B'	B	-73.65511236150722	75.75749558251384	-1.0
6125	b'EC 14552-1053'	14 57 57.3197	-11 05 45.484	14.0	14.0	0.0738999992609024	0.062199998646974564	90.0	A	O	b'2018yCat.1345....0G'	B	40.98538178138559	345.91054242748305	-1.0
6126	b'PG 1104+476'	11 07 25.4508	+47 21 11.240	14.0	14.0	0.057300001382827766	0.10180000215768814	90.0	A	O	b'2018yCat.1345....0G'	B	61.31899918695356	161.1667118342651	-1.0
6127	b'EC 13359-1245'	13 38 36.9426	-13 00 31.137	14.0	14.0	0.06949999928474426	0.058499999344348914	90.0	A	O	b'2018yCat.1345....0G'	B	48.262142393755255	320.3388698763272	-1.0
6128	b'SDSS J083425.05+063722.3'	08 34 25.0551	+06 37 22.417	14.0	14.0	0.059000000357627876	0.04600000008940697	90.0	A	O	b'2018yCat.1345....0G'	B	25.88655730075599	218.93549928143105	-1.0
6129	b'LS   I +62  142'	00 51 14.9935	+63 09 06.677	14.0	14.0	0.02199999988079071	0.0210999995470047	90.0	A	O	b'2018yCat.1345....0G'	B	0.2801148872442276	122.91069626682604	-1.0
6130	b'LS   V +20   13'	06 07 25.9494	+20 36 07.403	14.0	14.0	0.04280000180006027	0.03869999945163727	90.0	A	O	b'2018yCat.1345....0G'	B	0.08438012251326307	189.68985881156536	-1.0
6131	b'FBS 0638+428'	06 41 48.5573	+42 48 20.588	14.0	14.0	0.04100000113248825	0.04100000113248825	90.0	A	O	b'2018yCat.1345....0G'	B	16.404895710410052	172.7608861802536	-1.0
6132	b'US 1051'	09 52 19.0558	+44 19 41.724	14.0	14.0	0.032400000840425484	0.03359999880194664	90.0	A	O	b'2018yCat.1345....0G'	B	50.40169514924858	175.16663243369766	-1.0
6133	b'EM* GGA  309'	04 56 29.6562	+39 12 38.248	14.0	14.0	0.03920000046491623	0.03060000017285347	90.0	A	O	b'2018yCat.1345....0G'	B	-2.4802083431158053	165.77873107486312	-1.0
6134	b'SDSS J160951.52+324203.1'	16 09 51.5228	+32 42 03.152	14.0	14.0	0.13910000026226044	0.147599995136261	90.0	A	O	b'2018yCat.1345....0G'	B	47.028223846414214	52.84432355082377	-1.0
6135	b'GSC 09476-02462'	23 17 19.83	-75 56 50.0	6.0	6.0			0.0	D		b'1969ArA.....5..345J'	B	-39.82734805717438	310.1825883570993	-1.0
6136	b'BD+02  3793'	19 08 02.7482	+02 52 13.584	14.0	14.0	0.0364999994635582	0.038899999111890786	90.0	A	O	b'2018yCat.1345....0G'	B	-2.3796983087374834	37.383027290798786	-1.0
6137	b'EC 21381-2841'	21 41 01.4	-28 28 19	5.0	5.0			0.0	D	O	b'2015MNRAS.453.1879K'	B	-48.14883597026924	19.585140462228033	-1.0
6138	b'BD-11  4585'	18 17 52.2517	-11 56 10.141	14.0	14.0	1.041200041770935	0.9505000114440918	90.0	A	O	b'2018yCat.1345....0G'	B	1.877919121058364	18.495215925087894	-1.0
6139	b'LS  IV -13   63'	18 31 31.9384	-13 40 31.263	14.0	14.0	0.04930000007152557	0.0494999997317791	90.0	A	O	b'2018yCat.1345....0G'	B	-1.8790646467467558	18.51487099131659	-1.0
6140	b'LS   I +60  135'	00 58 28.0872	+60 48 13.312	14.0	14.0	0.02019999921321869	0.021700000390410423	90.0	A	O	b'2018yCat.1345....0G'	B	-2.056340261892568	123.78971497890673	-1.0
6141	b'SDSS J104034.70+032838.6'	10 40 34.7081	+03 28 38.620	14.0	14.0	1.2242000102996826	1.96809995174408	90.0	A	O	b'2018yCat.1345....0G'	B	50.81307459751939	244.30662464062488	-1.0
6142	b'2MASS J15492872+4030022'	15 49 28.7159	+40 30 02.317	14.0	14.0	0.03530000150203705	0.03810000047087669	90.0	A	O	b'2018yCat.1345....0G'	B	51.14596558392131	64.74988821806268	-1.0
6143	b'SDSS J222951.51+003214.0'	22 29 51.5185	+00 32 14.109	14.0	14.0	0.1451999992132187	0.13910000026226044	90.0	A	O	b'2018yCat.1345....0G'	B	-46.15307550525394	66.20332801007412	-1.0
6144	b'SDSS J075937.15+541022.1'	07 59 37.1539	+54 10 22.234	14.0	14.0	0.10189999639987946	0.08110000193119049	90.0	A	O	b'2018yCat.1345....0G'	B	31.494041370420497	163.9507921774914	-1.0
6145	b'2MASS J13572985+2023405'	13 57 29.8670	+20 23 40.566	14.0	14.0	0.05970000103116036	0.06400000303983687	90.0	A	O	b'2018yCat.1345....0G'	B	73.4733440508332	12.431633406682598	-1.0
6146	b'LS   I +64   40'	00 45 17.8621	+64 24 03.067	14.0	14.0	0.025299999862909317	0.026100000366568562	90.0	A	O	b'2018yCat.1345....0G'	B	1.5370141316527042	122.26849736753395	-1.0
6147	b'LS  IV -05   16'	18 44 06.0007	-05 22 45.098	14.0	14.0	0.04349999874830246	0.0430000014603138	90.0	A	O	b'2018yCat.1345....0G'	B	-0.8240589903037759	27.30927113753971	-1.0
6148	b'EC 12304-1813'	12 33 05.6970	-18 29 45.461	14.0	14.0	0.038600001484155655	0.02800000086426735	90.0	A	O	b'2018yCat.1345....0G'	B	44.15960381623415	296.865095484458	-1.0
6149	b'EM* GGA  325'	05 16 58.5695	+39 12 50.964	14.0	14.0	0.04320000112056732	0.02940000034868717	90.0	A	O	b'2018yCat.1345....0G'	B	0.6904633966296496	168.16318502264087	-1.0
6150	b'BD+03  1389'	06 45 39.7997	+03 30 24.978	14.0	14.0	0.0357000008225441	0.03689999878406525	90.0	A	O	b'2018yCat.1345....0G'	B	0.3158245380699548	209.15296695216347	-1.0
6151	b'LP  297-54'	02 30 06.0071	+32 14 40.376	14.0	14.0	0.08229999989271164	0.054999999701976776	90.0	A	O	b'2018yCat.1345....0G'	B	-26.153023607532088	146.08684899061984	-1.0
6152	b'2MASS J12380606+1714390'	12 38 06.0688	+17 14 39.257	14.0	14.0	0.054999999701976776	0.03720000013709068	90.0	A	O	b'2018yCat.1345....0G'	B	79.64676381392214	284.92854405594085	-1.0
6153	b'LS  IV -14   86'	18 31 25.5849	-14 30 02.610	14.0	14.0	0.06939999759197235	0.062199998646974564	90.0	A	O	b'2018yCat.1345....0G'	B	-2.237117266683664	17.770279170652653	-1.0
6154	b'SDSS J225241.53+272026.3'	22 52 41.5259	+27 20 26.499	14.0	14.0	0.09149999916553496	0.0998999997973442	90.0	A	O	b'2018yCat.1345....0G'	B	-28.51448353074441	92.88817621195702	-1.0
6155	b'KUV 09306+3740'	09 33 41.9570	+37 27 01.813	14.0	14.0	0.07569999992847443	0.06859999895095825	90.0	A	O	b'2018yCat.1345....0G'	B	47.455126240554506	186.0464336378565	-1.0
6156	b'SDSS J083612.90-033415.6'	08 36 12.9110	-03 34 15.602	14.0	14.0	0.11389999836683272	0.07620000094175339	90.0	A	O	b'2018yCat.1345....0G'	B	21.32709893292499	228.90376408625588	-1.0
6157	b'2MASS J11511671+5354319'	11 51 16.7336	+53 54 31.959	14.0	14.0	0.03290000185370445	0.03640000149607658	90.0	A	O	b'2018yCat.1345....0G'	B	61.01895212083237	141.32186019847944	-1.0
6158	b'SDSS J084556.85+135211.3'	08 45 56.8467	+13 52 11.311	14.0	14.0	0.10109999775886536	0.06279999762773514	90.0	A	O	b'2018yCat.1345....0G'	B	31.552365348462207	212.8480396945881	-1.0
6159	b'LS  II +23   16'	19 40 36.7354	+23 56 39.410	14.0	14.0	0.019999999552965164	0.025100000202655792	90.0	A	O	b'2018yCat.1345....0G'	B	0.6801737291710241	59.673348914315326	-1.0
6160	b'SDSS J124712.03+302549.1'	12 47 12.0426	+30 25 49.219	14.0	14.0	0.5074999928474426	0.3880000114440918	90.0	A	O	b'2018yCat.1345....0G'	B	86.56993525910515	138.38384364449232	-1.0
6161	b'PG 0839+399'	08 43 12.7071	+39 44 49.809	14.0	14.0	0.042899999767541885	0.03280000016093254	90.0	A	O	b'2018yCat.1345....0G'	B	37.74976684090224	182.14013196364456	-1.0
6162	b'HS 2149+1428'	21 51 54.4408	+14 42 10.017	14.0	14.0	0.05550000071525574	0.0406000018119812	90.0	A	O	b'2018yCat.1345....0G'	B	-29.618626107026056	71.19815209556369	-1.0
6163	b'GALEX J063952.0+515658'	06 39 52.1820	+51 57 01.262	14.0	14.0	0.07999999821186066	0.07800000160932541	90.0	A	O	b'2018yCat.1345....0G'	B	19.3538045421116	163.6568146893345	-1.0
6164	b'PG 1356+354'	13 58 56.0395	+35 10 21.382	14.0	14.0	0.03840000182390213	0.03460000082850456	90.0	A	O	b'2018yCat.1345....0G'	B	73.50368160104071	66.25374314279536	-1.0
6165	b'KUV 02532+3534'	02 56 21.0961	+35 45 43.145	14.0	14.0	0.1128000020980835	0.06400000303983687	90.0	A	O	b'2018yCat.1345....0G'	B	-20.552012955269355	149.63032231216943	-1.0
6166	b'GSC 00196-00617'	08 20 53.5359	+00 08 43.500	14.0	14.0	0.04749999940395355	0.0348999984562397	90.0	A	O	b'2018yCat.1345....0G'	B	19.863550274150068	223.42209279640142	-1.0
6167	b'FAUST 4191'	17 32 19.00	-18 02 39.0	6.0	6.0			0.0	D		b'2002MNRAS.332..441F'	B	8.344869302843154	7.659921516542785	-1.0
6168	b'PG 0826+480'	08 30 06.1710	+47 51 50.364	14.0	14.0	0.06679999828338623	0.04600000008940697	90.0	A	O	b'2018yCat.1345....0G'	B	35.9670485854761	171.80786122833297	-1.0
6169	b'FBS 0658+350'	07 01 53.5729	+34 57 59.417	14.0	14.0	0.05510000139474869	0.05950000137090682	90.0	A	O	b'2018yCat.1345....0G'	B	17.132514687799087	181.87415430188838	-1.0
6170	b'SDSS J215954.70+203113.2'	21 59 54.7021	+20 31 13.287	14.0	14.0	0.16910000145435333	0.18649999797344208	90.0	A	O	b'2018yCat.1345....0G'	B	-26.80326739140072	77.36890308942459	-1.0
6171	b'BPS CS 22943-0148'	20 30 31.7686	-43 58 08.771	14.0	14.0	0.0406000018119812	0.028699999675154686	90.0	A	O	b'2018yCat.1345....0G'	B	-35.801262021582474	356.61215716120046	-1.0
6172	b'PG 1420+162'	14 23 00.2775	+15 57 24.876	14.0	14.0	0.041200000792741776	0.04190000146627426	90.0	A	O	b'2018yCat.1345....0G'	B	66.01603131776432	9.872155938051543	-1.0
6173	b'SDSS J160918.66+002221.1'	16 09 18.6694	+00 22 21.129	14.0	14.0	0.09560000151395798	0.06700000166893005	90.0	A	O	b'2018yCat.1345....0G'	B	35.5439850856663	12.01158796891785	-1.0
6174	b'PG 2331+075'	23 34 08.1407	+07 46 48.503	14.0	14.0	0.10819999873638153	0.06599999964237213	90.0	A	O	b'2018yCat.1345....0G'	B	-50.38819575954532	91.9833165755367	-1.0
6175	b'SDSS J150307.11+121832.6'	15 03 07.1093	+12 18 32.579	14.0	14.0	0.2526000142097473	0.2110999971628189	90.0	A	O	b'2018yCat.1345....0G'	B	55.80365733430821	13.796471248308698	-1.0
6176	b'EC 13558-2647'	13 58 39.026	-27 02 28.82	7.0	7.0	70.0	60.0	0.0	B	I	b'2003yCat.2246....0C'	B	33.472932106416785	320.9113881178931	-1.0
6177	b'HS 1909+7004'	19 08 54.4506	+70 09 32.822	14.0	14.0	0.04259999841451645	0.04989999905228615	90.0	A	O	b'2018yCat.1345....0G'	B	23.948348259883147	101.19766302317319	-1.0
6178	b'SDSS J112537.76+261841.7'	11 25 37.7717	+26 18 41.744	14.0	14.0	0.8887000083923341	0.953499972820282	90.0	A	O	b'2018yCat.1345....0G'	B	70.84440887930539	210.4755704837811	-1.0
6179	b'LS  IV +07    2'	18 05 00.9144	+07 06 47.116	14.0	14.0	0.03209999948740005	0.0357000008225441	90.0	A	O	b'2018yCat.1345....0G'	B	13.54027696633086	34.062296776095835	-1.0
6180	b'2MASS J21533829-0026596'	21 53 38.2918	-00 26 59.532	14.0	14.0	0.0706000030040741	0.07649999856948853	90.0	A	O	b'2018yCat.1345....0G'	B	-39.70909374121832	57.390124330052615	-1.0
6181	b'SDSS J102057.16+013751.2'	10 20 57.1588	+01 37 51.318	14.0	14.0	0.12870000302791595	0.14159999787807465	90.0	A	O	b'2018yCat.1345....0G'	B	45.858207412749216	241.7488778576549	-1.0
6182	b'LS   I +61   13'	23 35 57.3210	+61 57 02.356	14.0	14.0	0.023000000044703484	0.026100000366568562	90.0	A	O	b'2018yCat.1345....0G'	B	0.3677548137992554	114.18377810026928	-1.0
6183	b'JL  20'	19 26 17.9434	-70 39 58.301	14.0	14.0	0.0272000003606081	0.037399999797344215	90.0	A	O	b'2018yCat.1345....0G'	B	-28.353853485611328	324.7623003689216	-1.0
6184	b'BD+56   959'	04 41 01.7286	+56 47 55.485	14.0	14.0	0.04610000178217888	0.052700001746416085	90.0	A	O	b'2018yCat.1345....0G'	B	6.832321631588454	150.61619756016555	-1.0
6185	b'SDSS J104349.40+314405.2'	10 43 49.4138	+31 44 05.188	14.0	14.0	0.239999994635582	0.41220000386238104	90.0	A	O	b'2018yCat.1345....0G'	B	61.936552995354546	195.75996631663142	-1.0
6186	b'BD+39  4179'	20 25 27.2825	+40 24 00.122	14.0	14.0	0.019300000742077827	0.02280000038444996	90.0	A	O	b'2018yCat.1345....0G'	B	1.4457718682932832	78.61904495901084	-1.0
6187	b'LS  IV -12   28'	18 18 12.9297	-12 07 00.149	14.0	14.0	0.045800000429153435	0.049699999392032616	90.0	A	O	b'2018yCat.1345....0G'	B	1.7182524902128566	18.375957129231953	-1.0
6188	b'EC 12141-2139'	12 16 43.6466	-21 55 55.493	14.0	14.0	0.07859999686479567	0.1062999963760376	90.0	A	O	b'2018yCat.1345....0G'	B	40.22669451079071	292.3693742387535	-1.0
6189	b'BPS CS 22943-0198'	20 32 21.4040	-44 05 36.895	14.0	14.0	0.05970000103116036	0.04019999876618385	90.0	A	O	b'2018yCat.1345....0G'	B	-36.1387968954622	356.4921593479488	-1.0
6190	b'LS   V +23   37'	06 12 33.1534	+23 49 39.938	8.0	8.0	0.8379999995231628	0.8080000281333923	90.0	A	O	b'2016A&A...595A...2G'	B	2.6790540608539053	187.4359006402913	-1.0
6191	b'SDSS J172355.82+342220.9'	17 23 55.8307	+34 22 20.863	14.0	14.0	0.07689999788999557	0.1103999987244606	90.0	A	O	b'2018yCat.1345....0G'	B	32.0831840294696	58.2418475254941	-1.0
6192	b'SDSS J173137.23+642419.3'	17 31 37.2286	+64 24 19.365	14.0	14.0	0.09629999846220016	0.08780000358819963	90.0	A	O	b'2018yCat.1345....0G'	B	32.85058808928832	94.02677786218362	-1.0
6193	b'BD+37  3795'	20 09 29.1685	+37 50 32.098	14.0	14.0	0.0198999997228384	0.024299999698996544	90.0	A	O	b'2018yCat.1345....0G'	B	2.578820180683876	74.76374095186313	-1.0
6194	b'Cl* NGC 2100    SRD     241'	05 41 54.0570	-69 12 41.696	14.0	14.0	0.04129999876022339	0.052400000393390656	90.0	A	O	b'2018yCat.1345....0G'	B	-31.3774751700624	279.5583195539457	-1.0
6195	b'V* MO Cam'	03 58 59.4436	+56 11 12.626	14.0	14.0	0.02669999934732914	0.018500000238418583	90.0	A	O	b'2018yCat.1345....0G'	B	2.314248451858916	146.9220221953993	-1.0
6196	b'OM  41'	02 09 32.7127	-74 10 55.004	14.0	14.0	0.02339999936521053	0.022500000894069668	90.0	A	O	b'2018yCat.1345....0G'	B	-41.863619176746674	295.9047881745556	-1.0
6197	b'BD+51   794'	03 53 09.7730	+52 11 05.870	14.0	14.0	0.039000000804662704	0.02500000037252903	90.0	A	O	b'2018yCat.1345....0G'	B	-1.3009283200343322	148.83822638431144	-1.0
6198	b'SDSS J123725.20+233954.0'	12 37 25.1924	+23 39 54.134	14.0	14.0	0.08250000327825546	0.05710000172257424	90.0	A	O	b'2018yCat.1345....0G'	B	85.30844578591427	259.7352116905612	-1.0
6199	b'BD+48  3201'	20 44 26.1953	+49 09 41.387	14.0	14.0	0.021800000220537186	0.027400000020861626	90.0	A	O	b'2018yCat.1345....0G'	B	3.9860294774120115	87.66132694614984	-1.0
6200	b'DETWC Tr 16 J104445.3-593920'	10 44 45.2724	-59 39 19.102	14.0	14.0	0.028999999165534977	0.029799999669194218	90.0	A	O	b'2018yCat.1345....0G'	B	-0.6217021270535189	287.54918795665026	1242.0
6201	b'PG 1628+530'	16 29 35.7474	+52 55 53.613	14.0	14.0	0.04439999908208847	0.043299999088048935	90.0	A	O	b'2018yCat.1345....0G'	B	42.45865061306389	81.21311813402627	-1.0
6202	b'[W91b] Star 245'	01 33 45.25	+30 36 26.6	6.0	6.0			0.0	C	O	b'2006AJ....131.2478M'	B	-31.386365514521042	133.5987679843009	-1.0
6203	b'Ton  107'	12 42 01.7340	+43 40 23.424	14.0	14.0	0.044300001114606864	0.04190000146627426	90.0	A	O	b'2018yCat.1345....0G'	B	73.34629225438741	128.8775666747835	-1.0
6204	b'EM* GGR  140'	23 23 13.2924	+60 38 59.803	14.0	14.0	0.02339999936521053	0.018799999728798863	90.0	A	O	b'2018yCat.1345....0G'	B	-0.3924536918132754	112.326495215105	-1.0
6205	b'EC 05437-3521'	05 45 34.2	-35 20 40	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	B	-28.0059379763626	240.55936664310929	-1.0
6206	b'HD 143449'	16 03 44.5282	-60 30 47.429	14.0	14.0	0.045000001788139336	0.03420000150799751	90.0	A	O	b'2018yCat.1345....0G'	B	-5.982465820709728	324.53877086969084	-1.0
6207	b'LS III +48   31'	21 21 42.4536	+49 12 38.143	14.0	14.0	0.028899999335408214	0.031599998474121094	90.0	A	O	b'2018yCat.1345....0G'	B	-0.5300534183393971	91.74470271616924	-1.0
6208	b'EC 14258-1257'	14 28 36.7439	-13 10 27.352	14.0	14.0	0.06729999929666519	0.058499999344348914	90.0	A	O	b'2018yCat.1345....0G'	B	43.3068067801641	336.33240070236616	-1.0
6209	b'BPS CS 22167-0008'	03 16 28.4623	-07 06 45.558	14.0	14.0	0.04349999874830246	0.03999999910593033	90.0	A	O	b'2018yCat.1345....0G'	B	-50.226546861425746	189.47554749948318	-1.0
6210	b'FBS 0051+377'	00 54 33.6881	+37 58 15.496	14.0	14.0	0.04919999837875366	0.03709999844431877	90.0	A	O	b'2018yCat.1345....0G'	B	-24.896660479779488	123.61058169438624	-1.0
6211	b'SDSS J091648.02+434704.3'	09 16 48.0230	+43 47 04.508	14.0	14.0	0.05319999903440476	0.045400001108646386	90.0	A	O	b'2018yCat.1345....0G'	B	44.1282689569191	177.04552558508541	-1.0
6212	b'2MASS J14445159-2612598'	14 44 51.5896	-26 12 59.816	14.0	14.0	0.06010000035166741	0.052799999713897705	90.0	A	O	b'2018yCat.1345....0G'	B	30.079366813171102	332.4299245950855	-1.0
6213	b'SDSS J082159.06+411227.9'	08 21 59.0649	+41 12 28.008	14.0	14.0	0.21950000524520874	0.1906999945640564	90.0	A	O	b'2018yCat.1345....0G'	B	33.924670611176346	179.73772067594865	-1.0
6214	b'EC 13232-2651'	13 25 58.5455	-27 06 33.135	14.0	14.0	0.05799999833106995	0.04199999943375588	90.0	A	O	b'2018yCat.1345....0G'	B	35.13105273547494	312.33636413975387	-1.0
6215	b'SDSS J083015.58+024111.4'	08 30 15.5757	+02 41 11.493	14.0	14.0	0.14920000731945038	0.12099999934434892	90.0	A	O	b'2018yCat.1345....0G'	B	23.13737484714973	222.2350797786293	-1.0
6216	b'LS III +45   58'	21 11 39.4803	+45 30 12.985	14.0	14.0	0.026000000536441803	0.027499999850988388	90.0	A	O	b'2018yCat.1345....0G'	B	-1.8919244606857488	87.89941945236667	-1.0
6217	b'SDSS J173119.15+313831.0'	17 31 19.1511	+31 38 31.133	14.0	14.0	0.13500000536441806	0.1551000028848648	90.0	A	O	b'2018yCat.1345....0G'	B	29.915742141542058	55.5923777413059	-1.0
6218	b'SDSS J161852.88+200411.4'	16 18 52.8793	+20 04 11.441	14.0	14.0	0.2718999981880188	0.19990000128746035	90.0	A	O	b'2018yCat.1345....0G'	B	42.27845660145567	36.101565521576525	-1.0
6219	b'LS III +50   17'	21 24 54.8096	+50 46 41.859	14.0	14.0	0.02390000037848949	0.02360000088810921	90.0	A	O	b'2018yCat.1345....0G'	B	0.22548400347284406	93.2117661743421	-1.0
6220	b'PG 0926+065'	09 28 56.0570	+06 16 35.068	14.0	14.0	0.0373000018298626	0.03530000150203705	90.0	A	O	b'2018yCat.1345....0G'	B	37.66603351691383	226.83748258480662	-1.0
6221	b'PG 2234+160'	22 36 32.6159	+16 16 01.639	14.0	14.0	0.10520000010728836	0.05719999969005585	90.0	A	O	b'2018yCat.1345....0G'	B	-35.65220521123897	81.94438699265545	-1.0
6222	b'WRAY 15-1484'	16 27 15.1095	-48 39 26.849	14.0	14.0	0.054600000381469734	0.031199999153614044	90.0	A	O	b'2018yCat.1345....0G'	B	0.20616991645890292	335.214260525365	-1.0
6223	b'KUV 14196+2438'	14 21 53.4181	+24 24 23.557	14.0	14.0	0.0737999975681305	0.07370000332593918	90.0	A	O	b'2018yCat.1345....0G'	B	69.48263870913442	30.38702890370542	-1.0
6224	b'EC 21545-7447'	21 59 13.1	-74 33 23	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	B	-37.784385668181365	316.2306133486858	-1.0
6225	b'BD+57  2517'	22 22 33.5987	+58 19 36.321	14.0	14.0	0.023099999874830246	0.021700000390410423	90.0	A	O	b'2018yCat.1345....0G'	B	0.9132053379429658	104.4115427357414	-1.0
6226	b'KUV 01009-2108'	01 03 21.7973	-20 52 11.926	14.0	14.0	0.038499999791383736	0.028300000354647636	90.0	A	O	b'2018yCat.1345....0G'	B	-83.17563193008273	147.0731580540455	-1.0
6227	b'KUV 05050+1424'	05 07 52.5970	+14 27 50.584	14.0	14.0	0.08739999681711197	0.06660000234842299	90.0	A	O	b'2018yCat.1345....0G'	B	-15.212735528644554	187.45403453841772	-1.0
6228	b'EC 13106-2929'	13 13 22.0684	-29 45 19.597	14.0	14.0	0.05469999834895134	0.07720000296831131	90.0	A	O	b'2018yCat.1345....0G'	B	32.87484906600764	308.59968942549244	-1.0
6229	b'SDSS J112359.47+751807.7'	11 23 59.4722	+75 18 07.743	14.0	14.0	0.32170000672340393	0.3294000029563904	90.0	A	O	b'2018yCat.1345....0G'	B	40.589348654105294	130.07873205128502	-1.0
6230	b'2XMMi J170004.2-415804'	17 00 04.26	-41 58 04.7	6.0	6.0	700.0	700.0	90.0	C	X	b'2012ApJ...756...27L'	B	0.23615338340720324	344.0380200157707	-1.0
6231	b'[DSH99] 456-25'	18 12 53.3012	-28 34 07.450	14.0	14.0	0.03620000183582306	0.03559999912977218	90.0	A	O	b'2018yCat.1345....0G'	B	-5.002743841527709	3.2931478542401367	-1.0
6232	b'SDSS J152954.87+494242.0'	15 29 54.8738	+49 42 42.046	14.0	14.0	0.21660000085830688	0.24230000376701355	90.0	A	O	b'2018yCat.1345....0G'	B	52.29121169472161	80.54323190946472	-1.0
6233	b'KPD 0732+0057'	07 35 26.1341	+00 51 30.712	14.0	14.0	0.04309999942779541	0.035100001841783524	90.0	A	O	b'2018yCat.1345....0G'	B	10.17306397683209	217.2235336914693	-1.0
6234	b'LS   V +24   10'	06 04 56.1196	+24 08 41.343	14.0	14.0	0.04930000007152557	0.04520000144839287	90.0	A	O	b'2018yCat.1345....0G'	B	1.309937022137838	186.31578167436737	-1.0
6235	b'LS III +51   14'	21 28 19.1841	+51 22 46.605	14.0	14.0	0.02459999918937683	0.028599999845027924	90.0	A	O	b'2018yCat.1345....0G'	B	0.2875118382038341	94.01422967507574	-1.0
6236	b'Ton  1053'	09 21 41.1965	+33 58 43.538	14.0	14.0	0.04100000113248825	0.03840000182390213	90.0	A	O	b'2018yCat.1345....0G'	B	44.80973334222542	190.83391540372875	-1.0
6237	b'BD+20   933'	05 22 10.6290	+20 56 05.226	14.0	14.0	0.0364999994635582	0.03280000016093254	90.0	A	O	b'2018yCat.1345....0G'	B	-8.78324810835937	183.89337356821082	-1.0
6238	b'BPS CS 22956-0032'	21 45 35.66	-62 37 39.1	6.0	6.0	70.0	70.0	90.0	B	I	b'2003yCat.2246....0C'	B	-43.37751834397172	330.2252564079758	-1.0
6239	b'2MASS J16565547+3826030'	16 56 55.4958	+38 26 03.149	14.0	14.0	0.03530000150203705	0.036600001156330116	90.0	A	O	b'2018yCat.1345....0G'	B	38.13141404324444	61.99407030914592	-1.0
6240	b'2MASS J15253286+0910414'	15 25 32.8541	+09 10 41.177	14.0	14.0	0.05660000070929527	0.044599998742342	90.0	A	O	b'2018yCat.1345....0G'	B	49.469851730062246	14.059872984030006	-1.0
6241	b'EC 11362-2049'	11 38 46.9259	-21 05 55.515	14.0	14.0	0.06689999997615814	0.043900001794099815	90.0	A	O	b'2018yCat.1345....0G'	B	38.667846014013044	281.0622194894711	-1.0
6242	b'KUV 02432+3637'	02 46 17.9283	+36 49 40.504	14.0	14.0	0.04439999908208847	0.03799999877810478	90.0	A	O	b'2018yCat.1345....0G'	B	-20.575959085166982	147.18584803678775	-1.0
6243	b'LS   I +64   47'	00 49 11.2655	+65 07 31.423	14.0	14.0	0.02219999954104424	0.02319999970495701	90.0	A	O	b'2018yCat.1345....0G'	B	2.254682293001317	122.69512246157305	-1.0
6244	b'EC 20206-2626'	20 23 41.8199	-26 17 05.710	14.0	14.0	0.053500000387430184	0.032400000840425484	90.0	A	O	b'2018yCat.1345....0G'	B	-30.967114800687447	17.098769131401514	-1.0
6245	b'LS  IV -09    9'	18 24 38.7840	-09 06 42.689	14.0	14.0	0.0625	0.05950000137090682	90.0	A	O	b'2018yCat.1345....0G'	B	1.7353099902299722	21.772390345145283	-1.0
