	s_MAIN_ID	s_RA	s_DEC	s_RA_PREC	s_DEC_PREC	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_ERR_ANGLE	s_COO_QUAL	s_COO_WAVELENGTH	s_COO_BIBCODE	s_class	s_glat	s_glon	join
0	b'HD 201433A'	21 08 38.894	+30 12 20.27	7.0	7.0	26.0	26.0	90.0	B	O	b'2000A&A...355L..27H'	plsr	-11.77431071869675	76.10774252539082	-1.0
1	b'* nu. For'	02 04 29.4462	-29 17 48.491	14.0	14.0	0.1834000051021576	0.19419999420642853	90.0	A	O	b'2018yCat.1345....0G'	plsr	-73.77799282801924	224.88760108975063	-1.0
2	b'* phi Her'	16 08 46.1668	+44 56 05.732	14.0	14.0	0.3709999918937683	0.3754000067710877	90.0	A	O	b'2018yCat.1345....0G'	plsr	47.10739961314703	70.8478254771243	-1.0
3	b'V* CG And'	00 00 43.6345	+45 15 12.002	14.0	14.0	0.054999999701976776	0.0421999990940094	90.0	A	O	b'2018yCat.1345....0G'	plsr	-16.702455047004626	113.64935782367607	-1.0
4	b'HD 133029'	15 00 38.7184	+47 16 38.793	14.0	14.0	0.04720000177621842	0.04210000112652778	90.0	A	O	b'2018yCat.1345....0G'	plsr	57.71007399480583	80.1919424561738	-1.0
5	b'HD  23964'	03 49 58.0538	+23 50 55.299	9.0	9.0	7.199999809265138	5.960000038146973	90.0	A	O	b'2007A&A...474..653V'	plsr	-23.25970502692761	167.31196169690858	-1.0
6	b'HD  83059'	09 34 06.0267	-53 03 40.777	14.0	14.0	0.031599998474121094	0.037799999117851264	90.0	A	O	b'2018yCat.1345....0G'	plsr	-0.9126870412369802	275.8089967187973	-1.0
7	b'*  33 Lib'	15 29 34.7422	-17 26 27.375	14.0	14.0	0.05070000141859055	0.05090000107884407	90.0	A	O	b'2018yCat.1345....0G'	plsr	31.209151560222736	348.17052657472533	-1.0
8	b'V* EP Vir'	12 47 02.3097	+05 57 01.395	14.0	14.0	0.04419999942183495	0.03390000015497208	90.0	A	O	b'2018yCat.1345....0G'	plsr	68.79628486647236	299.90617214163	-1.0
9	b'HD 103498'	11 55 11.3277	+46 28 11.299	14.0	14.0	0.1597999930381775	0.2409999966621399	90.0	A	O	b'2018yCat.1345....0G'	plsr	67.69728093495604	149.09748717852747	-1.0
10	b'HD  52264'	07 00 24.0575	-03 00 40.274	14.0	14.0	0.0502999983727932	0.05130000039935112	90.0	A	O	b'2018yCat.1345....0G'	plsr	0.6185814425111359	216.63348261149108	-1.0
11	b'*  53 Tau'	04 19 26.0972	+21 08 32.310	14.0	14.0	0.13249999284744265	0.08370000123977661	90.0	A	O	b'2018yCat.1345....0G'	plsr	-20.278906820872255	174.51647542839245	-1.0
12	b'*  21 Per'	02 57 17.2822	+31 56 03.197	14.0	14.0	0.247299998998642	0.19699999690055847	90.0	A	O	b'2018yCat.1345....0G'	plsr	-23.769684399802607	151.879218969602	-1.0
13	b'* iot CrB'	16 01 26.5649	+29 51 03.813	14.0	14.0	0.10409999638795853	0.12210000306367876	90.0	A	O	b'2018yCat.1345....0G'	plsr	48.455860313838436	48.304453215319825	-1.0
14	b'* bet UMa'	11 01 50.4905	+56 22 56.833	14.0	14.0	0.6603000164031982	0.685699999332428	90.0	A	O	b'2018yCat.1345....0G'	plsr	54.804087122206276	149.16603433989715	-1.0
15	b'EM* MWC   17'	01 47 38.4697	+60 41 57.304	14.0	14.0	0.017400000244379044	0.022099999710917476	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.4254759641778352	129.75783282440528	-1.0
16	b'HD 204185'	21 24 19.2400	+61 16 16.920	14.0	14.0	0.034699998795986176	0.03209999948740005	90.0	A	O	b'2018yCat.1345....0G'	Be	7.7695398967471245	100.52867722878	-1.0
17	b'RX J0532.4-6535'	05 32 27.2003	-65 34 54.983	8.0	8.0	300.0	300.0	90.0	C	I	b'2009AJ....138.1003B'	Be	-32.64950044323856	275.4091086110076	-1.0
18	b'CPD-60  3125'	11 36 09.5642	-61 35 38.141	14.0	14.0	0.038600001484155655	0.041200000792741776	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.01915058517030103	294.10433601538534	-1.0
19	b'[SGR2006]  71'	16 53 42.1654	-41 41 12.113	14.0	14.0	0.03940000012516976	0.03390000015497208	90.0	A	O	b'2018yCat.1345....0G'	Be	1.338479453330497	343.517062266739	-1.0
20	b'HD 112147'	12 55 08.4591	-59 01 07.418	14.0	14.0	0.02390000037848949	0.028999999165534977	90.0	A	O	b'2018yCat.1345....0G'	Be	3.849586273067863	303.40953420641256	-1.0
21	b'CD-56   152'	00 49 01.3061	-56 05 49.340	14.0	14.0	0.03359999880194664	0.03180000185966492	90.0	A	O	b'2018yCat.1345....0G'	Be	-61.02795023651685	303.6275029959192	-1.0
22	b'EM* MWC  473'	04 36 55.5475	+53 52 33.750	14.0	14.0	0.05539999902248383	0.035900000482797616	90.0	A	O	b'2018yCat.1345....0G'	Be	4.459338974392924	152.42816106186584	-1.0
23	b'CD-46  4394'	08 38 14.5235	-47 14 40.380	14.0	14.0	0.022900000214576718	0.02370000071823597	90.0	A	O	b'2018yCat.1345....0G'	Be	-3.6308219737085135	265.50870003733826	-1.0
24	b'[MA93]  755'	00 54 21.1737	-73 16 31.868	14.0	14.0	0.03950000181794167	0.028100000694394108	90.0	A	O	b'2018yCat.1345....0G'	Be	-43.85108760973383	302.6411281218979	-1.0
25	b'EM* GGA    2'	00 50 05.9727	+64 45 35.076	14.0	14.0	0.07349999994039537	0.08860000222921371	90.0	A	O	b'2018yCat.1345....0G'	Be	1.8883667097485792	122.78917352195705	-1.0
26	b'EM* GGR   44'	22 04 12.3050	+53 04 01.351	14.0	14.0	0.050999999046325684	0.03880000114440918	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.9556557467188744	99.30349232775716	-1.0
27	b'LHA 120-S  76'	04 59 23.6757	-69 35 55.933	14.0	14.0	0.01679999940097332	0.013899999670684338	90.0	A	O	b'2018yCat.1345....0G'	Be	-34.9655337924679	280.87405563612924	-1.0
28	b'UCAC2   1674039'	05 22 02.7762	-69 46 14.502	14.0	14.0	0.02940000034868717	0.02879999950528145	90.0	A	O	b'2018yCat.1345....0G'	Be	-33.01566620942515	280.51184042544395	-1.0
29	b'EM* MWC  939'	18 34 16.2191	-17 36 13.986	14.0	14.0	0.04720000177621842	0.0463000014424324	90.0	A	O	b'2018yCat.1345....0G'	Be	-4.267877661410025	15.322375672289924	-1.0
30	b'BD+50  3180'	20 43 50.2145	+50 58 22.312	14.0	14.0	0.021299999207258224	0.026599999517202374	90.0	A	O	b'2018yCat.1345....0G'	Be	5.179140530451837	89.0320419202025	-1.0
31	b'NGC  7654   773'	23 24 18.9905	+61 39 02.354	14.0	14.0	0.021700000390410423	0.0210999995470047	90.0	A	O	b'2018yCat.1345....0G'	Be	0.5075406884432475	112.7835222940915	-1.0
32	b'EM* MWC  709'	02 21 59.1454	+70 55 52.975	14.0	14.0	0.02089999988675117	0.019999999552965164	90.0	A	O	b'2018yCat.1345....0G'	Be	9.358027516045546	130.25360778523782	-1.0
33	b'BD-13  5074'	18 41 31.5744	-13 23 31.725	14.0	14.0	0.054099999368190765	0.050099998712539666	90.0	A	O	b'2018yCat.1345....0G'	Be	-3.909501851590352	19.87977639373276	-1.0
34	b'EM* AS  368'	19 52 46.7160	+28 46 52.747	8.0	8.0	0.2360000014305115	0.20000000298023224	0.0	A	O	b'2016A&A...595A...2G'	Be	0.7590550324864128	65.22444134373795	-1.0
35	b'[MA93]  239'	00 48 34.8389	-73 17 53.921	14.0	14.0	0.02199999988079071	0.01940000057220459	90.0	A	O	b'2018yCat.1345....0G'	Be	-43.8283623418205	303.21647871864934	-1.0
36	b'BD+50   395'	01 56 02.6711	+50 56 59.229	14.0	14.0	0.05050000175833702	0.08179999887943268	90.0	A	O	b'2018yCat.1345....0G'	Be	-10.628949564011688	133.2034739465501	-1.0
37	b'PN M  1-44'	18 16 17.3420	-27 04 30.539	14.0	14.0	0.060600001364946365	0.054999999701976776	90.0	A	O	b'2018yCat.1345....0G'	Be	-4.961446320151335	4.971126601153759	-1.0
38	b'PN M  2-9'	17 05 37.952	-10 08 34.58	7.0	7.0			0.0	D		b'2003A&A...408.1029K'	Be	18.055478488112346	10.898829857558296	-1.0
39	b'EM* MWC 1066'	22 37 34.7185	+58 19 56.349	14.0	14.0	0.03770000115036965	0.03640000149607658	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.09676222133152312	106.104269666579	-1.0
40	b'CD-24  5721'	07 39 06.1600	-24 45 04.947	14.0	14.0	0.0198999997228384	0.02789999917149544	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.3768711715914357	240.20657007002583	-1.0
41	b'HD 306798'	11 36 09.3688	-61 41 41.572	14.0	14.0	0.0340999998152256	0.0340999998152256	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.11596437370898532	294.13295000900035	-1.0
42	b'CD-29  6963'	08 56 48.2457	-30 11 01.885	14.0	14.0	0.01669999957084656	0.024700000882148743	90.0	A	O	b'2018yCat.1345....0G'	Be	9.839876218456398	254.4016834802412	-1.0
43	b'[GKF2010] MN68'	18 02 22.340	-22 38 00.24	7.0	7.0	60.0	60.0	45.0	B	N	b'2003yCat.2246....0C'	Be	-0.05474659867548149	7.342864522445838	-1.0
44	b'EM* AS   77'	03 54 47.9225	+44 56 19.595	14.0	14.0	0.034699998795986176	0.020500000566244125	90.0	A	O	b'2018yCat.1345....0G'	Be	-6.7077236672023925	153.68371243760896	-1.0
45	b'BD+59   246'	01 24 29.1380	+60 17 23.267	14.0	14.0	0.020099999383091927	0.02199999988079071	90.0	A	O	b'2018yCat.1345....0G'	Be	-2.3194189001562413	127.019284486763	-1.0
46	b'HD 141969'	15 56 01.6946	-66 09 09.229	14.0	14.0	0.03680000081658363	0.04340000078082085	90.0	A	O	b'2018yCat.1345....0G'	Be	-9.657996275742194	320.1341496689037	-1.0
47	b'CPD-54  3736'	10 29 34.2561	-55 08 10.123	14.0	14.0	0.0357000008225441	0.032400000840425484	90.0	A	O	b'2018yCat.1345....0G'	Be	2.304256154383645	283.54508286565016	-1.0
48	b'EM* LkHA  194'	21 01 40.5899	+44 19 44.289	14.0	14.0	0.01290000043809414	0.015799999237060547	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.3750092484101155	85.84080005634526	-1.0
49	b'EM* AS  222'	17 14 18.0011	-38 58 59.646	14.0	14.0	0.1103999987244606	0.09290000051259996	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.13381397093750008	348.0489676408458	-1.0
50	b'2MASS J02180678+5642282'	02 18 06.7893	+56 42 28.189	14.0	14.0	0.059999998658895486	0.08479999750852585	90.0	A	O	b'2018yCat.1345....0G'	Be	-4.177767908858988	134.6572157076613	-1.0
51	b'EM* MWC  685'	01 11 55.2071	+59 18 05.739	14.0	14.0	0.032400000840425484	0.03750000149011612	90.0	A	O	b'2018yCat.1345....0G'	Be	-3.466063859514683	125.54827904177824	-1.0
52	b'HD 246537'	05 42 40.5004	+26 20 43.170	14.0	14.0	0.05779999867081643	0.04780000075697899	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.9118589498157288	181.86650868957454	-1.0
53	b'Gaia 18auy'	15 18 00.6964	-57 43 22.239	14.0	14.0	0.041600000113248825	0.046999998390674584	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.23977511437180726	321.51750849398553	-1.0
54	b'LHA 120-S 137'	05 41 43.7414	-69 37 38.285	14.0	14.0	0.0130000002682209	0.017100000753998756	90.0	A	O	b'2018yCat.1345....0G'	Be	-31.349197337068023	280.044371200102	-1.0
55	b'CPD-59  4561'	12 53 52.703	-60 23 57.88	7.0	7.0			0.0	D		b'2001A&A...369..511S'	Be	2.470907109566015	303.2335696544933	-1.0
56	b'EM* MWC 1073'	22 48 21.2037	+57 32 58.535	14.0	14.0	0.02390000037848949	0.0227000005543232	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.4627147171097012	106.99352429301096	-1.0
57	b'LS  VI +04   15'	06 32 34.9500	+04 44 39.263	14.0	14.0	0.045499999076128006	0.051199998706579215	90.0	A	O	b'2018yCat.1345....0G'	Be	-2.0157745936771825	206.5576941398062	-1.0
58	b'[RHI84] 10-469'	17 43 59.8057	-30 28 38.469	14.0	14.0	0.13130000233650208	0.12150000035762787	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.5047150805315516	358.50174867825797	-1.0
59	b'3XMM J182746.3-120605'	18 27 46.3185	-12 06 06.246	14.0	14.0	0.5249000191688538	0.4544999897480011	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.3378219907691597	19.484907385127254	-1.0
60	b'ELHC  3'	05 16 29.5487	-69 17 16.640	14.0	14.0	0.03999999910593033	0.045800000429153435	90.0	A	O	b'2018yCat.1345....0G'	Be	-33.58783984639233	280.06192393374357	-1.0
61	b'[KW97] 27-6'	06 05 59.8050	+28 03 02.211	14.0	14.0	0.02580000087618828	0.023299999535083767	90.0	A	O	b'2018yCat.1345....0G'	Be	3.4232826272648786	183.0194903805928	-1.0
62	b'CD-46  4821'	09 00 14.0502	-46 41 08.560	14.0	14.0	0.19200000166893005	0.20170000195503235	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.36928493357611697	267.44575775010514	-1.0
63	b'TYC  748-1908-1'	06 57 28.9025	+07 59 20.038	14.0	14.0	0.058600001037120826	0.05649999901652336	90.0	A	O	b'2018yCat.1345....0G'	Be	4.968764234956216	206.48939163904163	-1.0
64	b'WRAY 15-813'	11 29 12.8168	-65 39 18.163	14.0	14.0	0.02239999920129776	0.02459999918937683	90.0	A	O	b'2018yCat.1345....0G'	Be	-4.124168061031305	294.58773420556395	-1.0
65	b'EM* AS  225'	17 20 55.5372	-38 00 00.366	14.0	14.0	0.04749999940395355	0.03539999946951866	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.6246174879047199	349.6002358762741	-1.0
66	b'CD-32  4140'	07 33 00.2691	-32 33 11.037	14.0	14.0	0.023099999874830246	0.03220000118017197	90.0	A	O	b'2018yCat.1345....0G'	Be	-6.317878010759113	246.40614208337706	-1.0
67	b'EC 02396-8215'	02 37 05.3	-82 02 58	5.0	5.0			0.0	D	O	b'2013MNRAS.431..240O'	Be	-34.184006732968676	298.6664232845385	-1.0
68	b'BI  81'	05 07 28.0412	-70 30 37.163	14.0	14.0	0.025399999693036083	0.030700000002980232	90.0	A	O	b'2018yCat.1345....0G'	Be	-34.055053435706895	281.71086985518815	-1.0
69	b'[BUG2007] A 19'	01 05 15.05	+02 10 45.0	6.0	6.0			0.0	D		b'2007ApJ...671.2028B'	Be	-60.50412113909249	129.95379071660201	-1.0
70	b'CD-40  2883'	07 03 32.9237	-40 27 26.897	14.0	14.0	0.032000001519918435	0.03869999945163727	90.0	A	O	b'2018yCat.1345....0G'	Be	-15.07673437037266	251.03401221996552	-1.0
71	b'EM* MWC  342'	20 23 03.6174	+39 29 49.919	14.0	14.0	0.01779999956488609	0.02390000037848949	90.0	A	O	b'2018yCat.1345....0G'	Be	1.302213210523817	77.61622070765355	-1.0
72	b'LHA 120-S 166'	05 28 06.7573	-70 34 26.546	14.0	14.0	0.02199999988079071	0.02360000088810921	90.0	A	O	b'2018yCat.1345....0G'	Be	-32.363473851205036	281.33892243632505	-1.0
73	b'EM* LkHA  133'	20 46 49.2839	+43 25 40.499	14.0	14.0	0.0142000000923872	0.01769999973475933	90.0	A	O	b'2018yCat.1345....0G'	Be	0.0933829355209986	83.42812997349041	-1.0
74	b'[GHV2009] Star 63598'			0.0	0.0			0.0			b''	Be			-1.0
75	b'CD-37  4480'	08 16 12.0676	-37 47 04.218	14.0	14.0	0.02500000037252903	0.03539999946951866	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.4397338585062869	255.4458267448036	-1.0
76	b'HD 163453'	17 57 25.8256	-28 15 18.437	14.0	14.0	0.04910000041127205	0.04419999942183495	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.881294531616696	1.9095069408647856	-1.0
77	b'LS III +52   19'	21 58 47.6723	+52 54 58.810	14.0	14.0	0.025299999862909317	0.023000000044703484	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.5864324221216384	98.56200566253881	-1.0
78	b'TYC 2153-262-1'	20 03 29.3552	+29 50 26.639	14.0	14.0	0.01970000006258488	0.02580000087618828	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.6777111876457593	67.34795529092409	-1.0
79	b'HBHA 3215-16'	05 29 35.7	+32 10 28	5.0	5.0			0.0	D		b'1999A&AS..134..255K'	Be	-1.1758683164949542	175.41732429682324	-1.0
80	b'HD 243265'	05 24 41.1336	+30 12 03.421	14.0	14.0	0.056299999356269836	0.04560000076889992	90.0	A	O	b'2018yCat.1345....0G'	Be	-3.1459876758291947	176.47430966114413	-1.0
81	b'EM* MWC  846'	07 33 19.9231	-11 45 33.941	14.0	14.0	0.030700000002980232	0.028100000694394108	90.0	A	O	b'2018yCat.1345....0G'	Be	3.753087896696597	228.18577299088543	-1.0
82	b'EM* MWC  462'	03 40 31.8228	+50 44 53.180	14.0	14.0	0.033100001513957984	0.022600000724196437	90.0	A	O	b'2018yCat.1345....0G'	Be	-3.6453284221695816	148.1762461553854	-1.0
83	b'HD  57775'	07 22 24.8295	-10 49 21.480	14.0	14.0	0.028200000524520874	0.026599999517202374	90.0	A	O	b'2018yCat.1345....0G'	Be	1.8435353183927143	226.0865483482852	-1.0
84	b'WRAY 15-934'	12 05 04.9745	-65 20 38.378	14.0	14.0	0.02789999917149544	0.02380000054836273	90.0	A	O	b'2018yCat.1345....0G'	Be	-2.906372250702117	298.1185049814231	-1.0
85	b'[BUG2007] A 17'	01 05 11.13	+02 12 25.0	6.0	6.0			0.0	D		b'2007ApJ...671.2028B'	Be	-60.478279721474024	129.91472738354398	-1.0
86	b'HD 253339'	06 13 01.9941	+24 02 34.630	14.0	14.0	0.04509999975562096	0.042500000447034836	90.0	A	O	b'2018yCat.1345....0G'	Be	2.878379825950096	187.29920877272087	-1.0
87	b'[MA93]  906'	00 56 06.463	-72 28 27.96	7.0	7.0	110.0	90.0	178.0	B	N	b'2003yCat.2246....0C'	Be	-44.64933844198314	302.43779291254987	-1.0
88	b'EM* LkHA  193'	20 59 31.5685	+44 35 44.428	14.0	14.0	0.0130000002682209	0.014700000174343588	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.9106392502575594	85.78879329444571	-1.0
89	b'BD+56  2811'	22 35 00.1548	+57 36 14.162	14.0	14.0	0.02580000087618828	0.025200000032782555	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.5606125175676338	105.44695166305729	-1.0
90	b'EM* MWC  916'	18 18 38.8197	-13 46 44.272	14.0	14.0	0.03720000013709068	0.03799999877810478	90.0	A	O	b'2018yCat.1345....0G'	Be	0.8392000273947549	16.960877073041225	-1.0
91	b'HD 306791'	11 36 31.5552	-61 34 25.731	14.0	14.0	0.03620000183582306	0.03269999846816063	90.0	A	O	b'2018yCat.1345....0G'	Be	0.012609874695264377	294.14035166698386	-1.0
92	b'EM* UHA  132'	21 03 46.4693	+45 21 01.358	14.0	14.0	0.022600000724196437	0.02459999918937683	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.9753953777467379	86.85189893989771	-1.0
93	b'EM* MWC  704'	02 10 41.036	+63 40 06.20	7.0	7.0	12.0	12.0	90.0	B	O	b'2012yCat.1322....0Z'	Be	2.135840649889381	131.5844006096643	-1.0
94	b'HD 303763'	11 02 50.8669	-59 19 05.879	14.0	14.0	0.026200000196695328	0.023099999874830246	90.0	A	O	b'2018yCat.1345....0G'	Be	0.6846950046924459	289.4673869317175	-1.0
95	b'[MA93] 1005'	00 57 24.4647	-71 44 52.108	14.0	14.0	0.03180000185966492	0.019999999552965164	90.0	A	O	b'2018yCat.1345....0G'	Be	-45.372731665695525	302.26658540677846	-1.0
96	b'BD-20  2183'	07 46 59.1371	-21 09 41.539	14.0	14.0	0.021299999207258224	0.023000000044703484	90.0	A	O	b'2018yCat.1345....0G'	Be	1.9822218038389747	237.9938270497296	-1.0
97	b'V* QQ Gem'	06 33 05.5925	+16 56 55.521	14.0	14.0	0.042500000447034836	0.03869999945163727	90.0	A	O	b'2018yCat.1345....0G'	Be	3.7185580950477855	195.77779854016342	-1.0
98	b'TYC 5979-1136-1'	07 30 38.9974	-15 17 49.882	14.0	14.0	0.03060000017285347	0.02989999949932098	90.0	A	O	b'2018yCat.1345....0G'	Be	1.4819245639519951	230.97856891987323	-1.0
99	b'[KRL2007b] 194'	16 36 30	-47 37.5	4.0	4.0			0.0	D		b'2010ApJS..188..405A'	Be	-0.2144517049950779	337.0222619349824	2023.0
100	b'WRAY 15-1560'	16 54 37.4417	-41 47 07.188	14.0	14.0	0.03530000150203705	0.030500000342726707	90.0	A	O	b'2018yCat.1345....0G'	Be	1.1428910662665621	343.54888083517625	-1.0
101	b'PN H  2-48'	18 46 35.1189	-23 26 48.246	14.0	14.0	0.239099994301796	0.23100000619888306	90.0	A	O	b'2018yCat.1345....0G'	Be	-9.447710201720305	11.341379248855946	-1.0
102	b'THA 17-6'	12 58 43.7336	-64 15 31.635	14.0	14.0	0.025100000202655792	0.02500000037252903	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.3982490528500098	303.72368398713144	-1.0
103	b'EM* LkHA  131'	20 46 36.8401	+43 44 35.292	14.0	14.0	0.1137000024318695	0.16220000386238098	90.0	A	O	b'2018yCat.1345....0G'	Be	0.32002122863242183	83.65041382460218	-1.0
104	b'HD 328990'	16 50 25.3884	-46 09 19.088	14.0	14.0	0.045499999076128006	0.04210000112652778	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.0459145930496678	339.69169925577637	2063.0
105	b'BD-06  1895'	07 02 13.6735	-06 18 08.813	14.0	14.0	0.03810000047087669	0.0373000018298626	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.4826806225621842	219.768304509051	-1.0
106	b'EM* GGR   52'	22 13 41.7571	+57 14 09.025	14.0	14.0	0.025100000202655792	0.024700000882148743	90.0	A	O	b'2018yCat.1345....0G'	Be	0.6557510252638791	102.82419422783771	-1.0
107	b'CPD-60  3144'	11 36 21.9356	-61 37 28.466	14.0	14.0	0.03420000150799751	0.031700000166893005	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.04148217335540642	294.1366036994233	-1.0
108	b'EM* AS  496'	22 39 43.216	+57 41 40.39	7.0	7.0	14.0	13.0	0.0	B	O	b'2012yCat.1322....0Z'	Be	-0.7918820456971087	106.04114395359835	-1.0
109	b'HD 228256'	20 11 54.3688	+40 00 29.624	14.0	14.0	0.02319999970495701	0.02630000002682209	90.0	A	O	b'2018yCat.1345....0G'	Be	3.364711590210117	76.83905754950193	-1.0
110	b'FBS 0747+729'	07 53 39.4662	+72 49 58.938	14.0	14.0	0.02879999950528145	0.0373000018298626	90.0	A	O	b'2018yCat.1345....0G'	Be	30.405185614448012	142.18185787260245	-1.0
111	b'IRAS 18257-1148'	18 28 33.405	-11 46 44.19	7.0	7.0	80.0	60.0	0.0	B	N	b'2003yCat.2246....0C'	Be	-0.3577445476425677	19.859938113966898	-1.0
112	b'EM* MWC  454'	02 59 23.0327	+57 42 51.896	14.0	14.0	0.023000000044703484	0.021400000900030136	90.0	A	O	b'2018yCat.1345....0G'	Be	-1.0150892465405768	139.37057461333626	-1.0
113	b'UCAC4 105-012573'	05 28 58.8545	-69 03 55.144	14.0	14.0	0.049699999392032616	0.05660000070929527	90.0	A	O	b'2018yCat.1345....0G'	Be	-32.53683924502038	279.56064473122115	-1.0
114	b'Jacoby SMC 17'	00 51 36.63	-73 20 17.0	6.0	6.0	150.0	120.0	8.0	B	I	b'2003yCat.2246....0C'	Be	-43.79019111646141	302.91478758210087	-1.0
115	b'BD+62    99'	00 32 13.2337	+63 12 28.994	14.0	14.0	0.02380000054836273	0.026599999517202374	90.0	A	O	b'2018yCat.1345....0G'	Be	0.417065361235127	120.76832554466006	-1.0
116	b'BD+58   492'	02 36 44.3302	+59 22 36.989	14.0	14.0	0.02459999918937683	0.0272000003606081	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.7988314302293421	135.98879590634482	-1.0
117	b'UCAC4 571-023780'	06 05 09.8450	+24 11 27.904	14.0	14.0	0.026100000366568562	0.02449999935925007	90.0	A	O	b'2018yCat.1345....0G'	Be	1.3780810662522247	186.30096524809073	-1.0
118	b'HD 255103'	06 19 39.9689	+18 22 17.309	14.0	14.0	0.07620000094175339	0.060600001364946365	90.0	A	O	b'2018yCat.1345....0G'	Be	1.54711254230596	193.0290342604991	-1.0
119	b'HD 303075'	10 35 32.2821	-58 15 22.243	14.0	14.0	0.03539999946951866	0.037000000476837165	90.0	A	O	b'2018yCat.1345....0G'	Be	0.030495905662528137	285.83354686938696	-1.0
120	b'[D75b] Em* 22+078'	22 40 24.6496	+58 58 26.080	14.0	14.0	0.02319999970495701	0.023000000044703484	90.0	A	O	b'2018yCat.1345....0G'	Be	0.28482424720743005	106.73806274696705	-1.0
121	b'V* BQ Cru'	12 43 32.8065	-63 06 11.809	14.0	14.0	0.02789999917149544	0.026599999517202374	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.2452055238456486	302.0396020460298	-1.0
122	b'[MLD95] SMC  2'	00 57 44.6	-72 15 27	5.0	5.0			0.0	D		b''	Be	-44.86245490819853	302.2542629321717	-1.0
123	b'EM* MWC  466'	04 04 09.6777	+52 18 54.430	14.0	14.0	0.03189999982714653	0.018699999898672104	90.0	A	O	b'2018yCat.1345....0G'	Be	-0.10969178695163566	150.0346769439342	-1.0
124	b'LIN 136'	00 49 29.2	-72 35 32	5.0	5.0			0.0	D		b'2004AJ....127.1632O'	Be	-44.53525452696446	303.1366577096892	-1.0
125	b'THA 14-39'	18 50 09.0272	-05 15 04.135	14.0	14.0	0.027400000020861626	0.02669999934732914	90.0	A	O	b'2018yCat.1345....0G'	Be	-2.1063105911707107	28.109912767471148	-1.0
126	b'EM* GGA  168'	02 25 17.9235	+57 32 45.663	14.0	14.0	0.025399999693036083	0.030300000682473183	90.0	A	O	b'2018yCat.1345....0G'	Be	-3.0565899827184837	135.28779775187112	-1.0
127	b'CPD-57  3531'	10 36 05.9416	-58 14 27.172	14.0	14.0	0.03970000147819519	0.04199999943375588	90.0	A	O	b'2018yCat.1345....0G'	Be	0.08041479806600897	285.8900187234388	-1.0
128	b'BD+54  2358'	20 28 41.1859	+54 47 15.275	14.0	14.0	0.02910000085830688	0.02800000086426735	90.0	A	O	b'2018yCat.1345....0G'	Be	9.280602921576188	90.76125693772195	-1.0
129	b'BD+38  4093'	20 27 10.2126	+38 54 01.562	14.0	14.0	0.020099999383091927	0.022099999710917476	90.0	A	O	b'2018yCat.1345....0G'	Be	0.30755656897113337	77.5882335898401	-1.0
130	b'V* V Sge'	20 20 14.6910	+21 06 10.437	14.0	14.0	0.02199999988079071	0.01759999990463257	90.0	A	O	b'2018yCat.1345....0G'	Be	-8.602050408192595	62.052947229626255	-1.0
131	b'EM* GGR   71'	22 26 38.7340	+61 13 31.562	14.0	14.0	0.053800001740455634	0.06340000033378601	90.0	A	O	b'2018yCat.1345....0G'	Be	3.0932861104930085	106.39109736836654	-1.0
132	b'EM* MWC 1030'	20 46 25.0031	+44 55 45.144	14.0	14.0	0.027699999511241916	0.036600001156330116	90.0	A	O	b'2018yCat.1345....0G'	Be	1.0894711733319868	84.55379018201027	-1.0
133	b'LIN 200'	00 51 57.7619	-73 14 21.939	14.0	14.0	0.07729999721050262	0.0551999993622303	90.0	A	O	b'2018yCat.1345....0G'	Be	-43.88877142342059	302.87942874837535	-1.0
