gev_nuFnu10000_100000,gev_nuFnu1000_3000,gev_nuFnu100_300,gev_nuFnu3000_10000,gev_nuFnu300_1000,gev_nuFnu30_100,s_FLUX_U,s_FLUX_B,s_FLUX_V,s_FLUX_R,s_FLUX_I,s_FLUX_G,s_FLUX_J,s_FLUX_H,s_FLUX_K,s_FLUX_u,s_FLUX_g,s_FLUX_r,s_FLUX_i,s_FLUX_z,tev_0.3TeV,tev_1TeV,tev_3TeV,tev_10TeV,tev_30TeV,s_MAIN_ID,s_class,s_nan_spectra,gev_1FGL_Name,gev_CLASS1,tev_fermi_names,tev_classes,marked
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOU J095531.8+693957',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
0.015162038385704412,0.015150778944011678,0.0009152688817292449,0.016431573965455644,0.005467216005475271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9096316904271156,0.0,0.0,0.0,0.0,0.0,0.006565951091836028,0.01395485876096394,0.008703589235228551,0.005035966322110977,0.0029810679803688412,b'[KRL2007b] 332',B0Ve,False,b'                  ',b'PWN  ',b'',b'unid',0
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOU J095553.3+694101',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOU J095546.1+694026',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'[CHP2004] J095619.6+694146',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
2.6619570100698928e-12,4.1015905698800785e-11,1.0838682662885132e-10,1.2089620029761554e-11,7.131453023393866e-11,0.0,9.549915735868549e-13,5.888442724227846e-13,5.370312270364487e-12,9.12010913891588e-12,0.0,1.5892767459231555e-11,9.462367898815111e-10,1.7741878181588786e-09,2.9512110232056514e-09,0.0,1.6982418520701749e-12,1.2589265099006428e-11,4.168692710740859e-11,0.0,4.163948955324493e-11,3.323341223795082e-11,2.3752147293355992e-11,1.2327825799264928e-11,3.949046947006358e-12,b'V* V479 Sct',B0Ve,False,b'1FGL J1826.2-1450 ',b'HMB  ',b'',b'bin',1
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOU J095510.7+693955',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOU J095547.4+694059',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOU J095553.9+694045',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOM82 J095550.5+694022',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOU J095615.2+694142',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOU J095553.2+694052',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
8.837787814875912e-13,2.1943378103989314e-12,1.834339104209138e-12,9.154530432251029e-13,1.7493463275042985e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CXOU J095550.1+694034',B0Ve,True,b'1FGL J0956.5+6938 ',b'sbg  ',"b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'",b'galaxy',0
