xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV	xmm_IAUNAME	xmm_WEBPAGE_URL	s_MAIN_ID	s_simbad	s_class	gev_1FGL_Name	gev_CLASS1	gev_GLON	gev_GLAT	gev_RAJ2000	gev_DEJ2000	tev_fermi_names	tev_classes	tev_glat	tev_glon	tev_pos_dec	tev_pos_ra	marked
0.06855294062061838	0.06148838768395733	0.059424951042014874	0.059511026930279716	0.06207649943930469	0.06790989693760663	0.06776976795783406	0.07531291947782208	0.06936028163054678	0.06607732426641934	-inf	0.06628045396449235	0.07090752160860439	0.07374227828820593	0.06828344055719032	0.06330230959510309	b'3XMM J002449.8+640757'	b'http://xmm-catalog.irap.omp.eu/source/200962101010013/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.06890673230548026	0.06162638035515237	0.059742000413139	0.06011865295166193	0.06358991841061931	0.06762109679100965	0.06748156373718787	0.07499263652693165	0.06906531343877771	0.06579631749427814	-inf	0.06599858334349809	0.07060597347558031	0.07342867479680915	0.06799305184313911	0.06303310411673535	b'3XMM J002450.0+640920'	b'http://xmm-catalog.irap.omp.eu/source/200962101010004/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.08153759229194739	0.07345259479623825	0.07309990184249868	0.0749080786095074	-inf	0.06870394669481061	0.06856217922952439	0.07619353052455408	0.07017129029455546	0.06684994630910401	-inf	0.06705545114091613	0.07173662167878973	0.07460452430551644	0.0690818580462539	0.06404248423578361	b'3XMM J002451.6+640823'	b'http://xmm-catalog.irap.omp.eu/source/204123802010008/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.0728840613185982	0.06651195375757653	0.06524164435581259	0.06576920158136788	0.07676014964253329	0.0643501936604995	0.06421740996633342	0.07136516431453532	0.06572455203949504	0.06261368084564148	-inf	0.06280616288432293	0.06719068873999322	0.06987685304797844	0.06470415685798366	0.059984126987328405	b'3XMM J002452.0+640953'	b'http://xmm-catalog.irap.omp.eu/source/200962101010003/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.066945322589565	0.0595465388605556	0.05795412306167147	0.058217779653147526	0.06221440371304516	0.06851863377742827	0.06837724869690807	0.07598801619668168	0.06998201955908039	0.06666963412656779	-inf	0.06687458465689142	0.07154312882596278	0.07440329595235662	0.06889552580089381	0.06386974452924442	b'3XMM J002458.6+641028'	b'http://xmm-catalog.irap.omp.eu/source/200962101010002/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.07376240865128056	0.06691320490332173	0.06530487705254054	0.06587220635467529	0.07850847858544069	0.06403534264546462	0.06390320863203003	0.0710159906268677	0.06540297659822251	0.062307326196993064	-inf	0.062498866464378924	0.0668619398218114	0.06953496133238125	0.06438757398068586	0.05969063815390576	b'3XMM J002500.3+641041'	b'http://xmm-catalog.irap.omp.eu/source/204123801010001/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.07002723211186956	0.0626025392082995	0.06084871963108205	0.06247508395175964	0.06758030433732767	0.06667972756613531	0.0665421369848399	0.07394864636012284	0.06810383893358735	0.06488035145204427	-inf	0.06507980151070868	0.0696230510789261	0.07240645690982846	0.06704650454432441	0.062155605419144215	b'3XMM J002500.4+641036'	b'http://xmm-catalog.irap.omp.eu/source/203105901010001/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.07423051751024808	0.07450302124529802	0.06539164911753333	0.06491161502503029	0.07160855062979551	0.06400733102781182	0.06387525481507463	0.07098492539484905	0.06537436672282967	0.062280070482784396	-inf	0.06247152696280357	0.06683269173760606	0.06950454396175627	0.06435940828297226	0.059664527083607026	b'3XMM J002501.5+641057'	b'http://xmm-catalog.irap.omp.eu/source/203105901010006/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.07490475126731279	0.06743295579973942	0.06724695812251127	0.06754882442628467	0.07453978552327899	0.06390600809249815	0.0637741409550238	0.07087255700065834	0.06527087978431396	0.062181481782841316	-inf	0.062372635189255815	0.06672689628585028	0.06939451899588504	0.06425752801304742	0.059570078761498634	b'3XMM J002502.5+641047'	b'http://xmm-catalog.irap.omp.eu/source/200962101010001/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.07582250866389174	0.07123510595505025	0.06573705298450438	0.06534752910994558	0.07526777854740271	0.06373482037529686	0.06360330647588122	0.07068270769529099	0.06509603592778918	0.06201491362694601	-inf	0.06220555498267457	0.0665481521365589	0.0692086289732131	0.06408539866462011	0.05941050588093438	b'3XMM J002503.0+641102'	b'http://xmm-catalog.irap.omp.eu/source/200962101010006/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
