s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV	xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	s_MAIN_ID	s_class	s_nan_spectra	tev_fermi_names	tev_classes	tev_glat	tev_glon	marked
0.0	0.0	0.0	0.2050523808777166	0.0	0.20344442294773069	0.19864222507520402	0.19733610082127112	0.19552487027772508	0.0	0.0	0.0	0.0	0.0	3.350903915692983e-13	1.6958275586015897e-14	4.0109450298055444e-16	1.604378011922222e-17	1.604378011922222e-17	0.0	0.0	0.0	0.0	0.0	b'UCAC4 105-013663'	Be	False	b''	b'other'	-31.911823272705078	279.62399291992193	0
0.0	0.0	0.0	0.0	0.0	0.0	0.3521437362663364	0.3338053449012751	0.3140509188111187	0.0	0.0	0.0	0.0	0.0	2.001129936702234e-11	1.141801326878976e-12	1.1344429391217169e-13	3.3365968797711246e-15	2.9791043569385405e-17	0.0	0.0	0.0	0.0	0.0	b'MSX6C G331.5487-00.5364'	Be	False	b''	b'unid'	-0.5732107758522034	331.5122985839844	0
0.0	0.0	0.0	0.0	0.0	0.0	0.35471788598497017	0.3344317132217968	0.31085040078867754	0.0	0.0	0.0	0.0	0.0	4.223293044413355e-12	3.0840885450560906e-13	2.312364841791708e-14	7.015670029708473e-16	0.0	0.0	0.0	0.0	0.0	0.0	b'SSTGC 519103'	Be	False	b''	b'unid'	-0.04616236314177513	359.9442443847656	0
0.0	0.20297638659092018	0.20172223847456058	0.0	0.0	0.0	0.19903248195630208	0.19837521526416652	0.19789367771395383	0.0	0.0	0.0	0.0	0.0	1.3031402583921778e-14	7.84982771237229e-14	5.181574871546439e-15	1.5493081011268924e-16	0.0	0.0	0.0	0.0	0.0	0.0	b'RMC 141'	B	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
0.0	0.12469239122913213	0.1245086858870846	0.1252170746157208	0.12482829272848107	0.1245098003785544	0.12507959344754538	0.12554531788743878	0.12561884382582422	0.0	0.0	0.0	0.0	0.0	2.0791580784801405e-13	1.0522216264283954e-14	2.488698264968108e-16	9.954793059872457e-18	9.954793059872457e-18	0.0	0.0	0.0	0.0	0.0	b'[AAA97b] J053648.7-691700'	B	False	b''	b'other'	-31.911823272705078	279.62399291992193	0
0.0	0.12518213118918112	0.1249781174630318	0.1249525484049223	0.12424351933281609	0.12453883150946723	0.12535986884682143	0.12530915859723726	0.125435824656468	0.0	0.0	0.0	0.0	0.0	7.385679028126197e-15	4.4489691371520796e-14	2.9367098909723886e-15	8.780860139120383e-17	0.0	0.0	0.0	0.0	0.0	0.0	b'OGLE LMC-ECL-20994'	B	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
0.3294120203766148	0.33502052737842447	0.3355674522443656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.658069482914403e-13	2.863439358160342e-14	6.772562341912654e-16	2.709024936765069e-17	2.709024936765069e-17	0.0	0.0	0.0	0.0	0.0	b'[ST92] 2-62B'	B	False	b''	b'other'	-31.911823272705078	279.62399291992193	0
0.0	0.0	0.0	0.0	0.0	0.0	0.3397214763926714	0.33205488222191276	0.3282236413838154	0.0	0.0	0.0	0.0	0.0	1.4922975253693802e-12	1.0260931245943176e-13	5.5290028869025755e-15	1.4033002251022065e-16	0.0	0.0	0.0	0.0	0.0	0.0	b'[KKM2013] 7'	B	False	b''	b'pwn,snr'	0.26045286655426025	54.09474182128906	0
0.33450526022022087	0.3374589515995688	0.32803578817961093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.699251358484887e-13	2.884280707618398e-14	6.8218559782846e-16	2.7287423913138476e-17	2.7287423913138476e-17	0.0	0.0	0.0	0.0	0.0	b'[ST92] 2-62'	B	False	b''	b'other'	-31.911823272705078	279.62399291992193	0
0.11400258725919574	0.11554812293700623	0.1136583918098878	0.11229381870854721	0.10637944198044244	0.11354586215726176	0.10912970936880577	0.1080928835623505	0.10734918221644811	0.0	0.0	0.0	0.0	0.0	7.336984827712895e-15	4.419636831487012e-14	2.9173479962241657e-15	8.722967430570877e-17	0.0	0.0	0.0	0.0	0.0	0.0	b'HTR 13'	B	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
