gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV	xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	gev_1FGL_Name	gev_CLASS1	gev_GLON	gev_GLAT	tev_fermi_names	tev_classes	tev_glat	tev_glon	marked
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.13807071171861746	0.13354657441444556	0.1344380214277479	0.13789554108157584	0.13467403155840715	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.1665712453512653	-0.0	0.1548038744479407	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.20345660135208218	0.19678997677617027	0.1981035846902193	0.20319847548291306	0.1984513616986152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
0.09196616483563975	0.0889527266352018	0.08954650182435762	0.09184948714578064	0.0897037034952183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.11719368021936578	0.11121763624617774	0.10889951432140259	0.10636052047448043	0.10431006480237538	b'1FGL J0956.5+6938 '	b'sbg  '	141.44284057617188	40.54313278198242	b'1FGL J0956.5+6938,2FGL J0955.9+6936,3FGL J0955.4+6940'	b'galaxy'	40.56696319580078	141.4094696044922	0
