gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	s_MAIN_ID	s_class	s_nan_spectra	gev_1FGL_Name	gev_CLASS1	gev_GLON	gev_GLAT	marked
0.033071487404296024	0.18040313788599843	0.16419125859304215	0.10770290838284642	0.25164531116118527	0.0	0.00013594308516351453	6.930431792649798e-05	0.0002798828223954677	0.0004997907542776117	0.0044501368760863904	0.0006490615928885171	0.04171720106557283	0.07768081096768883	0.137503765090632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'Cl Trumpler   16   215'	B	False	b'1FGL J1045.2-5942 '	b'BIN  '	287.6058044433594	-0.6330745816230774	0
5.5406097822119435e-05	0.001172661921310881	3.4515768229777824e-05	0.0009084128171187833	0.000664421002227745	0.0	0.009178511463770354	0.003915354197782197	0.011034977477982487	0.0	0.0	0.020576522475267763	0.23483983062791317	0.3197213091329864	0.39789807701758834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'BD-14  5057'	B	False	b'                  '	b'     '	17.07600975036621	-1.4837971925735474	0
0.012860297505336547	0.0863284208076387	0.2921990923373064	0.011753522879594726	0.1811535874853617	0.0	0.0	0.03601253991556775	0.028604034167193537	0.0	0.0	0.0366903731791786	0.10652308604800549	0.09581808649814705	0.1120569591766696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC 8958-1269-1'	B	False	b'                  '	b'PSR  '	290.5028991699219	-0.941154718399048	0
0.007383066888254951	0.008813552294472992	0.0	0.011503486808339049	0.0	0.0	0.0	0.013711409935326909	0.007364926674770301	0.0	0.0	0.02767678285942237	0.16792136476723554	0.2679801908876913	0.4876452188844866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'EM* GGR  129'	B	False	b'                  '	b'     '	108.20333862304688	-3.845337152481079	0
0.08549880258795366	0.24240149646730408	0.28513898321224923	0.13916193063361196	0.24779878709888112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'SDSS J085023.10+485826.3'	B	False	b'1FGL J0849.9+4852 '	b'bll  '	170.46792602539062	39.28076171875	0
0.002130034059729366	0.0450818579745327	0.0013269254615834122	0.03492305570715059	0.02554302541370492	0.0	0.017684613575311037	0.024980965283691894	0.024980965283691894	0.0	0.0	0.031659630292482005	0.21607329727657276	0.2682881039091803	0.30732752576236905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS  IV -14   70'	B	False	b'                  '	b'     '	17.07600975036621	-1.4837971925735474	0
0.014678518092638797	0.31066867917268354	0.009144125797645657	0.24066221040276417	0.17602242507025356	0.0	0.24882404146401435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS  IV -14   72'	B	False	b'                  '	b'     '	17.07600975036621	-1.4837971925735474	0
0.0010032658782531336	0.0016182431727517835	1.0687822288848184e-07	0.0012837143351118437	0.00020627497017472576	0.0	0.0010126711618673003	0.0003949150335727785	0.001604883394890768	0.001669010328623639	0.025849246352445465	0.0	0.13881899353513252	0.31077739694633627	0.515761278012617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CPD-58  2608B'	B	False	b'                  '	b'     '	287.3520812988281	-0.5559729933738708	0
0.06658790325231127	0.2199468346952975	0.2602802664828658	0.14062551278269214	0.3125594827868333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'SDSS J104238.64+240826.6'	B	False	b'1FGL J1043.1+2404 '	b'fsrq '	211.6104278564453	61.01457977294922	0
0.0006538290839742302	0.0025189672178019045	0.0002382270528526223	0.002009992528761736	0.00010979830848738662	0.0	0.0	0.000519888376331628	0.0018026324702637403	0.0	0.0	0.0048763236722969335	0.16028612825499133	0.315425295392286	0.5115589176419524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'Hen 3-1611'	B	False	b'                  '	b'spp  '	11.132763862609863	-0.32725322246551514	0
0.007444133603735141	0.26358575619290264	0.2485898902497299	0.08675572821762333	0.39362449173600894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS III +50    6'	B	True	b'1FGL J2046.0+4954 '	b'SNR  '	88.75330352783203	4.67033052444458	0
0.0005918865220977841	0.0063654571844821905	0.0032116973289066167	0.0038070781344104647	0.004705108970730453	0.0	0.0	0.001246106551473393	0.0056957946768182765	0.0	0.0	0.008956862848704363	0.21805027329367455	0.34320705105329014	0.40416268343541195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS III +45   57'	B	False	b'1FGL J2111.3+4607 '	b'PSR  '	88.30427551269531	-1.466450810432434	0
0.014295236228215137	0.18194863752193555	0.08345030386204967	0.14533620858653198	0.2161380121542336	0.0	0.0	0.03698098412081236	0.029374632425058955	0.0	0.0	0.020262693589525396	0.07761615369541776	0.09203685551858277	0.10256028229763693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC  158-2839-1'	B	False	b'                  '	b'spp  '	204.67648315429688	-1.3048923015594482	0
0.0842908798714969	0.1379268782644452	0.5477300120527387	0.09819204499806032	0.13153877059067914	0.0	0.0002812374447572047	4.017677782245783e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'EC 20443-3134'	B	False	b'                  '	b'     '	12.83064079284668	-37.37887573242188	0
0.21554385327768624	0.06850372253499273	0.454875612856182	0.13705284183771266	0.11757762847290251	0.0	0.005765389504271314	0.0004539676775016842	0.0002269838387508422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'EC 19516-5652'	B	False	b'                  '	b'bcu  '	340.98309326171875	-30.985944747924805	0
0.04400277344850002	0.24003269973170044	0.2184622259582796	0.1433024955720411	0.33482290896189093	0.0	0.0	0.0	1.7733043221012832e-06	0.0	6.915886856194974e-05	5.319912966303848e-06	0.0	0.006642797990588645	0.012657846251148928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'DETWC Tr 16 J104445.3-593920'	B	False	b'1FGL J1045.2-5942 '	b'BIN  '	287.6058044433594	-0.6330745816230774	0
0.024864187212737223	0.15913602173016958	0.4955599665688362	0.06278729628089354	0.25765252820736345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'SDSS J020438.26+150820.5'	B	False	b'1FGL J0204.5+1516 '	b'bcu  '	148.02276611328125	-44.07683181762695	0
0.01570721009948926	0.0319272236076403	8.338266807964076e-05	0.013943666669607634	0.05286669612904562	0.0	0.0	0.008965721385259131	0.04291080556038725	0.0	0.0	0.02569645373540824	0.20824612895989209	0.27263214068263997	0.3270205705025509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS  II +38   34'	B	False	b'                  '	b'bcu  '	76.59319305419922	1.6637593507766724	0
0.47635726795088945	0.058012259194411435	0.26992119089318456	0.0714754816112267	0.12423380035028783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LGGS J004032.13+404522.5'	B	False	b'                  '	b'bcu  '	120.66645050048828	-22.005041122436523	0
0.013786268206324614	0.013776056588039329	0.0008322468902676851	0.014940618713344489	0.004971161661623588	0.0	0.0	0.004545191298860121	0.020302739474916474	0.0	0.0	0.02131850373376906	0.22519360864577986	0.3217777201945311	0.35855588459254367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS  IV -05   11'	B	False	b'                  '	b'PWN  '	26.79593276977539	-0.19858986139297485	0
0.23027622893035776	0.07838236236624038	0.4420303787731965	0.07735691854133468	0.1719541113888707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'SDSS J134029.74+441346.8'	B	False	b'1FGL J1340.6+4406 '	b'bll  '	96.0469207763672	70.2574462890625	0
0.001693777952926793	0.042927389027017676	0.0026058220819002	0.017893217757602196	0.04134305636968142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.120247741624185e-07	0.0006619200267980868	0.8928743047592994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'GCIRS  1W'	B	False	b'                  '	b'     '	359.86395263671875	-0.02007133699953556	0
0.008627272900429027	0.01971010363397896	0.07057758321275279	0.019328702770084253	0.03008088848066259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.880369339836939e-07	0.0006309097464070585	0.8510440512187513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'GCIRS  1W'	B	False	b'1FGL J1745.6-2900c'	b'spp  '	359.9555969238281	-0.03929706662893295	0
0.05951592731556796	0.13889501949538366	0.41017435444696904	0.2333186198779045	0.15809607886417487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'SDSS J065306.66+281832.1'	B	False	b'                  '	b'bcu  '	187.54200744628903	12.92608642578125	0
0.02788621488109536	0.20328682844477763	0.332319086508832	0.12250374073199609	0.31400412943329903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'SDSS J232339.56-031507.7'	B	False	b'1FGL J2323.5-0315 '	b'fsrq '	77.78975677490234	-58.21533966064453	0
0.008689040752864021	0.058327668253141	0.19742387920770657	0.007941250134232074	0.12239615013063677	0.0	0.026070700204107636	0.035988765251198145	0.05573902465229438	0.0	0.0	0.05608787434280244	0.13969014991581602	0.1377723711044273	0.1538731260507734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC 8958-3477-1'	B	False	b'                  '	b'PSR  '	290.5028991699219	-0.941154718399048	0
0.47635726795088945	0.058012259194411435	0.26992119089318456	0.0714754816112267	0.12423380035028783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'MAC 1-531'	B	False	b'                  '	b'bcu  '	120.66645050048828	-22.005041122436523	0
4.767278066780925e-05	0.0006241396177740057	0.001765300736669989	0.00020564348157708153	0.0008608772093473698	0.0	0.28753376429092536	0.06437085173044882	0.0773907638792626	0.022839606859973983	0.0	0.085406150632685	0.08683371253412443	0.11186367004029595	0.13698982266779852	0.0	0.026834241198028935	0.06897455195892378	0.02745923038149645	0.0	0.0	0.0	0.0	0.0	0.0	b'HD  92406'	B	False	b'                  '	b'     '	286.34228515625	-0.22585949301719666	0
0.0011330508474818332	0.00037624536900401505	0.00010527966747361522	0.0005889620741862663	0.00279250003232908	0.0	0.0	0.00023860514800370992	0.0008461206062118062	0.0	0.0	0.004417647030435317	0.20440176880067526	0.33688716932433493	0.4482126510998641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS III +60   19'	B	False	b'                  '	b'spp  '	106.06735229492188	2.7526700496673584	0
0.0006230190588704372	0.002617112449145868	0.006637369036652509	0.00164240651840981	0.00361560048392146	0.0	0.1349789348234776	0.03164208942513987	0.05373602441278782	0.0	0.0	0.06662952815117969	0.2057148395995362	0.2367367926411626	0.2554262833997161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 295998'	B	False	b'                  '	b'     '	217.95790100097656	-0.3959685266017914	0
0.15036866916470282	0.1420612507279627	0.17926881531366892	0.11895212245749961	0.08463457248664939	0.0	0.0	0.10827115589596954	0.06088810259005931	0.044108435985659535	0.029141896421023116	0.051679614957783	0.013384174148119083	0.009219476281011808	0.008021713569891183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC 9044-1653-1'	B	False	b'                  '	b'bll  '	321.4356994628906	-8.63878345489502	0
0.017693370789392357	0.01682288789705785	0.028014503749856298	0.022660496626884814	0.008850984075650025	0.0	0.0	0.002856473491146801	0.011114239595721451	0.009033678016016684	0.0	0.019799724454794054	0.22328853391376136	0.3103583165497164	0.32950679084000195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS  IV -07    3'	B	False	b'1FGL J1745.6-0751 '	b'bll  '	18.146541595458984	10.82468032836914	0
0.20460986208199705	0.16669185716988572	0.20948422444737935	0.2589835631965946	0.16017381447198745	0.0	0.0	1.8892877385248667e-05	1.8892877385248667e-05	0.0	0.0	1.8892877385248667e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'PG 0042+211'	O	False	b'1FGL J0045.3+2127 '	b'bll  '	121.05860137939452	-41.40382766723633	0
0.044872258550416155	0.2447756929576544	0.2227789913781792	0.1461341212902046	0.3414389358235457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LLNS  2720'	O	True	b'1FGL J1045.2-5942 '	b'BIN  '	287.6058044433594	-0.6330745816230774	0
5.340400257282708e-05	8.6139341957458e-05	5.6891448357177725e-09	6.833231862171505e-05	1.0980049532932948e-05	0.0	0.1616616354476499	0.7737609328052523	0.06435857034526822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CPD-58  2614'	O	False	b'                  '	b'     '	287.3520812988281	-0.5559729933738708	0
0.011500788313523422	0.13029994933665998	0.0012576104967828648	0.07143477190575132	0.08276628736519258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0308282760517917e-05	0.012502319364882507	0.6902279649344467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MCD2010] 18'	O	False	b'1FGL J1746.4-2849c'	b'pwn  '	0.1492011696100235	-0.10315696895122528	0
0.026685505281346424	0.3367592265532924	1.1394323348144048e-05	0.25412759363302745	0.3824162802089856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MCF2015] 22'	O	True	b'                  '	b'     '	12.757367134094238	-0.17962999641895294	0
0.013537237634552423	0.34308999316319067	0.020826598135305747	0.1430085569439003	0.3304274787896375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4322953966445892e-05	0.14909581237944688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'GCIRS  8'	O	False	b'                  '	b'     '	359.86395263671875	-0.02007133699953556	0
0.05193799759383428	0.1186589698657748	0.42489189682411727	0.11636285643805831	0.1810932761210506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0283297501334848e-05	0.10704471985966339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'GCIRS  8'	O	False	b'1FGL J1745.6-2900c'	b'spp  '	359.9555969238281	-0.03929706662893295	0
0.005245299015633463	0.059427421613265474	0.0005735731256846803	0.032580091776721436	0.03774818854232769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1220723475736263e-05	0.02291050997993383	0.8414636952229577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MCD2010] 13'	O	False	b'1FGL J1746.4-2849c'	b'pwn  '	0.1492011696100235	-0.10315696895122528	0
0.08462807534615915	0.342700858533599	0.1758873654537708	0.1430676576116743	0.2537160430547968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[BKH2005] 16164nr3636'	O	True	b'                  '	b'     '	332.7112731933594	-0.6327938437461853	0
9.258514022278104e-05	8.534286974196162e-05	0.00012769295379939927	0.0001591366840072477	0.00010442419056860995	0.0	0.0	3.7437084357641093e-08	5.921520551186389e-07	0.0	0.0	4.27360470988515e-05	0.06892799829437792	0.2886658302480031	0.6417936239830406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC 3156-998-1'	O	False	b'                  '	b'SFR  '	79.60116577148438	1.3961323499679563	0
0.0	0.20239508037546824	0.3547847664256496	0.1575142949617329	0.25725536735354454	0.0	0.017909159564147382	0.0023195598230673557	0.001995900312871912	0.0	0.0013485812924810233	0.00183407055777419	0.0008091487754886149	0.00113280828568406	0.000701262272090133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'BI  23'	B0Ve	False	b'                  '	b'pwn  '	279.65411376953125	-35.70903778076172	0
1.540565569897583e-05	0.00012876146424501742	8.061740975080725e-05	2.8580528278809238e-05	0.00012540424608554346	0.0	0.0007863841799252083	0.0007171912510513409	0.0035944763004764225	0.0	0.0	0.009196778885282446	0.23422635679611636	0.34406107721624696	0.4070389660668422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'BD+40  4185'	B0Ve	False	b'                  '	b'     '	79.18555450439453	1.1294820308685305	0
0.046444683469012114	0.2323085375573966	0.271123354664867	0.14532341811842886	0.3044827399420064	0.0	0.0	0.00010059661531115608	6.964381060003117e-05	0.0	0.0	6.964381060003117e-05	3.095280471112498e-05	1.5476402355562495e-05	3.095280471112498e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'AzV 236'	B0Ve	False	b'1FGL J0101.3-7257 '	b'GAL  '	302.1451416015625	-44.41674041748047	0
0.00029158410251467427	0.012201357303802559	0.03677245146346612	0.004328586535920177	0.04183410507397728	0.0	0.0	0.002264910317419839	0.01135021920174602	0.0	0.0	0.013077136315930535	0.21827534163716028	0.31045903961915516	0.34914526842890725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC 8156-841-1'	B0Ve	False	b'                  '	b'     '	268.15261840820307	-2.0487415790557857	0
2.6874227655029902e-05	9.797147617478714e-05	0.0006212081084807993	8.561750141677497e-05	0.0002699615816730373	0.0	0.00010597432655660272	8.039367641889643e-05	0.0007856100511236447	0.001109703828795954	0.0	0.0019059224534022806	0.1626319072520654	0.32599114452659783	0.5002718947045156	0.0	0.00019284207992751587	0.0016040051745145661	0.004218969030681327	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 326775'	B0Ve	False	b'                  '	b'     '	345.05218505859375	-0.28103145956993103	0
0.005010073070893385	0.030464684365436017	0.033680546126635465	0.02055212822858346	0.028849093355043164	0.0	0.1680245987644924	0.03675991830246816	0.06242727229204054	0.0	0.0	0.06597391238503604	0.1649581095344734	0.18128950624665732	0.20201015732824065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 306179'	B0Ve	False	b'                  '	b'spp  '	291.0348815917969	-0.08761725574731828	0
0.0001823986349971758	0.0010789051334260669	0.0059412053495510285	0.0006513007862868883	0.003990916548565192	0.0	0.08114760403834884	0.019919307534909617	0.043578819531652234	0.0	0.0	0.04678163631750592	0.2047743014813316	0.25367399891614445	0.3382796057272811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 298377'	B0Ve	False	b'                  '	b'     '	273.88165283203125	-1.1452817916870115	0
0.005784181543979166	0.03155239097291315	0.028716943874535755	0.018837168322221102	0.04401260054176889	0.0	0.0005384645509238839	0.00015454631916129885	0.0004876484158150617	0.0	0.00765785169995301	0.0024209925653205385	0.14491223261897523	0.30556581202036587	0.40935916655406696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'Cl Trumpler   16   245'	B0Ve	False	b'1FGL J1045.2-5942 '	b'BIN  '	287.6058044433594	-0.6330745816230774	0
