xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV	xmm_IAUNAME	xmm_WEBPAGE_URL	s_MAIN_ID	s_simbad	s_class	gev_1FGL_Name	gev_CLASS1	gev_GLON	gev_GLAT	gev_RAJ2000	gev_DEJ2000	tev_fermi_names	tev_classes	tev_glat	tev_glon	tev_pos_dec	tev_pos_ra	marked
0.0075862706035920695	0.1341344619041321	0.31039704415904257	0.2997213274151956	0.10560565191085373	0.00985330290066794	0.01043102210669754	0.00048562415090949024	0.005463387002935204	0.020758278675392847	0.0	0.019112661306791248	0.0029123170978358668	0.0009197206646578751	0.008464838640964464	0.06415409146033138	b'3XMM J002449.8+640757'	b'http://xmm-catalog.irap.omp.eu/source/200962101010013/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.007567002852883673	0.14792243782022052	0.31931053025425216	0.27378965270953426	0.06634631921297926	0.012791477604533882	0.013541467974274345	0.0006304333189796118	0.007092524526796976	0.026948228371926033	0.0	0.02481190130187601	0.003780746345648553	0.0011939738789112759	0.010988984606831682	0.0832843192203518	b'3XMM J002450.0+640920'	b'http://xmm-catalog.irap.omp.eu/source/200962101010004/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.00038678017145816384	0.00996949597724719	0.011487739164185147	0.005554224369842172	0.0	0.06722544521509105	0.07116700990930298	0.003313234159266331	0.037274670976547755	0.14162606589082094	0.0	0.1303986265871505	0.019869663551728048	0.006274914287974832	0.057752466563690756	0.43769966317569414	b'3XMM J002451.6+640823'	b'http://xmm-catalog.irap.omp.eu/source/204123802010008/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.001593311106710681	0.02453470128033425	0.04231657372121012	0.033744039122171166	0.0003019732280468006	0.0620351222515548	0.06567236774521439	0.003057426923101648	0.03439677883155972	0.13069144106719222	0.0	0.12033084668887854	0.018335572246266196	0.005790442498775193	0.05329353062883296	0.4039058726601513	b'3XMM J002452.0+640953'	b'http://xmm-catalog.irap.omp.eu/source/200962101010003/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.009409216535024275	0.18555767804193077	0.35251813432404566	0.31698348120869846	0.06332172055221319	0.004991080718431416	0.005283717940584241	0.00024598749885631544	0.0027674177686986797	0.010514874604895781	0.0	0.009681305475727276	0.0014752017531077207	0.0004658742476500616	0.004287769629276996	0.03249653970085906	b'3XMM J002458.6+641028'	b'http://xmm-catalog.irap.omp.eu/source/200962101010002/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.0009540909252494471	0.01829175881788316	0.036597432582979345	0.028655341756915382	0.0001232487819482016	0.06327019407895651	0.06697985434791623	0.0031182979542209214	0.03508159238469432	0.13329340768039694	0.0	0.12272654179382537	0.018700619463048046	0.005905725779259862	0.054354564054309794	0.41194732959839647	b'3XMM J002500.3+641041'	b'http://xmm-catalog.irap.omp.eu/source/204123801010001/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.006630384240383329	0.14349458412614477	0.2966551423332183	0.1512717219703161	0.018264483034482398	0.02651990521805606	0.028074821243779472	0.0013070446106803035	0.014704562211071295	0.05587036027524278	0.0	0.05144122447372968	0.007838424757478599	0.002475403943195631	0.02278289023564864	0.1726690473265726	b'3XMM J002500.4+641036'	b'http://xmm-catalog.irap.omp.eu/source/203105901010001/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.0007712674331963907	0.0006857254631119034	0.03493043887271827	0.042967535247881904	0.0023902398396002836	0.06346902690143795	0.06719034514351536	0.0031280975129642074	0.03519183974733537	0.13371229535496593	0.0	0.12311222205059526	0.018759388003339688	0.0059242851047461445	0.05452537863047783	0.4132419146941135	b'3XMM J002501.5+641057'	b'http://xmm-catalog.irap.omp.eu/source/203105901010006/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.0005698058277930912	0.01438197694169215	0.015585519516410004	0.013679672379959389	0.000667134134075781	0.06601683611696134	0.06988753759955675	0.0032536673548173435	0.0366045302831257	0.13907984918343733	0.0	0.12805426180127816	0.019512437860346475	0.006162101074552958	0.05671416690937117	0.42983050301662235	b'3XMM J002502.5+641047'	b'http://xmm-catalog.irap.omp.eu/source/200962101010001/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
0.00034443415921406865	0.0025133338079052895	0.027210578096340088	0.03221281920656748	0.0004380075597671505	0.06478409094954962	0.06858251407365616	0.00319291099410793	0.03592100679932903	0.13648278422168308	0.0	0.12566307976822336	0.01914807832887563	0.006047034967669262	0.05565513228587842	0.42180419478123343	b'3XMM J002503.0+641102'	b'http://xmm-catalog.irap.omp.eu/source/200962101010006/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	6.432600021362305	64.06929779052734	b''	b'snr'	1.4129304885864258	120.09236145019531	64.14080215316578	6.3397230531816575	0
