xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV	xmm_IAUNAME	xmm_WEBPAGE_URL	s_MAIN_ID	s_simbad	s_class	gev_1FGL_Name	gev_CLASS1	gev_GLON	gev_GLAT	tev_fermi_names	tev_classes	tev_glat	tev_glon	marked
0.08159659028728376	0.0833849502834546	0.08754943892533777	0.0802522179168516	0.07278885597137381	0.05880983697867011	0.05371331446754357	0.05608420145752391	0.05411804292451663	0.05457660239660017	-0.0	0.06423682169830931	0.06326284455856204	0.06462488248114633	0.06390527696906462	0.06109612268376185	b'3XMM J000622.0+725000'	b'http://xmm-catalog.irap.omp.eu/source/206049401010046/'	[]	0	[]	b'1FGL J0007.0+7303 '	b'PSR  '	119.66210174560548	10.460556983947754	b''	b'pwn,snr'	10.20368194580078	119.58025360107422	0
0.08153759229194739	0.07345259479623825	0.07309990184249868	0.0749080786095074	-0.0	0.06870394669481061	0.06856217922952439	0.07619353052455408	0.07017129029455546	0.06684994630910401	-0.0	0.06705545114091613	0.07173662167878973	0.07460452430551644	0.0690818580462539	0.06404248423578361	b'3XMM J002451.6+640823'	b'http://xmm-catalog.irap.omp.eu/source/204123802010008/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.066945322589565	0.0595465388605556	0.05795412306167147	0.058217779653147526	0.06221440371304516	0.06851863377742827	0.06837724869690807	0.07598801619668168	0.06998201955908039	0.06666963412656779	-0.0	0.06687458465689142	0.07154312882596278	0.07440329595235662	0.06889552580089381	0.06386974452924442	b'3XMM J002458.6+641028'	b'http://xmm-catalog.irap.omp.eu/source/200962101010002/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.07376240865128056	0.06691320490332173	0.06530487705254054	0.06587220635467529	0.07850847858544069	0.06403534264546462	0.06390320863203003	0.0710159906268677	0.06540297659822251	0.062307326196993064	-0.0	0.062498866464378924	0.0668619398218114	0.06953496133238125	0.06438757398068586	0.05969063815390576	b'3XMM J002500.3+641041'	b'http://xmm-catalog.irap.omp.eu/source/204123801010001/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.07002723211186956	0.0626025392082995	0.06084871963108205	0.06247508395175964	0.06758030433732767	0.06667972756613531	0.0665421369848399	0.07394864636012284	0.06810383893358735	0.06488035145204427	-0.0	0.06507980151070868	0.0696230510789261	0.07240645690982846	0.06704650454432441	0.062155605419144215	b'3XMM J002500.4+641036'	b'http://xmm-catalog.irap.omp.eu/source/203105901010001/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.07423051751024808	0.07450302124529802	0.06539164911753333	0.06491161502503029	0.07160855062979551	0.06400733102781182	0.06387525481507463	0.07098492539484905	0.06537436672282967	0.062280070482784396	-0.0	0.06247152696280357	0.06683269173760606	0.06950454396175627	0.06435940828297226	0.059664527083607026	b'3XMM J002501.5+641057'	b'http://xmm-catalog.irap.omp.eu/source/203105901010006/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.07490475126731279	0.06743295579973942	0.06724695812251127	0.06754882442628467	0.07453978552327899	0.06390600809249815	0.0637741409550238	0.07087255700065834	0.06527087978431396	0.062181481782841316	-0.0	0.062372635189255815	0.06672689628585028	0.06939451899588504	0.06425752801304742	0.059570078761498634	b'3XMM J002502.5+641047'	b'http://xmm-catalog.irap.omp.eu/source/200962101010001/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.07582250866389174	0.07123510595505025	0.06573705298450438	0.06534752910994558	0.07526777854740271	0.06373482037529686	0.06360330647588122	0.07068270769529099	0.06509603592778918	0.06201491362694601	-0.0	0.06220555498267457	0.0665481521365589	0.0692086289732131	0.06408539866462011	0.05941050588093438	b'3XMM J002503.0+641102'	b'http://xmm-catalog.irap.omp.eu/source/200962101010006/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.07662928570070783	0.07191002184007916	0.0673456002002626	0.06843034157957795	0.07986997276480601	0.06267269693603589	0.06254337467996897	0.06950479960436776	0.0640112282017337	0.06098145196565836	-0.0	0.06116891633506736	0.06543914528900621	0.06805528600309536	0.06301743293356019	0.05842044596607268	b'3XMM J002503.5+640715'	b'http://xmm-catalog.irap.omp.eu/source/200962101010080/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.08894554033036012	0.07699723415621104	0.07248568064431718	0.07356337557766375	-0.0	0.06781743517341408	0.0676774969842813	0.07521037823250391	0.06926584511549295	0.06598735761574971	-0.0	0.06619021074544182	0.07081097847073929	0.07364187552728922	0.068190470199941	0.0632161212265947	b'3XMM J002504.1+640705'	b'http://xmm-catalog.irap.omp.eu/source/203105901010059/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.08471600404031897	0.07521235321903086	0.07683209602046735	0.08420571574300705	-0.0	0.06693282851608437	0.06679471567250475	0.0742293384583716	0.06836234548360545	0.06512662238302931	-0.0	0.06532682950836388	0.0698873242097506	0.07268129521069204	0.06730099769554644	0.06239153383922723	b'3XMM J002504.2+640910'	b'http://xmm-catalog.irap.omp.eu/source/205111801010051/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.07726073867265366	0.06910476979303382	0.06786255073306495	0.07011044861319965	0.08373381314924115	0.06228954294486892	0.06216101130961429	0.06907987706751167	0.06361989100445266	0.06060863752093062	-0.0	0.06079495581358128	0.06503907841903209	0.06763922517075703	0.06263217137434833	0.058063288413709814	b'3XMM J002505.1+640623'	b'http://xmm-catalog.irap.omp.eu/source/200962101010052/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
