xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV
0.07556095352991368	0.06863007501180984	0.06727337107348409	0.06977456944957285	-0.0	0.07084876575059502	0.0707025725488604	0.07857216150659195	0.07236191729392275	0.06893688666143695	-0.0	0.06914880700066212	0.073976115631848	0.07693354924623778	0.07123847484448204	0.06604178045058252
0.08871974516739516	0.08199054775131524	0.08668301798872174	-0.0	-0.0	0.07319924856233082	0.07304820524635314	0.08117887614933253	0.0747626005100899	0.0712239408602735	-0.0	0.07144289188111365	0.07643035158683607	0.0794859011924337	0.0736018866679946	0.06823278643580986
0.07046251693908384	0.06448084495343445	0.06294893168135293	0.06481700288861914	0.07229806880914867	0.06554877821135928	0.06541352129255501	0.07269440947373797	0.06694873534346968	0.06377992116699918	-0.0	0.06397598836968338	0.06844218025702371	0.07117837697140086	0.0659093343154991	0.06110138932663284
0.07435934055967729	0.06917204074095144	0.06713595436324911	0.06752934304177692	0.07514422567642198	0.06374162873898917	0.0636101007908251	0.07069025825521905	0.06510298970101572	0.06202153826452769	-0.0	0.062212199985194554	0.06655526102962755	0.06921602206719096	0.06409224447824141	0.059416852307092025
0.07052924856364816	0.06452630117265164	0.06256737752156749	0.06321753629288825	0.06906878792189354	0.06605130277066175	0.06591500891531389	0.07325171545382429	0.06746199256415887	0.06426888492271474	-0.0	0.06446645525920723	0.0689668868558326	0.07172406040739235	0.06641462304985228	0.06156981832839284
0.07208560532464368	0.06629399997114009	0.06365938902568347	0.06404052936485574	0.06739975132599957	0.065699403111943	0.0655638353855157	0.07286145435998538	0.06710257721330286	0.06392648140118141	-0.0	0.06412299914777685	0.06859945392219724	0.07134193815816253	0.06606078773995196	0.06124179454766038
0.07049211872636177	0.06452318094986803	0.062329017117267495	0.06338021419895865	0.06819093062762609	0.06614926131521198	0.0660127653268684	0.07336035269685612	0.06756204325698154	0.06436420002117321	-0.0	0.06456206336782293	0.0690691694085631	0.07183043203477926	0.06651312042292312	0.06166113052873828
0.0802048097837443	0.07323471676300078	0.07182178388543625	0.07254556552215143	-0.0	0.06921565585220746	0.06907283249837774	0.07676102233804483	0.07069392827326693	0.0673478468132746	-0.0	0.0675548822515422	0.0722709182949188	0.07516018115067483	0.06959638189929081	0.06451947467406899
0.0800006610570457	0.07433293100607136	0.06893578590071527	0.0682836343482054	0.07911597894573746	0.062033587380145715	0.06190558389754289	0.06879601916601007	0.0633584688722645	0.06035958900796426	-0.0	0.06054514169532133	0.06477182466729796	0.06736128708905777	0.06237480790632367	0.05782469906029666
0.07435610242993629	0.06886928083270362	0.0666072643353675	0.06708391852132094	0.0762201386681121	0.06376175683250578	0.06363018735093735	0.0707125805610186	0.06512354768001369	0.06204112319429696	-0.0	0.06223184512141005	0.06657627760144298	0.06923787884419176	0.06411248328788698	0.05943561473885536
0.08917721754969903	-0.0	0.08428644212971399	0.08089824427176294	-0.0	0.07349805641653386	0.07334639652415649	0.08151025777230289	0.07506779014894305	0.07151468527847911	-0.0	0.07173453008287574	0.07674234917973757	0.07981037189454046	0.0739023381378185	0.06851132061343625
0.08241322776337746	0.07551732094251523	0.07573662475026867	0.07881436689197084	-0.0	0.06776916415975705	0.06762932557566272	0.07515684507859549	0.06921654315432342	0.06594038921252837	-0.0	0.06614309795566016	0.07076057671638085	0.07358945880037794	0.06814193366785475	0.06317112533072705
0.07793789839861122	0.0730390781742507	0.06845519211802652	0.06892836982308596	0.07719002132639928	0.06253811466097244	0.062409070109301364	0.06935554618915042	0.06387377158757544	0.06085050144105294	-0.0	0.061037563252688595	0.06529862239017213	0.06790914524853779	0.06288211037832514	0.058294994901849945
0.07090760462688844	0.06441136121404055	0.06318823338045645	0.06451373108615188	0.06852757383872173	0.06588972051497446	0.06575376007725289	0.07307251872462292	0.0672969593176607	0.06411166302154533	-0.0	0.06430875003887095	0.06879817216469944	0.07154860080278898	0.06625215199852001	0.06141919919280514
0.07771166763025228	0.07219523777816805	0.0690473714214159	0.06902396187480185	0.07373234793480592	0.06291662344218342	0.06278679785487927	0.06977531713044904	0.06426036436489256	0.06121879602846402	-0.0	0.061406990022269174	0.06569383900502612	0.06832016192117735	0.06326270117624581	0.05864782241496922
0.0834073023289213	0.07423300911331958	0.06849543236603807	0.06756448297635322	0.07083624560511456	0.06263807395362721	0.06250882314050779	0.06946640228668927	0.06397586575945284	0.060947763296718235	-0.0	0.06113512410307855	0.06540299400643906	0.06801768945650813	0.06298261950476958	0.05838817210246259
0.0758357500210708	0.06962349724310943	0.06914647898886668	0.07480352263897416	0.07510247060267877	0.0626405138633988	0.06251125801563669	0.06946910817694163	0.06397835777956394	0.06095013736465869	-0.0	0.061137505469191396	0.06540554161676768	0.06802033891576943	0.06298507283545283	0.058390446467919035
0.07333628836454302	0.06698120242904919	0.06573155785722097	0.06842906007040207	0.07003732973333089	0.0646115609434743	0.06447823792982224	0.07165502387881802	0.06599150147063315	0.06286799503972171	-0.0	0.06306125887103826	0.06746359308974278	0.07016066762855817	0.06496696181183303	0.060227760881812184
0.0675357347621099	0.06040784581146604	0.05836103571380737	0.05863916209089595	0.06250864166025293	0.06826488798368611	0.06812402649605594	0.07570660895865423	0.06972285439302671	0.06642273575312828	-0.0	0.06662692728794764	0.07127818238716321	0.0741277574258619	0.0686403842588657	0.06363321501707804
0.0729453690761576	0.06586414604485974	0.06427164712561195	0.06609970323451836	0.06712757704290218	0.06542053013792165	0.0652855378531766	0.0725521807668255	0.06681774821356162	0.06365513391334059	-0.0	0.06385081750489281	0.06830827115910687	0.07103911442576553	0.06578038080365387	0.06098184269770505
0.06904194070898316	0.06301126481772744	0.06070392945769081	0.061131648750997566	0.06391763230015476	0.06724428752622796	0.0671055320011645	0.07457475037046946	0.06868045647528873	0.06542967656124232	-0.0	0.0656308153118266	0.07021253139585844	0.07301950360206216	0.06761416990996877	0.06268186081033733
0.074975149608516	0.06940607596670215	0.06811925372443184	0.06908202535066589	0.07321796570029865	0.06359775832455125	0.06346652724643564	0.07053070417803116	0.06495604657617361	0.06188155024428533	-0.0	0.06207178162482263	0.06640504000175633	0.06905979546963527	0.06394758269350574	0.059282743290188455
0.07970679373791989	0.0750835074966595	0.0680880440137795	0.06723194615595923	0.06937671019085619	0.06313580373875988	0.06300552588289504	0.0700183908026467	0.06448422580164864	0.06143206166694672	-0.0	0.06162091126515528	0.06592269418396941	0.068558166323397	0.06348308709092827	0.0588521316484787
0.07108886621702698	0.06487677214152994	0.06283198474179372	0.06393448673778604	0.06516761796793862	0.06624938289102959	0.06611268030637375	0.07347138876843891	0.0676643031779822	0.06446161978073259	-0.0	0.06465978260752267	0.0691737104713672	0.07193915246345814	0.06661379272518142	0.06175445900183813
0.07941876454796629	0.07583272654220041	0.0697827127996993	0.07184025396859364	0.06988592943053053	0.06241886114302067	0.06229006266555318	0.06922329255602828	0.06375197111424874	0.06073446602160811	-0.0	0.060921171126310195	0.06517410487825726	0.06777964974781975	0.06276220089721112	0.058183832560952504
0.08397831085684243	0.0776640701685378	0.07170159710228029	0.06810079382618414	0.06875356845444885	0.06207997975584512	0.06195188054468771	0.06884746888708157	0.06340585207249196	0.06040472946894001	-0.0	0.060590420923541534	0.06482026485835586	0.06741166383285432	0.06242145546685948	0.057867943781048835
0.07526973699900841	0.07036818169318158	0.06926498517546907	0.06989104766495224	0.07792149615765871	0.06281757360205889	0.06268795239958921	0.06966546962706609	0.06415919906916534	0.061122419083429656	-0.0	0.06131031680283261	0.06559041698561986	0.0682126052732623	0.06316310650484533	0.05855549296186066
0.09667992300950348	-0.0	-0.0	0.0872935599397712	0.07860764793505101	0.0726878816038009	0.07253789347025494	0.08061176383863697	0.07424031203875296	0.07072637332061195	-0.0	0.07094379475856985	0.07589641227464419	0.07893061593558885	0.07308770689611582	0.06775611497869796
0.07720391082983308	0.07237279695121926	0.07060962990003265	0.07282071108742162	0.07303787887698468	0.06248938448875673	0.06236044048957689	0.06930150382269544	0.06382400066137463	0.0608030862698296	-0.0	0.06099000232148599	0.06524774120944304	0.06785622992864172	0.0628331121620432	0.058249571000661346
0.07887744561603127	0.07675812274184735	0.07119738870374429	0.06908765499644985	0.0687634709607633	0.0626235238730962	0.06249430308340538	0.06945026606659703	0.06396100492577636	0.060933605855274436	-0.0	0.061120923139945	0.065387801667823	0.06800188975519776	0.06296798939039974	0.05837460922364902
0.07823861682288699	0.07146124167096497	0.06748451398996515	0.06695423276410345	0.06899952468390895	0.06376161635504994	0.06363004716335036	0.07071242476977467	0.06512340420231252	0.06204098650767513	-0.0	0.062231708014596994	0.066576130923143	0.06923772630195406	0.06411234203772408	0.059435483792589776
0.07037986746319051	0.064180223948386	0.061318276748858126	0.06188664364287323	0.06448226999865618	0.0668065483544133	0.0666686960841966	0.07408929219005937	0.06823336829511253	0.06500374993633981	-0.0	0.06520357933689097	0.06975546988959672	0.07254416958918236	0.06717402292011804	0.062273821602126266
0.07377372022895531	0.06856423911901972	0.06395986388690794	0.06420616151748863	0.06755168293335563	0.06524830496033772	0.06511366805440363	0.07236118090500346	0.0666418447391083	0.06348755629329927	-0.0	0.06368272473095052	0.06812844375468158	0.07085209784134487	0.06560720828821316	0.060821302746930185
0.0767712304089222	0.07064522554761377	0.06853303393423643	0.06949576110168415	0.07685900882420522	0.06285810467161182	0.06272839983512585	0.06971041908679497	0.06420059578048064	0.06116185640768556	-0.0	0.061349875362199914	0.06563273714541606	0.06825661731782535	0.06320386051866865	0.05859327405752948
0.0705847033747484	0.06390161753737142	0.061422494193215195	0.06138397704797777	0.06457729603052091	0.06684372858698484	0.06670579959705138	0.07413052552994207	0.06827134260399155	0.06503992684713955	-0.0	0.06523986745989624	0.06979429130242998	0.07258454301309773	0.06721140766542304	0.06230847921020987
0.07638441164173904	0.06864846984629601	0.06707302312769012	0.0681772116024319	0.07415601274174859	0.06363337599223841	0.06350207141868752	0.07057020461404236	0.06499242494771015	0.061916206756568656	-0.0	0.06210654467542231	0.06644222987620858	0.06909847212916512	0.06398339627891783	0.05931594435113336
0.07577269713921417	0.07070498074729206	0.0688465581374919	0.07049873994112844	0.08432419273266326	0.06208502378630101	0.06195691416701645	0.06885306277952874	0.06341100383075916	0.06040963738444383	-0.0	0.060595343926572065	0.0648255315383933	0.06741714106539841	0.062426527242393455	0.05787264558140378
0.0766895700134826	0.0698359775367944	0.06794203190077333	0.06949416919664515	0.0742254980415433	0.06326392146760224	0.0631333792466383	0.07016047495578348	0.06461507980312851	0.0615567220934052	-0.0	0.061745954912863554	0.0660564671837235	0.06869728732990693	0.06361190954120775	0.05897155677650167
-0.0	-0.0	0.08034460085560928	0.07866209453975144	0.08240958352729708	0.07477411551777245	0.0746198225355503	0.08292542317048957	0.07637110266494421	0.07275630947197667	-0.0	0.07297997117952951	0.07807473506714459	0.08119602420148167	0.07518541630044542	0.0697008009680077
0.11017756608477006	-0.0	-0.0	-0.0	0.08639430481477361	0.079194459446435	0.07903104528581471	0.0878276395097296	0.08088585402846935	0.07705736885087236	-0.0	0.07729425253589975	0.0826901983026002	0.08599600545335283	0.07963007467141134	0.07382123101587124
0.08323637700067994	0.07672429411649227	0.07375215928410091	0.07878008486511055	-0.0	0.06776804292629564	0.0676282066558155	0.07515560161675558	0.06921539797413374	0.06593929823594986	-0.0	0.06614200362528752	0.07075940599032356	0.07358824127077378	0.06814080626696231	0.06317008017131873
0.06880866025719093	0.062012222416152125	0.059676078593582114	0.05994556618820359	0.0636547476808506	0.06760990007813268	0.06747039012821804	0.074980219233233	0.06905387759225896	0.06578542292867205	-0.0	0.06598765528667778	0.07059428252630677	0.07341651646416368	0.06798179354188041	0.06302266708447721
0.08064653304306643	0.07189714882298229	0.06664813366438288	0.06589059435038196	0.06957388112843958	0.06361197018070726	0.06348070977707367	0.07054646530308913	0.06497056196185265	0.06189537858845894	-0.0	0.06208565247900112	0.066419879186366	0.06907522789846976	0.06396187272307134	0.05929599089265698
0.07746239909478754	0.07308736759785464	0.07013540027895966	0.072105599120627	0.07891653099008855	0.06193124086583238	0.06180344857060107	0.06868251560999088	0.06325393649367468	0.060260004350664115	-0.0	0.06044525090272297	0.06466496045453225	0.06725015063501108	0.062271898427124044	0.05772929660752906
0.07774980227663267	0.07045202579775393	0.07137924890883376	0.07076354962947855	0.07460990764312429	0.06259686530994159	0.062467699528981825	0.06942070138882844	0.06393377700272461	0.060907666682908104	-0.0	0.06109490422742107	0.06535996636357158	0.06797294164495814	0.06294118418976484	0.05834975940507656
0.07692707348316137	0.07076723191825979	0.06776112862738792	0.06790314090183903	0.0785907515354914	0.06289309069440091	0.06276331366585015	0.06974921902076608	0.06423632901677187	0.06119589832023258	-0.0	0.061384021923709266	0.06566926749340343	0.06829460808419452	0.06323903898477126	0.05862588632976031
0.07166066501829647	0.06546732734289666	0.06377177651510997	0.06753490342728247	0.07703396238046756	0.06451760374007552	0.06438447460283395	0.07155082417283945	0.06589553757755076	0.06277657330480359	-0.0	0.06296955609463402	0.06736548850218313	0.07005864099396351	0.06487248778959892	0.060140178537464
0.07004861051316397	0.06335055585980964	0.06101210819172927	0.061577657742622215	0.06576919503736908	0.06685476464337081	0.06671681288103758	0.07414276465359605	0.0682826143628005	0.06505066509162706	-0.0	0.06525063871504792	0.06980581450364144	0.07259652689141176	0.06722250442648733	0.062318766486285336
0.0750452344316261	0.07092424784274518	0.06698310765006278	0.06777166056417377	0.07981420033001839	0.06303216167063877	0.06290209767546172	0.06990345046135754	0.06437837019947835	0.061331216416818116	-0.0	0.06151975600451341	0.06581447723008992	0.06844562304805121	0.06337887493162733	0.058755521543337366
0.07911195917686935	0.0751420417400291	0.07072352443104742	0.07094885605254174	0.07950950227794702	0.06156371153833755	0.06143667762313655	0.06827492101928212	0.06287855766360594	0.05990239293251386	-0.0	0.06008654014375946	0.06428120793970986	0.06685105637674556	0.06190234747625048	0.05738670360822391
0.09318530011328631	-0.0	0.07977047297898522	0.07380367857587046	0.07974147881215218	0.06638726329884453	0.06625027620424612	0.07362429985385664	0.067805128364717	0.06459577943680665	-0.0	0.0647943546866289	0.06931767708650614	0.07208887460797742	0.06675243155480125	0.06188298442532125
0.07858876751437978	0.0716331309897894	0.06814029081693049	0.06948202715158662	0.07446682091239727	0.06285743660206324	0.06272773314410836	0.0697096781893649	0.06419991344264583	0.061161206366230854	-0.0	0.06134922332243905	0.06563203958647269	0.0682558918717153	0.06320318877435205	0.058592651315524234
0.08740325523032773	-0.0	0.07399832035112473	0.07353355001890001	0.08223775258311412	0.06730673578502999	0.06716785140082833	0.07464400626539458	0.06874423847192208	0.06549043963161667	-0.0	0.0656917651752389	0.0702777361960438	0.0730873151742609	0.06767696167022907	0.06274007204596906
0.0706990689206444	0.06400587004100458	0.06166988351049506	0.062075224115753266	0.06456275225744397	0.06673109081658078	0.06659339424955714	0.07400560884305038	0.06815629917395014	0.06493032864694682	-0.0	0.0651299323415616	0.06967668156513045	0.07246223144754595	0.06709815032228576	0.06220348374804961
0.07703815421721143	0.07003633400341455	0.06796620918456513	0.06796200025322319	0.07144044047132934	0.06363298080562911	0.06350167704752781	0.0705697663471825	0.06499202132090827	0.06191582223421027	-0.0	0.062106158970995626	0.06644181724558622	0.06909804300230389	0.06398299891855415	0.05931557597735844
0.0744132438135721	0.06917922020300865	0.06578293277387358	0.06617107676794629	0.07292553906258555	0.06422155872545166	0.06408904046361612	0.07122250657329042	0.06559316978558523	0.06248851716997053	-0.0	0.06268061444035317	0.06705637570392858	0.06973717041546615	0.06457481435656612	0.05986421974478574
0.07517308758080551	0.07415766574960306	0.06862722923673768	0.07405927700626998	0.0753516265030655	0.06235888100191812	0.06223020629074036	0.06915677383429801	0.0636907099481048	0.06067610446590114	-0.0	0.06086263016011224	0.0651114771414603	0.06771451826542309	0.06270189083072182	0.05812792198483839
0.07817838292060614	0.06991717740691203	0.06729443025401234	0.06741129737498171	0.07457052334198443	0.06334429949102995	0.06321359141367501	0.07024961518245411	0.06469717449908977	0.06163493108734325	-0.0	0.06182440433072163	0.06614039318994751	0.06878456854868581	0.06369272969014529	0.05904648126841097
0.07260661682037196	0.06553222357740185	0.06395498546190805	0.06462873616104362	0.06716116855699494	0.06565953565060872	0.06552405018887236	0.07281724085001626	0.06706185828320964	0.06388768977744086	-0.0	0.06408408827388648	0.06855782666308598	0.07129864671522224	0.06602070098457541	0.0612046320353616
0.07849439940373543	0.07400857841151312	0.0678584191799458	0.06766874678953681	0.0699458392047046	0.06328474587479009	0.06315416068361025	0.07018356948209609	0.06463634896730742	0.061576984546574176	-0.0	0.06176627965526775	0.06607821080533459	0.06871990022286191	0.06363284849465156	0.058990968278070446
0.07679077934348086	0.068957062101592	0.0678992483295365	0.0671699179524606	0.06754748205290641	0.06423215732533072	0.06409961719376699	0.0712342605522429	0.06560399474491592	0.062498829762870245	-0.0	0.0626909587354125	0.06706744213877587	0.06974867926670862	0.06458547125486029	0.059874099245139506
0.06885043542314656	0.06140573788364083	0.05988737707375424	0.06054849759536134	0.06319150238225091	0.06763096707546218	0.06749141365475791	0.07500358279502685	0.06907539452769512	0.06580592142560159	-0.0	0.06600821679846965	0.07061627944628063	0.07343939278189975	0.06800297641985162	0.06304230471680075
0.07600984631725803	0.07015776886693534	0.06720025102000654	0.06586993429596293	0.06568656695209507	0.06457125253286138	0.06443801269377901	0.07161032135062012	0.06595033217369312	0.06282877436587529	-0.0	0.06302191762809004	0.06742150541732046	0.07011689736580097	0.06492643168170237	0.06019018733799942
0.07546646265402387	0.07077564673670131	0.0682091982268452	0.06818723008037618	0.06891689968158667	0.0639176234409474	0.06378573233573048	0.07088543856640815	0.0652827432074085	0.06219278368699019	-0.0	0.06238397183682693	0.06673902434977466	0.06940713191824813	0.0642692072526156	0.05958090602551679
0.07646102251615411	0.07165012512839537	0.06894330103104156	0.06812567756905676	0.0683257707608458	0.06372536530340499	0.06359387091409963	0.07067222190308453	0.06508637891932899	0.0620057137035249	-0.0	0.06219632677757457	0.06653827970640193	0.06919836186084617	0.06407589158437693	0.059401692321863715
0.07627836442827714	0.07132879795911878	0.0676538341231787	0.06706092803328431	0.0678113011816452	0.06405781181509028	0.06392563143754738	0.07104090921515985	0.06542592565283044	0.062329189028101695	-0.0	0.06252079650447841	0.06688540080765597	0.06955936024673924	0.06441016674370996	0.05971158282318268
0.07622255735568158	0.06649822342420357	0.06693860826551362	0.06951378376958939	0.06902269347536606	0.06424877865787675	0.06411620422895022	0.0712526938165549	0.06562097106734395	0.06251500256285833	-0.0	0.0627071812525466	0.06708479715696643	0.06976672810767882	0.06460218401432641	0.059889592844543406
0.07597152043483094	0.06582692759572449	0.06711743425328781	0.07394547453489637	0.07084890604634075	0.06370522082103866	0.0635737679989553	0.070649881421847	0.06506580420145666	0.06198611282716483	-0.0	0.06217666564574652	0.0665172460223132	0.0691764872874538	0.0640556362957335	0.05938291461321017
0.07478336935359112	0.06852296206452824	0.06557221870076722	0.0653032407477175	0.07099322455297052	0.06454654599152429	0.06441335713326486	0.07158292148930087	0.0659250979627381	0.06280473453932493	-0.0	0.06299780390020117	0.06739570829948147	0.07009006892504377	0.06490158924013137	0.060167157099414594
0.07686233001713634	0.07619026557610818	0.0793538688889889	0.07307054854483537	0.06744805152684816	0.06181120469439194	0.06168366008833405	0.06854939400442539	0.06313133665134814	0.060143207397912776	-0.0	0.06032809490199244	0.06453962574186073	0.06711980526330266	0.06215120198747553	0.057617404715039296
0.11251283277250165	0.10412827653914247	0.09798024482705336	0.09643758196060163	0.09721352054079228	0.09712847955944842	0.09913834214817488	0.09958687088778036	0.09787364588363766	0.09800020488086733	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.12610398729181782	0.1254599581477964	0.11206130016843345	0.10903220994441767	0.1057733586826091	0.0933965544691079	0.08180505055009857	0.0804954642122359	0.08503812079741137	0.08083399573607167	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
-0.0	0.12904571044774546	0.12475232545853852	0.12648269597269024	0.13077025920784566	0.10832421886034246	0.09488003331644639	0.09336113448890909	0.09862984840386069	0.09375377384362149	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.12413063603042379	0.11887308932668118	0.1103002884274414	0.10817465744298511	0.11282304172885536	0.09431133630209146	0.0826062982461716	0.08128388503479726	0.08587103512127182	0.08162573233928103	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.12305022487980591	0.10950219591358142	0.1068123429646755	0.10870760351368823	0.11098168538866739	0.09768937953543386	0.08556509045253075	0.08419531104770055	0.08894676366574253	0.08454940263817394	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.11334245623499072	0.10490024842829318	0.10534059355052906	0.1073915670042164	0.11527742290214912	0.10052554674014487	0.0880492591980347	0.08663971166852051	0.0915291108489638	0.08700408342415762	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.12356759508742363	0.11619527722781992	0.10938325858153297	0.11001569418533179	0.11306141870264562	0.09477181080012322	0.0830096229705433	0.08168075308509802	0.0862902999026156	0.08202426945686582	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.11492370029662839	0.10293821596570527	0.10503501773827585	0.11199171991424085	0.1134219154460774	0.10006954477770169	0.08764985192010405	0.08624669835173167	0.09111391833799247	0.08660941725154239	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.11481513510992761	0.10558153271216053	0.11357327243400225	0.11662780802732278	0.11675961449026478	0.09584982251501306	0.08395384198730939	0.08260985645416276	0.087271836009091	0.08295728026074577	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.10947894083906802	0.10097419240099462	0.1255877224156799	0.1293482093792369	0.11468820406912286	0.09303179058918375	0.08148555774005155	0.08018108604262085	0.08470600110563213	0.08051829541840937	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.12115194900187033	0.11238444067716251	0.10787227559809401	0.11038772927957104	0.1115439240905026	0.09673977864376242	0.08473334511259645	0.08337688080660714	0.08808214638093687	0.0837275304088967	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.1763912240476232	0.16845676037119864	-0.0	-0.0	-0.0	0.14514566760316633	0.12713154936922416	0.12509634813108925	0.13215599745643242	0.12562245302126604	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
0.11604489451981359	0.10646848234043078	0.12128233189050253	0.11947438288885909	0.11454905641465592	0.09353206606649733	0.08192374371964407	0.08061225726739739	0.08516150491638402	0.08095127997581511	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
