xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV	xmm_IAUNAME	xmm_WEBPAGE_URL	s_MAIN_ID	s_simbad	s_class	gev_1FGL_Name	gev_CLASS1	gev_GLON	gev_GLAT	tev_fermi_names	tev_classes	tev_glat	tev_glon	marked
0.0001453264153395778	0.001162377462741326	0.00868403724197578	0.005384718071579383	3.485448548294152e-05	0.06805397182317047	0.07204411471892755	0.003354068439366176	0.03773406632324518	0.1433715502622924	0.0	0.13200573727922238	0.020114549173437503	0.006352250085965765	0.058464242515149874	0.4430941357021037	b'3XMM J002503.5+640715'	b'http://xmm-catalog.irap.omp.eu/source/200962101010080/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
1.2460247745277317e-05	0.001615568408042631	0.01014134815050713	0.006539261859614831	0.0	0.06785371106871663	0.07183211226879781	0.0033441985043989324	0.037623027211374685	0.14294965431627257	0.0	0.1316172872324204	0.02005535858271874	0.006333557475371333	0.05829220122202625	0.4417902534519928	b'3XMM J002504.1+640705'	b'http://xmm-catalog.irap.omp.eu/source/203105901010059/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
4.486807907845151e-05	0.002262883213912135	0.0011600064377985581	5.53813379991935e-05	0.0	0.06887567281472437	0.07291399371223577	0.003394566316103305	0.03818967705223741	0.1451026548819795	0.0	0.1335996081776761	0.020357417364046858	0.006428948771647168	0.05917015467219447	0.4484441671683667	b'3XMM J002504.2+640910'	b'http://xmm-catalog.irap.omp.eu/source/205111801010051/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
8.961457247701879e-05	0.003330991243292833	0.005777323427561807	0.002132844787986357	5.083656618571025e-06	0.06833566403729717	0.07234232312096917	0.0033679517578515763	0.037890256952621194	0.14396500055408584	0.0	0.13255214166114784	0.02019780826531753	0.006378543619516631	0.058706240468834714	0.4449282118744218	b'3XMM J002505.1+640623'	b'http://xmm-catalog.irap.omp.eu/source/200962101010052/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.0008252238212986585	0.014960754812257013	0.04324414977959769	0.02693485519355245	0.00012513751182804364	0.06316870994993382	0.06687241999783217	0.003113296266514346	0.035025322210408986	0.13307960771376445	0.0	0.12252969086925936	0.018670624042518374	0.005896253112932853	0.054267380417974236	0.41128657430032756	b'3XMM J002505.1+640713'	b'http://xmm-catalog.irap.omp.eu/source/200962101010042/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.00013495306034564224	0.0029654100429533435	0.006450810316239849	0.001340150964289543	0.00046066172730108184	0.0683345492537609	0.07234114297540493	0.00336789681527915	0.037889638835635994	0.14396265200278865	0.0	0.13254997929180082	0.02019747877142235	0.006378439564108483	0.05870528277344573	0.4449209536052235	b'3XMM J002505.2+640843'	b'http://xmm-catalog.irap.omp.eu/source/205111801010059/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
4.005551934974753e-05	0.0014013929273104721	0.005904043164412484	0.0019962381750587726	5.7082130111033296e-05	0.06846955107073383	0.07248406022371094	0.0033745504362425608	0.037964493651291016	0.14424706478971502	0.0	0.13281184518891337	0.02023738093456224	0.006391040816915595	0.05882126100008032	0.4457999399715926	b'3XMM J002505.5+640657'	b'http://xmm-catalog.irap.omp.eu/source/203105901010079/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.0018274548886128158	0.029885583154610602	0.05867191040704012	0.02619635961196289	7.439414002303109e-05	0.06105604176399462	0.06463588177569404	0.0030091725321388743	0.033853905475844534	0.12862877986502455	0.0	0.11843170343311227	0.01804618777561466	0.005699053797356974	0.052452415885151225	0.3975311554938188	b'3XMM J002506.0+640743'	b'http://xmm-catalog.irap.omp.eu/source/200962101010041/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
9.313950603006489e-05	0.0025260461111878654	0.005589020890561746	0.0035927817141133663	0.0	0.06830351459185698	0.07230828868810077	0.003366367258998603	0.03787243096430639	0.14389727025548094	0.0	0.13248978069771314	0.020188305930863255	0.006375542746649257	0.05867862131708517	0.44471888932705245	b'3XMM J002506.6+640835'	b'http://xmm-catalog.irap.omp.eu/source/203105902010047/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.00014848153506681768	0.0025997563068837436	0.004453068108291841	0.0022101242301491545	0.0	0.06846867890654508	0.07248313692276047	0.003374507451266063	0.03796401006009918	0.144245227372611	0.0	0.1328101534334775	0.020237123151085508	0.006390959407926604	0.05882051173567623	0.4457942613781608	b'3XMM J002506.7+640751'	b'http://xmm-catalog.irap.omp.eu/source/200962101010063/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.00026924970470951687	0.006766593719021905	0.01400003337154969	0.007973276255217926	4.936314863957143e-05	0.06711068824821169	0.07104552450786109	0.0033075783141996006	0.03721104137663943	0.141384303598274	0.0	0.13017603005655856	0.019835745110357905	0.006264202716949723	0.057653880412696194	0.4369524894591132	b'3XMM J002506.8+640825'	b'http://xmm-catalog.irap.omp.eu/source/200962101010056/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.00029855639213275894	0.005737983314281002	0.00890376728968041	0.002945409153785789	5.004120439533252e-05	0.06787948432269351	0.0718593966611183	0.0033454687499911845	0.03763731777589099	0.14300395168171615	0.0	0.13166728016159346	0.020062976321560264	0.0063359631858743975	0.058314342674325684	0.44195806111096075	b'3XMM J002508.0+640803'	b'http://xmm-catalog.irap.omp.eu/source/200962101010057/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
7.034337373247405e-05	0.002752129744593835	0.008007802804670172	0.004177268876771584	0.00021068125788657415	0.06806731788289772	0.07205824328530326	0.003354726205496819	0.03774146634839302	0.1433996668471401	0.0	0.13203162491526874	0.02011849383629058	0.006353495825292633	0.05847570793372298	0.4431810308625395	b'3XMM J002511.2+640856'	b'http://xmm-catalog.irap.omp.eu/source/200962101010066/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.00010559031758600251	0.002876859997751611	0.006991028244373063	0.002775877089480475	4.379479003826566e-05	0.06823493714370978	0.07223569040457536	0.0033629873908098593	0.037834406644676834	0.1437527958803564	0.0	0.13235675956226906	0.020168036659048674	0.006369141634572797	0.05861970736317275	0.4442723868775791	b'3XMM J002515.0+640847'	b'http://xmm-catalog.irap.omp.eu/source/200962101010065/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
6.926992655796514e-06	2.3143139584774354e-05	0.004962909631818721	0.0029456398149849384	7.314918868232971e-06	0.0685699727800862	0.07259036986229679	0.0033794997621517256	0.038020174742922845	0.14445862652173633	0.0	0.13300663531543744	0.02026706233825896	0.006400414315548768	0.05890753192611265	0.4464537779375358	b'3XMM J002515.3+640928'	b'http://xmm-catalog.irap.omp.eu/source/200962101010062/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.0004203329049049209	0.004093100989086763	0.007040157224099242	0.0017249272025762785	0.0	0.06820138890921747	0.07220017516880542	0.0033613339520539333	0.037815805066084916	0.14368211870665337	0.0	0.13229168533794486	0.020158120887870307	0.006366010196837002	0.05859088653075447	0.44405395692311106	b'3XMM J002516.3+640834'	b'http://xmm-catalog.irap.omp.eu/source/205111801010066/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
6.579960031878861e-05	0.0021097663696223513	0.003126567904353743	0.0004607690144684018	3.916357245290943e-06	0.06872059145975674	0.0727498196217494	0.0033869230667190864	0.03810368868187377	0.14477593986913265	0.0	0.13329879357343882	0.02031158034003766	0.006414473267513706	0.05903692638729783	0.4474344444864718	b'3XMM J002516.4+640756'	b'http://xmm-catalog.irap.omp.eu/source/200962101010075/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
0.00013755781810842807	0.0029435757360804444	0.0001537252238301445	0.0	0.0008538090261983171	0.0688365839269881	0.07287261296344384	0.0033926398039369494	0.03816800333294039	0.14502030503107968	0.0	0.13352378663035394	0.02034586395528257	0.006425300161818366	0.05913657393985751	0.4481896624500813	b'3XMM J002516.8+641108'	b'http://xmm-catalog.irap.omp.eu/source/204123803010008/'	[]	0	[]	b'                  '	b'snr  '	120.12599182128906	1.3377548456192017	b''	b'snr'	1.4129304885864258	120.09236145019531	0
