gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV	s_MAIN_ID	s_class	s_simbad	gev_1FGL_Name	gev_CLASS1	tev_fermi_names	tev_classes	tev_glon	tev_glat	marked
0.03676217175796794	0.321829286839043	0.11730204833888784	0.2708950116699955	0.22285603186081665	0.0	0.0036482302869983133	0.005522645748813887	0.003092709593124929	0.004201234167105711	0.01389062973724623	[]	[]	0	b'1FGL J0007.0+7303 '	b'PSR  '	b''	b'pwn,snr'	119.58025360107422	10.20368194580078	0
0.055155110782474245	0.20147697712246515	4.369498540187097e-06	0.23506636333506994	0.02824918310393472	0.0	0.39161899393791305	0.07284047730647282	0.013192822536016178	0.002028332110388688	0.0003673702667250797	[]	[]	0	b'                  '	b'bll  '	b''	b'hbl'	74.63201141357422	-78.0869369506836	0
0.06911918933105961	0.07317178809761558	0.003406568129370379	0.03832470030116805	0.1456156791702925	0.0	0.1340719623462473	0.020429392956523615	0.00645167893375797	0.05937935640261603	0.45002968433134893	[]	[]	0	b'                  '	b'snr  '	b''	b'snr'	120.09236145019531	1.4129304885864258	0
0.35818990642305176	0.17817878277840135	0.09673682307184085	0.26890776267786665	0.0979867250488394	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0033.5-1921 '	b'bll  '	b''	b'hbl'	94.17464447021484	-81.21610260009766	0
0.26900503152505384	0.15746231422591359	0.13972442531018417	0.22056105922235503	0.21324716971649335	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0035.9+5951 '	b'bll  '	b''	b'hbl'	120.97542572021484	-2.9781200885772705	0
0.07914145862299454	0.1777053639818046	0.3203746001446098	0.176375955506898	0.2464026217436931	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0047.3-2512 '	b'sbg  '	b''	b'galaxy'	97.36385345458984	-87.96454620361328	0
0.42772531889205156	0.1472365191880742	0.10414751993308131	0.2310656997159631	0.08982494227082985	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0136.5+3905 '	b'bll  '	b''	b'hbl'	132.41645812988278	-22.93984603881836	0
0.18480322714989567	0.13929444583657286	0.0929666692493171	0.07216215168270071	0.06466379141322667	0.0	0.27090728214629545	0.07249193003732102	0.04900780712289432	0.03200607862609216	0.021696616735683974	[]	[]	0	b'                  '	b'bll  '	b''	b'hbl'	152.3774871826172	-57.54093551635742	0
0.006631102571353926	0.23567572978735563	0.3527876089545942	0.08705421031855798	0.31785134836813833	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0205.6+6449 '	b'PSR  '	b''	b'pwn'	130.71781921386722	3.083847999572754	0
0.08001305889356027	0.16735945473610425	0.36396202431048746	0.1393245781972536	0.2493408838625945	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0221.0+3555 '	b'FSRQ '	b''	b'blazar'	142.60171508789062	-23.486858367919922	0
0.19321474980864634	0.21074715237568373	0.1453232167587172	0.23005733750791943	0.19286506904427228	0.0	0.021035877534779975	0.005001274942115022	0.0013483324926805516	0.0003205657333825727	8.642380180300688e-05	[]	[]	0	b'1FGL J0222.6+4302 '	b'BLL  '	b''	b'ibl'	140.14295959472656	-16.766897201538086	0
0.19873817548390552	0.2167717764459084	0.14947756826372033	0.23663398140302302	0.19837849840344274	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0222.6+4302 '	b'BLL  '	b''	b'unid'	140.14295959472656	-16.766897201538086	0
0.07237958489493863	0.05787146572117664	0.05445414387009156	0.03053895194259206	0.11724522142685322	0.0	0.42574202907309217	0.09058322257079579	0.08318517258102269	0.028369238883014868	0.03963096903642229	[]	[]	0	b'                  '	b'bll  '	b''	b'hbl'	152.9411163330078	-36.60728073120117	0
0.014499204822704864	0.21619764635770825	0.33107677836282384	0.09918712308057034	0.32229298108536764	0.0	0.010680862666038233	0.002272519258275394	0.0020869196450324034	0.0007117172460262145	0.0009942474754527193	"[""b'LS   I +61  303'"" ""b'LS   I +61  303'""]"	['B0Ve']	1	b'1FGL J0240.5+6113 '	b'HMB  '	b''	b'bin'	135.67527770996094	1.0861347913742063	1
0.21926551671690672	0.20016656438897065	0.1416290320629551	0.223149110903224	0.18371617616059208	0.0	0.0315306798525717	0.0005329612478818149	9.832690282970978e-06	1.2369455359210368e-07	2.282061294316124e-09	[]	[]	0	b'1FGL J0303.5-2406 '	b'BLL  '	b''	b'hbl'	214.62142944335938	-60.17736434936523	0
0.2026545514824332	0.4562155786635039	0.00034854631685873243	0.34060489753909606	0.00017642599810815235	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'                  '	b'rdg  '	b''	b'hbl'	150.18299865722656	-13.734146118164062	0
0.09089666821757972	0.23216744172513182	0.2401162391938707	0.19309520770702038	0.2437244431563974	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0319.7+4130 '	b'RDG  '	b''	b'fri'	150.57582092285156	-13.261216163635256	0
0.3691158258259119	0.11374415661580736	0.00013495599451056136	0.18455983880086438	0.019481780081962045	0.0	0.24767643099163353	0.05429540519212139	0.009384120808391835	0.0013705988768362917	0.00023688681196073406	[]	[]	0	b'1FGL J0319.7+1847 '	b'bll  '	b''	b'hbl'	165.10678100585938	-31.69727897644043	0
0.0509678899230388	0.01149245880231958	0.0069810527034509864	0.04127498529976082	0.004465266972101232	0.0	0.12051940208643318	0.03101274152848377	0.028665806870365927	0.13662433151439318	0.5679960642996525	[]	[]	0	b'                  '	b'bll  '	b''	b'hbl'	201.9267120361328	-45.70913696289063	0
