	level_0	gev_0FGL_Name	gev_1FGL_Name	gev_1FHL_Name	gev_2FGL_Name	gev_ASSOC1	gev_ASSOC2	gev_ASSOC_GAM1	gev_ASSOC_GAM2	gev_ASSOC_GAM3	gev_ASSOC_TEV	gev_CLASS1	gev_Conf_68_PosAng	gev_Conf_68_SemiMajor	gev_Conf_68_SemiMinor	gev_Conf_95_PosAng	gev_Conf_95_SemiMajor	gev_Conf_95_SemiMinor	gev_Cutoff	gev_DEJ2000	gev_Energy_Flux100	gev_Exp_Index	gev_Extended_Source_Name	gev_Flags	gev_Flux1000	gev_Flux10000_100000	gev_Flux1000_3000	gev_Flux100_300	gev_Flux3000_10000	gev_Flux300_1000	gev_Flux30_100	gev_Flux_Density	gev_Flux_History	gev_Flux_Peak	gev_GLAT	gev_GLON	gev_Peak_Interval	gev_Pivot_Energy	gev_PowerLaw_Index	gev_RAJ2000	gev_ROI_num	gev_Signif_Avg	gev_Signif_Curve	gev_Signif_Peak	gev_Source_Name	gev_Spectral_Index	gev_SpectrumType	gev_Sqrt_TS10000_100000	gev_Sqrt_TS1000_3000	gev_Sqrt_TS100_300	gev_Sqrt_TS3000_10000	gev_Sqrt_TS300_1000	gev_Sqrt_TS30_100	gev_TEVCAT_FLAG	gev_Time_Peak	gev_Unc_Cutoff	gev_Unc_Energy_Flux100	gev_Unc_Exp_Index	gev_Unc_Flux1000	gev_Unc_Flux10000_100000	gev_Unc_Flux1000_3000	gev_Unc_Flux100_300	gev_Unc_Flux3000_10000	gev_Unc_Flux300_1000	gev_Unc_Flux30_100	gev_Unc_Flux_Density	gev_Unc_Flux_History	gev_Unc_Flux_Peak	gev_Unc_Spectral_Index	gev_Unc_beta	gev_Variability_Index	gev_beta	gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	s_COO_BIBCODE	s_COO_ERR_ANGLE	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_QUAL	s_COO_WAVELENGTH	s_DEC	s_DEC_PREC	s_FLUX_B	s_FLUX_G	s_FLUX_H	s_FLUX_J	s_FLUX_K	s_FLUX_R	s_FLUX_U	s_FLUX_V	s_FLUX_g	s_FLUX_i	s_FLUX_r	s_MAIN_ID	s_RA	s_RA_PREC	s_class	s_glat	s_glon	marked
0	308	b'                 '	b'                  '	b'                  '	b'                  '	b'                          '	b'                          '	b'               '	b'              '	b'               '	b'                     '	b'     '	-39.58000183105469	0.06697658449411392	0.05883578211069108	-39.58000183105469	0.10859999805688858	0.09539999812841417	-inf	56.78670120239258	1.119162488377734e-11	-inf	b'                  '	12	6.618037229344509e-10	6.161908656932002e-12	6.436417510080616e-10	2.199652904266713e-08	9.478922508021627e-11	3.3741649474450237e-09		5.1214852671288566e-12	"[  0.00000000e+00   2.95044504e-08   0.00000000e+00   3.50817153e-08
   1.23295418e-08   2.95403169e-08   0.00000000e+00   2.30287824e-08
   4.24640856e-09   3.39795676e-08   6.49534257e-08   5.96347549e-09
   7.82447245e-08   0.00000000e+00   0.00000000e+00   1.22879928e-08
   3.38592692e-08   5.50084778e-08   2.15600271e-09   0.00000000e+00
   1.00055049e-08   2.04712318e-08   2.09703579e-08   2.79626615e-08
   4.94078556e-08   2.81255517e-08   0.00000000e+00   2.82357373e-08
   4.85640257e-08   4.84501719e-08   3.51606921e-08   4.64003547e-09
   0.00000000e+00   2.59152060e-08   0.00000000e+00   0.00000000e+00
   4.84401887e-08   5.69483305e-08   3.10392672e-08   0.00000000e+00
   1.17234613e-08   6.05390440e-08   1.89236826e-09   8.62499139e-09
   0.00000000e+00   4.46814710e-08   1.38759981e-08   0.00000000e+00]"	-inf	-3.2338104248046875	136.88327026367188	-inf	547.2976684570311	2.60725736618042	38.9276008605957	157	8.243623733520508	1.0306919813156128	-inf	b'3FGL J0235.7+5647 '	2.60725736618042	b'PowerLaw        '	1.1190601587295532	4.4746294021606445	4.523278713226318	3.0457513332366943	4.229735374450684		b'N'	-inf	-inf	1.397102377363735e-12	-inf	1.1262551308233172e-10	[ -5.75657490e-12   1.08267301e-11]	[ -1.58031019e-10   1.65824118e-10]	[ -4.89825913e-09   4.96573005e-09]	[ -3.70996046e-11   4.30248615e-11]	[ -8.19435353e-10   8.34223191e-10]		6.346960717412696e-13	"[[             nan   1.90892777e-08]
 [ -1.90366585e-08   2.24697843e-08]
 [             nan   2.10755271e-08]
 [ -2.33485675e-08   2.52635939e-08]
 [             nan   2.47434109e-08]
 [ -2.26942571e-08   2.43359715e-08]
 [             nan   2.01913970e-08]
 [             nan   2.48278980e-08]
 [             nan   2.54039669e-08]
 [ -2.41812383e-08   2.65992597e-08]
 [ -2.38697773e-08   2.54535841e-08]
 [             nan   2.51679051e-08]
 [ -2.36552378e-08   2.52012331e-08]
 [             nan   1.83784490e-08]
 [             nan   2.39051143e-08]
 [             nan   2.12593765e-08]
 [ -1.94447995e-08   2.18315073e-08]
 [ -2.21988579e-08   2.36314204e-08]
 [             nan   2.17479208e-08]
 [             nan   1.54687125e-08]
 [             nan   2.19878427e-08]
 [ -1.90823215e-08   2.16059810e-08]
 [             nan   2.05324682e-08]
 [ -1.96162606e-08   2.16116689e-08]
 [ -2.07621014e-08   2.27480079e-08]
 [ -2.01694998e-08   2.22249490e-08]
 [             nan   2.06853610e-08]
 [ -1.99413357e-08   2.17030127e-08]
 [ -2.18790230e-08   2.34766162e-08]
 [ -2.28238370e-08   2.40954332e-08]
 [ -1.98682066e-08   2.15786304e-08]
 [             nan   2.52647894e-08]
 [             nan   1.99688408e-08]
 [ -2.28622703e-08   2.43343266e-08]
 [             nan   2.12795310e-08]
 [             nan   1.54906257e-08]
 [ -2.06395345e-08   2.21489600e-08]
 [ -2.46508698e-08   2.59342272e-08]
 [ -2.24498500e-08   2.39050131e-08]
 [             nan   1.77621526e-08]
 [             nan   2.07962429e-08]
 [ -2.20708500e-08   2.29178720e-08]
 [             nan   2.43885925e-08]
 [             nan   2.01243093e-08]
 [             nan   2.19038618e-08]
 [ -2.04805737e-08   2.26403518e-08]
 [             nan   2.15683471e-08]
 [             nan   2.05034780e-08]]"	-inf	0.0955272763967514	-inf	60.79414749145508	-inf	8.759398778144731e-14	1.4588635204385023e-12	4.9856828734928804e-12	6.070438748027874e-13	2.1608637188613718e-12		b'2018yCat.1345....0G'	90.0	0.024000000208616257	0.025200000032782555	A	O	+56 44 21.089	14.0	11.40999984741211	10.755399703979492	9.743000030517578	9.861000061035156	9.701000213623047			11.06999969482422				b'LS   I +56   58'	02 35 42.8329	14.0	B	-3.2774410267547722	136.9018973126627	0
1	1292	b'                 '	b'                  '	b'                  '	b'                  '	b'                          '	b'                          '	b'               '	b'              '	b'               '	b'                     '	b'     '	-18.86000061035156	0.13123956322669986	0.09559272974729538	-18.86000061035156	0.21279999613761905	0.1550000011920929	-inf	52.66239929199219	3.9564046483420165e-12	-inf	b'                  '	0	2.3045372554708616e-10	2.9935652074613087e-15	1.7133312824046953e-10	5.3891562323826755e-09	3.4290133232861564e-11	1.7114267780726775e-09		1.5261330610708002e-12	"[  0.00000000e+00   3.43316819e-09   1.11999530e-08   1.93572127e-08
   0.00000000e+00   3.30408656e-09   2.92395019e-09   0.00000000e+00
   1.17673480e-08   2.98523517e-09   2.45769716e-09   0.00000000e+00
   0.00000000e+00   2.57350194e-08   1.10457536e-08   7.02727920e-09
   2.22323653e-08   0.00000000e+00   0.00000000e+00   0.00000000e+00
   8.20260926e-09   2.70982370e-09   5.03622211e-09   0.00000000e+00
   0.00000000e+00   1.76577046e-08   0.00000000e+00   0.00000000e+00
   4.31476321e-09   9.97387151e-09   4.21852029e-08   2.07597814e-08
   7.05737513e-09   6.02820327e-09   5.34123679e-09   1.49972674e-08
   1.90325906e-08   2.69760854e-08   7.12581505e-09   6.84804258e-09
   1.26766349e-08   1.56050071e-08   1.94162428e-08   1.64460712e-08
   6.96752034e-09   3.48800988e-08   4.40650041e-08   1.20958452e-08]"	-inf	57.50102996826172	153.78758239746094	-inf	583.7981567382812	2.618117094039917	165.83709716796875	390	6.659939765930176	0.8845198154449463	-inf	b'3FGL J1103.3+5239 '	2.618117094039917	b'PowerLaw        '	0.0	3.3156542778015137	2.124919891357422	2.1939651966094966	5.702579975128174		b'N'	-inf	-inf	6.444267320292185e-13	-inf	5.2600680755521274e-11	[             nan   9.65920573e-12]	[ -6.10917844e-11   6.75857634e-11]	[ -2.56061150e-09   2.60232902e-09]	[ -1.88356292e-11   2.42693296e-11]	[ -3.31125793e-10   3.51529056e-10]		2.429075549644638e-13	"[[             nan   9.20404908e-09]
 [             nan   9.95370364e-09]
 [ -9.75833636e-09   1.17233334e-08]
 [ -1.04591171e-08   1.22239063e-08]
 [             nan   1.17838166e-08]
 [             nan   1.22662067e-08]
 [             nan   1.01627844e-08]
 [             nan   1.11804317e-08]
 [ -1.05715365e-08   1.22360611e-08]
 [             nan   1.19307018e-08]
 [             nan   1.18686865e-08]
 [             nan   7.18490067e-09]
 [             nan   1.06000835e-08]
 [ -1.14701963e-08   1.29533895e-08]
 [ -9.10867559e-09   1.05473665e-08]
 [             nan   1.06056399e-08]
 [ -9.83959580e-09   1.12710445e-08]
 [             nan   9.01931596e-09]
 [             nan   8.57046967e-09]
 [             nan   7.77912401e-09]
 [             nan   1.13220011e-08]
 [             nan   1.18970869e-08]
 [ -4.78183981e-09   7.64941177e-09]
 [             nan   9.56291224e-09]
 [             nan   1.03396784e-08]
 [ -1.01238085e-08   1.23612773e-08]
 [             nan   7.58153362e-09]
 [             nan   8.53427196e-09]
 [             nan   9.26914723e-09]
 [             nan   1.15807977e-08]
 [ -1.29504754e-08   1.39717882e-08]
 [ -1.21187895e-08   1.34327101e-08]
 [             nan   1.26852129e-08]
 [ -5.52106538e-09   7.52052287e-09]
 [             nan   1.02616777e-08]
 [ -9.38864009e-09   1.07880664e-08]
 [ -1.05216396e-08   1.18846346e-08]
 [ -1.13838077e-08   1.26372601e-08]
 [             nan   9.12723763e-09]
 [ -6.25481134e-09   8.87013396e-09]
 [ -8.49281712e-09   1.02135953e-08]
 [ -1.03537925e-08   1.17850751e-08]
 [ -8.96579433e-09   1.01804405e-08]
 [ -1.07188614e-08   1.16379031e-08]
 [             nan   1.00456594e-08]
 [ -1.13308589e-08   1.24209025e-08]
 [ -1.17798979e-08   1.27539064e-08]
 [ -9.80065096e-09   1.12939338e-08]]"	-inf	0.14195218682289126	-inf	65.17343902587889	-inf	4.2403988043154916e-17	3.879470258493639e-13	1.2202585946904931e-12	2.1933617303047245e-13	1.0947109104625372e-12		b'2018yCat.1345....0G'	90.0	0.014499999582767488	0.0210999995470047	A	O	+52 37 12.777	14.0	15.199999809265135	14.805700302124025	14.175000190734865	14.303999900817873	13.991000175476074	15.029999732971193		14.880000114440918	14.838000297546387	14.909000396728516	14.852999687194824	b'PG 1101+529'	11 04 03.0329	14.0	B	57.60873711080576	153.7155259099532	0
2	2252	b'                 '	b'1FGL J1754.0-5002 '	b'                  '	b'2FGL J1753.8-5012 '	b'PMN J1753-5015            '	b'                          '	b'               '	b'              '	b'               '	b'                     '	b'bcu  '	1.0499999523162842	0.07783098518848419	0.0593908354640007	1.0499999523162842	0.12620000541210175	0.09629999846220016	-inf	-50.17010116577149	1.0361672457548377e-11	-inf	b'                  '	0	6.989893663877922e-10	6.4419883781475975e-15	8.691011244010838e-10	1.2157216566777151e-08	1.0627772967231053e-10	4.151139432195805e-09		2.6484734544363064e-12	"[  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.40231631e-08
   4.54201228e-08   5.64197862e-08   2.21353993e-08   6.73770941e-08
   7.41331405e-08   1.27699110e-07   9.97071083e-08   9.00200590e-08
   1.85493576e-07   1.17501074e-07   1.37863680e-07   1.38368383e-08
   1.86966318e-08   0.00000000e+00   3.42501458e-08   1.84906384e-08
   6.59593908e-08   3.59314889e-09   0.00000000e+00   5.12287412e-09
   0.00000000e+00   1.46805297e-08   0.00000000e+00   0.00000000e+00
   8.74535822e-09   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   8.93922270e-09
   2.12296030e-08   2.85296076e-09   4.74625095e-09   1.68843908e-08
   5.10484099e-09   3.85680687e-09   0.00000000e+00   0.00000000e+00
   5.54832136e-09   2.63053135e-08   0.00000000e+00   0.00000000e+00]"	1.85493576054796e-07	-11.987717628479006	342.2788391113281	2630000.0	691.9955444335938	2.505448341369629	268.38589477539057	412	8.674849510192871	1.3776040077209473	9.20068073272705	b'3FGL J1753.5-5010 '	2.505448341369629	b'PowerLaw        '	0.0	6.8942012786865225	2.620718240737915	3.29385757446289	6.080899238586426		b'N'	272204992.0	-inf	1.298793429575784e-12	-inf	1.1324535059697991e-10	[             nan   1.59302901e-11]	[ -1.50862101e-10   1.58753788e-10]	[ -4.67275774e-09   4.72971129e-09]	[ -3.97125492e-11   4.50411826e-11]	[ -7.19543480e-10   7.46371187e-10]		3.287450606875853e-13	"[[             nan   1.55219340e-08]
 [             nan   1.25880915e-08]
 [             nan   1.21311112e-08]
 [             nan   2.31614106e-08]
 [ -1.91467802e-08   2.09812168e-08]
 [ -2.23831051e-08   2.39931790e-08]
 [ -2.10728679e-08   2.28397408e-08]
 [ -2.35337065e-08   2.51940335e-08]
 [ -2.27682069e-08   2.46025582e-08]
 [ -2.45549749e-08   2.55717776e-08]
 [ -2.54141632e-08   2.66659406e-08]
 [ -2.22398331e-08   2.34456667e-08]
 [ -2.61352415e-08   2.73855747e-08]
 [ -2.29417463e-08   2.43686902e-08]
 [ -2.13414406e-08   2.24455174e-08]
 [             nan   2.00753583e-08]
 [ -1.25454873e-08   1.49423514e-08]
 [             nan   1.74259540e-08]
 [ -1.60410831e-08   1.73896080e-08]
 [ -1.50250958e-08   1.71556476e-08]
 [ -2.01869721e-08   2.16498055e-08]
 [             nan   1.53217670e-08]
 [             nan   1.43661083e-08]
 [             nan   1.58438080e-08]
 [             nan   2.05008455e-08]
 [ -1.42477505e-08   1.56039643e-08]
 [             nan   1.70321073e-08]
 [             nan   1.46700829e-08]
 [             nan   1.52551873e-08]
 [             nan   1.30212952e-08]
 [             nan   1.12694654e-08]
 [             nan   1.65139564e-08]
 [             nan   1.99704822e-08]
 [             nan   1.57254689e-08]
 [             nan   9.48953360e-09]
 [             nan   1.51219659e-08]
 [ -1.73480963e-08   2.07233288e-08]
 [             nan   1.71862879e-08]
 [             nan   2.05809201e-08]
 [ -1.55720841e-08   1.63838489e-08]
 [             nan   1.77091604e-08]
 [             nan   1.57332458e-08]
 [             nan   1.70443073e-08]
 [             nan   2.15758291e-08]
 [             nan   1.67197491e-08]
 [ -1.74428205e-08   2.06899031e-08]
 [             nan   9.03955932e-09]
 [             nan   1.74221579e-08]]"	2.6135241526503702e-08	0.1013898178935051	-inf	258.76611328125	-inf	9.475527293851323e-17	1.9887884741831563e-12	2.7819697500514047e-12	6.88363970859085e-13	2.6887053781315955e-12		b'2012MNRAS.427.2180N'	0.0	3000.0	3000.0	D	U	-50 07 41.8	6.0								12.880000114440918				b'GALEX J175340.5-500741'	17 53 40.57	6.0	B	-11.986448834450865	342.32635505531016	0
3	2023	b'                 '	b'1FGL J1636.4-4737c'	b'                  '	b'                  '	b'SNR G337.0-00.1           '	b'                          '	b'               '	b'              '	b'               '	b'                     '	b'snr  '	36.459999084472656	0.03139141947031021	0.02035200037062168	36.459999084472656	0.05090000107884407	0.032999999821186066	-inf	-47.580299377441406	1.1422583712228374e-10	-inf	b'                  '	64	1.5836448596928676e-08	1.1962225654471578e-10	1.0395202920676638e-08	3.3787280528940755e-08	2.4000272880186917e-09	3.788975888596724e-08		3.7212797947272494e-12	"[  9.52246850e-08   1.48179836e-07   5.34705933e-08   1.43503030e-07
   8.26257747e-08   1.32448022e-07   1.48944835e-07   1.81300322e-07
   1.66572065e-07   8.50312176e-08   1.52071095e-07   1.11481839e-07
   6.84917012e-08   4.99467525e-08   1.72397122e-07   1.04211331e-07
   1.51761924e-07   6.96169451e-08   1.02465236e-07   2.23056745e-07
   1.59774572e-07   9.60332400e-08   1.16101539e-07   1.29646878e-07
   1.57942736e-07   1.29075616e-07   1.52311756e-07   1.79786298e-07
   1.40396523e-07   1.47663883e-07   1.85687256e-07   1.04448922e-07
   1.02370393e-07   2.13875623e-07   1.38159308e-07   1.16611965e-07
   1.83508092e-07   8.94266634e-08   7.50372635e-08   1.63741745e-07
   1.32847475e-07   3.92824084e-08   6.83172416e-08   1.95878030e-07
   1.07369665e-07   1.95441245e-07   3.80271992e-08   1.13385077e-07]"	-inf	-0.15647166967391968	337.0302429199219	-inf	2186.55908203125	2.2078144550323486	249.06869506835938	19	22.21797752380371	9.778218269348145	-inf	b'3FGL J1636.2-4734 '	2.471885681152344	b'LogParabola     '	2.372889757156372	11.893418312072756	0.8676992058753967	12.129701614379885	6.81973123550415		b'N'	-inf	-inf	7.878290034235569e-12	-inf	8.030369702538565e-10	[ -5.66088773e-11   6.55123386e-11]	[ -9.51413504e-10   9.51413504e-10]	[             nan   3.20222568e-08]	[ -2.42670800e-10   2.49352677e-10]	[ -5.64650549e-09   5.72925352e-09]		1.9585975365426361e-13	"[[ -4.41978507e-08   4.66200660e-08]
 [ -4.78795599e-08   4.97721402e-08]
 [ -3.91725337e-08   4.29915623e-08]
 [ -4.65603875e-08   4.87205618e-08]
 [ -3.61836463e-08   3.89993211e-08]
 [ -4.20240909e-08   4.44766606e-08]
 [ -4.32060183e-08   4.55006770e-08]
 [ -4.46248158e-08   4.83322005e-08]
 [ -4.27779554e-08   4.51356357e-08]
 [ -4.01447728e-08   4.29366196e-08]
 [ -4.75260968e-08   4.89266938e-08]
 [ -3.93084676e-08   4.22215081e-08]
 [ -3.61424526e-08   3.90923915e-08]
 [ -3.87501409e-08   4.11553991e-08]
 [ -4.21290061e-08   4.47480950e-08]
 [ -3.94860926e-08   4.26543991e-08]
 [ -3.91612254e-08   4.05739016e-08]
 [ -4.26591242e-08   4.52711859e-08]
 [ -3.40460602e-08   3.62627830e-08]
 [ -4.66340921e-08   4.84006364e-08]
 [ -4.20279704e-08   4.44610428e-08]
 [ -3.74776477e-08   4.00229609e-08]
 [ -4.19714006e-08   4.48442350e-08]
 [ -3.74763971e-08   3.94373174e-08]
 [ -4.43570478e-08   4.75571085e-08]
 [ -3.91392518e-08   4.05517291e-08]
 [ -4.72817909e-08   5.03419706e-08]
 [ -3.87840160e-08   4.05878282e-08]
 [ -4.00525337e-08   4.20047996e-08]
 [ -4.53261215e-08   4.75022901e-08]
 [ -3.81190688e-08   3.97982234e-08]
 [ -4.66444945e-08   4.96564496e-08]
 [ -3.93473059e-08   4.15959178e-08]
 [ -4.96702377e-08   5.16657757e-08]
 [ -3.74729900e-08   3.89886416e-08]
 [ -3.96597919e-08   4.25937969e-08]
 [ -4.53923228e-08   4.72890918e-08]
 [ -3.69003814e-08   3.96567472e-08]
 [ -4.41068799e-08   4.76576538e-08]
 [ -3.94114146e-08   4.07504857e-08]
 [ -4.45088162e-08   4.76935114e-08]
 [ -3.60492614e-08   3.96531803e-08]
 [ -3.46552760e-08   3.74561679e-08]
 [ -4.81625939e-08   4.99027273e-08]
 [ -3.59287071e-08   3.80208469e-08]
 [ -5.08112024e-08   5.30282414e-08]
 [ -3.18449587e-08   3.45310802e-08]
 [ -5.26187804e-08   5.56457707e-08]]"	-inf	0.06752928346395493	0.037473175674676895	54.63111877441406	0.2656202614307404	1.2573438384205773e-12	2.41466326100781e-11	8.859198964705774e-12	1.4800119463309613e-11	2.6841718084313907e-11		b'2010ApJS..188..405A'	0.0			D		-47 37.5	4.0												b'[KRL2007b] 194'	16 36 30	4.0	B	-0.2144517049950779	337.0222619349824	0
4	2063	b'                 '	b'1FGL J1651.5-4602c'	b'                  '	b'2FGL J1650.6-4603c'	b'                          '	b'                          '	b'               '	b'              '	b'EGR J1652-4552 '	b'Westerlund 1         '	b'     '	18.989999771118164	0.02152378112077713	0.019426910206675533	18.989999771118164	0.0348999984562397	0.03150000050663948	-inf	-46.01409912109375	6.118646561636965e-11	-inf	b'                  '	16	9.16870313005802e-09	9.93672505389398e-11	8.220565561600779e-09	1.5684724630204986e-08	1.5336513170538524e-09	2.6536810082689044e-08		1.244051086105036e-12	"[  4.94493690e-08   6.48056613e-08   5.14030383e-08   1.09459606e-07
   1.04147574e-07   8.07816036e-08   4.05161238e-08   2.55469796e-08
   6.28224939e-08   7.38118260e-08   4.35631868e-08   5.75167469e-08
   6.75976608e-08   3.34139010e-08   7.05887544e-08   4.80132485e-08
   5.37513642e-08   8.75182238e-08   6.32484571e-08   4.98469319e-08
   5.13653546e-08   9.10547442e-08   8.10743543e-08   3.46172229e-08
   8.14787242e-08   1.31828600e-07   7.90589283e-08   9.11028124e-08
   6.66626576e-08   4.88092446e-08   6.54307897e-08   5.12215550e-08
   5.92873413e-08   6.37478479e-08   7.00281646e-08   4.52008351e-08
   4.86753891e-08   7.65792123e-08   3.49384450e-08   4.35132179e-08
   8.64851941e-08   9.73256959e-08   4.81522271e-08   1.85119603e-07
   4.70710368e-08   8.31186568e-08   4.35097078e-08   1.01593599e-07]"	-inf	-0.9521964192390442	339.7976989746094	-inf	2766.76123046875	2.2288832664489746	252.5989990234375	75	16.179899215698242	6.937936305999756	-inf	b'3FGL J1650.3-4600 '	2.4938385486602783	b'LogParabola     '	3.2948102951049805	11.95811367034912	0.8640176057815552	10.48590850830078	5.282938957214356		b'E'	-inf	-inf	6.438623939564182e-12	-inf	6.966617283055142e-10	[ -3.84907037e-11   4.57554376e-11]	[ -7.67096275e-10   7.67096275e-10]	[             nan   1.52330824e-08]	[ -1.84141452e-10   1.92015570e-10]	[ -5.15444798e-09   5.11432097e-09]		9.645618180044446e-14	"[[ -2.41139571e-08   2.75395546e-08]
 [ -2.86007644e-08   3.02646868e-08]
 [ -2.39788438e-08   2.66746838e-08]
 [ -2.69833276e-08   2.83748420e-08]
 [ -2.44821745e-08   2.60697224e-08]
 [ -3.21391731e-08   3.46454847e-08]
 [ -2.24812862e-08   2.54269867e-08]
 [ -2.31625066e-08   2.59546997e-08]
 [ -2.72919713e-08   3.02319982e-08]
 [ -2.49839367e-08   2.66097189e-08]
 [ -2.62982986e-08   2.93485183e-08]
 [ -2.37826967e-08   2.54069228e-08]
 [ -2.39696103e-08   2.69735363e-08]
 [ -2.50387338e-08   2.57160142e-08]
 [ -2.68886637e-08   2.83976913e-08]
 [ -2.80865162e-08   3.13750839e-08]
 [ -2.06034958e-08   2.24000196e-08]
 [ -2.96667277e-08   3.29941585e-08]
 [ -2.55393147e-08   2.63187783e-08]
 [ -2.57357247e-08   2.82919306e-08]
 [ -2.76911862e-08   2.92809936e-08]
 [ -2.48646863e-08   2.63746287e-08]
 [ -3.05709165e-08   3.17556186e-08]
 [ -2.03530028e-08   2.22012826e-08]
 [ -2.50991601e-08   2.71546767e-08]
 [ -2.79586523e-08   2.89087083e-08]
 [ -2.78850436e-08   2.98714866e-08]
 [ -2.54355985e-08   2.73945009e-08]
 [ -2.31564723e-08   2.50604035e-08]
 [ -2.62905377e-08   2.81257559e-08]
 [ -2.28251036e-08   2.45536391e-08]
 [ -2.77712662e-08   3.15036814e-08]
 [ -2.29054571e-08   2.47491574e-08]
 [ -2.72977410e-08   2.92067934e-08]
 [ -2.28939623e-08   2.44144704e-08]
 [ -2.55225459e-08   2.74186398e-08]
 [ -2.29304167e-08   2.52312198e-08]
 [ -2.66067737e-08   2.85467436e-08]
 [ -2.43458427e-08   2.86868929e-08]
 [ -2.30908039e-08   2.41731986e-08]
 [ -2.95128260e-08   3.14354551e-08]
 [ -2.52445087e-08   2.65948437e-08]
 [ -2.22949339e-08   2.48709373e-08]
 [ -3.37221273e-08   3.49143896e-08]
 [ -2.04643840e-08   2.22755805e-08]
 [ -3.03367180e-08   3.25766365e-08]
 [ -1.95667162e-08   2.08777831e-08]
 [ -2.93856459e-08   3.00275609e-08]]"	-inf	0.09132000803947447	0.053357221186161034	55.05615997314453	0.28121820092201233	1.048902067632418e-12	1.9313349530758472e-11	4.190334711162701e-12	9.538810713527466e-12	1.9148422431003453e-11		b'2018yCat.1345....0G'	90.0	0.045499999076128006	0.04210000112652778	A	O	-46 09 19.088	14.0	11.0600004196167	10.38819980621338	7.710000038146973	8.791000366210938	6.6599998474121085	10.609999656677246	10.68000030517578	10.710000038146973	10.979999542236328	10.470000267028807	10.529999732971193	b'HD 328990'	16 50 25.3884	14.0	B	-1.0459145930496678	339.69169925577637	0
