gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	s_MAIN_ID	s_class	s_nan_spectra	gev_1FGL_Name	gev_CLASS1	marked
6.188531432949296e-14	3.375764877160831e-13	3.072389100050055e-13	2.015368261227345e-13	4.708857661464062e-13	0.0	0.1380369980527348	0.1441245511773463	0.1385199615576749	0.0	0.12508690509922865	0.13070385560259004	0.11074408117439173	0.10710503273150444	0.10567861460315008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'Cl Trumpler   16   245'	B0Ve	False	b'1FGL J1045.2-5942 '	b'BIN  '	0
6.246073887938878e-15	1.632845432918185e-14	1.1046778009159466e-13	7.585946694888959e-15	5.409688083287827e-14	0.0	0.13885301787895574	0.15008871058098455	0.14740556294936358	0.0	0.0	0.14573530466817702	0.13912132944355354	0.13952380478686097	0.1392722696919099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 192039'	B0Ve	False	b'                  '	b'     '	0
2.4773661147238514e-14	3.995991917528713e-14	1.751245969928131e-18	3.1699035605802176e-14	5.092684687955059e-15	0.0	0.1261658268388993	0.13455707667962738	0.131205326111741	0.0	0.12452561715802493	0.12973508487771784	0.11965251580447468	0.11762006950240399	0.11653848302700932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'Cl Trumpler   14     4'	B0Ve	False	b'                  '	b'     '	0
3.678921085359847e-14	5.947283104845819e-13	1.8342947397058212e-13	4.1690869771352127e-13	4.098584421985015e-13	0.0	0.16961620314349288	0.1690990810615893	0.15449036683635944	0.0	0.0	0.14687703473546176	0.12308809974746064	0.11955874123023963	0.1172704732437546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MT91] 213'	B0Ve	False	b'1FGL J2032.2+4127 '	b'PSR  '	1
4.46458077411049e-15	5.258825763271627e-14	2.3689208294053044e-14	1.2121946241476916e-14	2.2376475327556646e-14	0.0	0.08712067255348481	0.09417770042678275	0.09316955473231588	0.0925814717468843	0.0	0.09153383475766004	0.08766675647883965	0.08729709744911428	0.08694424765785534	0.0	0.09325356887652889	0.0929175203117066	0.09333757500871213	0.0	0.0	0.0	0.0	0.0	0.0	b'CPD-59  2674'	B0Ve	False	b'                  '	b'     '	0
6.443931854366213e-14	3.5150825459119156e-13	3.1991864637560297e-13	2.0985424211721765e-13	4.903192011084882e-13	0.0	0.12904463617308695	0.13648276779396804	0.13183977712108977	0.0	0.12366485228438218	0.12963289963936514	0.11819150257237179	0.11575890270036718	0.11538466171393298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CPD-59  2596'	B0Ve	False	b'1FGL J1045.2-5942 '	b'BIN  '	0
3.044208083197407e-14	1.4468435720929084e-13	4.705909477697592e-13	9.228129674334393e-14	3.3060858235568666e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3656073668856418	0.3272943308776098	0.30709830223567974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[LCL2005b] G305.3+0.2 A2'	B0Ve	False	b'                  '	b'     '	0
3.231363458276624e-14	1.9649578043573922e-13	2.1723684935331502e-13	1.3255907637248978e-13	1.8607396141756636e-13	0.0	0.10913121755362452	0.11519968580143958	0.11297457949116545	0.1122665950656273	0.11085061656898663	0.11276015859498409	0.10905030091403543	0.10883790558637399	0.10892894042299836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CPD-59  3179'	B0Ve	False	b'                  '	b'spp  '	0
5.280973159389726e-14	2.88070342727513e-13	2.621818204910269e-13	1.719811203860254e-13	4.018295970701282e-13	0.0	0.09105285937940483	0.09745531519110058	0.09536588773243404	0.09546173504129085	0.08929889750173707	0.0	0.0847366624894792	0.08310729480092333	0.08221594042196191	0.0	0.09555758235014764	0.0932572926400966	0.09249053245024708	0.0	0.0	0.0	0.0	0.0	0.0	b'CPD-58  2649'	B0Ve	False	b'1FGL J1045.2-5942 '	b'BIN  '	0
6.671996845083825e-15	2.0807673676468794e-14	3.6682040439227196e-17	1.5807931481760874e-14	5.627437716092605e-14	0.0	0.08273206240253499	0.08901323661344945	0.08605211150605518	0.08784673148668459	0.0821039389912474	0.0840968686942672	0.07776096120535116	0.07739306047241731	0.07690851350551853	0.0	0.08703915035604559	0.08497533951767752	0.0840780252486513	0.0	0.0	0.0	0.0	0.0	0.0	b'CD-59  3472'	B0Ve	False	b'                  '	b'     '	0
1.0302397278510427e-14	5.1527552170941717e-14	6.013713647852074e-14	3.223327831937906e-14	6.753709730027884e-14	0.0	0.10134006803260497	0.10937924954657342	0.11069334716276993	0.11200744477896642	0.112548548567444	0.11043362088280587	0.11324424080082529	0.1140945435947676	0.11625893663302063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'AzV 216'	B0Ve	False	b'1FGL J0101.3-7257 '	b'GAL  '	0
8.885041721862286e-15	1.082818622043855e-15	5.03444004709825e-15	1.3323447709612917e-15	2.3166162800026834e-15	0.0	0.1576230082859707	0.16550278289861928	0.1667992282392824	0.16671646969261228	0.17380550471831244	0.1695530061651841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'MAC 1-159'	B0Ve	False	b'                  '	b'bcu  '	0
1.137147956531698e-14	5.687457886960724e-14	6.637758184773196e-14	3.557813349874914e-14	7.454543841489156e-14	0.0	0.11492772178664877	0.12311856180982153	0.12491030831916775	0.0	0.1267873698913451	0.12443335765413062	0.1276405856146026	0.12883508599978943	0.12934700892424938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'AzV 233'	B0Ve	False	b'1FGL J0101.3-7257 '	b'GAL  '	0
4.943207987387173e-19	7.248557302511184e-14	3.835071369957388e-14	2.7080682942275337e-14	7.530758877427455e-14	0.0	0.142752190595112	0.14744971140995852	0.14614484175157685	0.0	0.0	0.14580949654611736	0.14020770844984298	0.138720158532587	0.13891589271459207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS   I +62   58'	B0Ve	False	b'                  '	b'     '	0
0.0012306086258123132	0.34505936260759323	0.0009028953530353976	0.09305369452705863	0.5597534388865005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'BBRW W3 (c)'	B0Ve	True	b'                  '	b'     '	0
0.0012306086258123132	0.34505936260759323	0.0009028953530353976	0.09305369452705863	0.5597534388865005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[WBN72] W 3 IRS  2b'	B0Ve	True	b'                  '	b'     '	0
7.095219033552291e-16	1.9894804131270703e-13	5.205749545217083e-16	5.365120402231304e-14	3.227324407109734e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.6645897052064675	0.0	0.0	0.33541029479295587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'2MASS J02254709+6206131'	B0Ve	False	b'                  '	b'     '	0
1.9518711920946794e-14	3.100021239905579e-13	1.2455037164777538e-17	2.1937292659014267e-13	7.074538786070122e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3491798811889861	0.32805115660629536	0.32276896220409895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'2MASS J18444314-0346178'	B0Ve	False	b'1FGL J1844.2-0342c'	b'     '	0
3.3645061967067815e-14	5.439005185365669e-13	1.677528784970726e-13	3.812780607064571e-13	3.7483034741816567e-13	0.0	0.1464892261804171	0.14199641575503885	0.1336019562478389	0.1306461608055215	0.0	0.129790161344941	0.10866686346094903	0.10516720724987576	0.1036420089539165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'Schulte 21'	B0Ve	False	b'1FGL J2032.2+4127 '	b'PSR  '	0
3.375068390104357e-14	2.0523432473648304e-13	2.2689778877714542e-13	1.384542327915128e-13	1.943490274340301e-13	0.0	0.09518075106373547	0.1025754797982314	0.1009908986674541	0.10468825799744148	0.09898375182231366	0.10094863605130512	0.09843442848306694	0.09823371379855286	0.09812807236996209	0.0	0.0	0.0	0.10183600994713814	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 306181'	B0Ve	False	b'                  '	b'spp  '	0
1.1099742976685182e-15	9.932873353848607e-14	1.2105015577885507e-13	4.651862494092339e-14	1.264393105354518e-13	0.0	0.0	0.10354844981772399	0.10158797762885335	0.10132064321622801	0.0	0.10085725903519327	0.0958491473474889	0.09538577166486191	0.09508278643172081	0.0	0.10203354064883409	0.1029246666887956	0.1014097575199057	0.0	0.0	0.0	0.0	0.0	0.0	b'UCAC4 146-087591'	B0Ve	False	b'1FGL J1134.8-6055 '	b'PSR  '	0
6.529500736718486e-15	7.691093169301555e-14	3.464573961910561e-14	1.7728485812860015e-14	3.2725852555675646e-14	0.0	0.12200876192290037	0.1307324500354146	0.12876653875170072	0.12925802536089345	0.0	0.12765580760607825	0.12149270332678515	0.12033773791762792	0.11974797507843088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CPD-59  2700'	B0Ve	False	b'                  '	b'     '	0
1.516892291660989e-14	7.586753314133697e-14	8.854401194284197e-14	4.7459256419491114e-14	9.943947949827402e-14	0.0	0.0	0.1675339316136898	0.16491620833556472	0.0	0.0	0.16787309063759204	0.1675794538381032	0.16718110723915894	0.16491620833556472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'AzV 228'	B0Ve	False	b'1FGL J0101.3-7257 '	b'GAL  '	0
3.537597851670561e-14	2.1511756870040542e-13	2.3782425638551633e-13	1.451216212133725e-13	2.0370808009126875e-13	0.0	0.11139051408048589	0.11759117270814193	0.11415866789346382	0.11227632245586533	0.10984034414373747	0.11343783322345302	0.10743758654959532	0.10709433395619375	0.10677322498822635	0.0	0.0	0.0	0.0	0.0	1.2641273199802023e-18	3.4861907993116486e-19	6.214139678383442e-18	2.554917418960661e-17	6.213276236170452e-17	b'V* EN Car'	B0Ve	False	b'                  '	b'spp  '	0
3.537597851670561e-14	2.1511756870040542e-13	2.3782425638551633e-13	1.451216212133725e-13	2.0370808009126875e-13	0.0	0.11139051408048589	0.11759117270814193	0.11415866789346382	0.11227632245586533	0.10984034414373747	0.11343783322345302	0.10743758654959532	0.10709433395619375	0.10677322498822635	0.0	0.0	0.0	0.0	0.0	1.2641273199802023e-18	3.4861907993116486e-19	6.214139678383442e-18	2.554917418960661e-17	6.213276236170452e-17	b'V* EN Car'	B0Ve	False	b'                  '	b'spp  '	0
3.537597851670561e-14	2.1511756870040542e-13	2.3782425638551633e-13	1.451216212133725e-13	2.0370808009126875e-13	0.0	0.11139051408048589	0.11759117270814193	0.11415866789346382	0.11227632245586533	0.10984034414373747	0.11343783322345302	0.10743758654959532	0.10709433395619375	0.10677322498822635	0.0	0.0	0.0	0.0	0.0	1.2641273199802023e-18	3.4861907993116486e-19	6.214139678383442e-18	2.554917418960661e-17	6.213276236170452e-17	b'V* EN Car'	B0Ve	False	b'                  '	b'spp  '	0
3.537597851670561e-14	2.1511756870040542e-13	2.3782425638551633e-13	1.451216212133725e-13	2.0370808009126875e-13	0.0	0.11139051408048589	0.11759117270814193	0.11415866789346382	0.11227632245586533	0.10984034414373747	0.11343783322345302	0.10743758654959532	0.10709433395619375	0.10677322498822635	0.0	0.0	0.0	0.0	0.0	1.2641273199802023e-18	3.4861907993116486e-19	6.214139678383442e-18	2.554917418960661e-17	6.213276236170452e-17	b'V* EN Car'	B0Ve	False	b'                  '	b'spp  '	0
1.1152407272515651e-14	5.577888641169027e-14	6.509881341988885e-14	3.489271844485106e-14	7.310931569949403e-14	0.0	0.11413615036352014	0.12258757457470527	0.12484687164727606	0.0	0.127106160739736	0.12418916686857355	0.129265044077074	0.12961648816033322	0.12825254356854168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'OGLE SMC-SC8  83095'	B0Ve	False	b'1FGL J0101.3-7257 '	b'GAL  '	0
4.5425495164017024e-14	2.2719610869958346e-13	2.6515762578686414e-13	1.4212348726558441e-13	2.9778565161769194e-13	0.0	0.0	0.49693251015221257	0.5030674898468097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'AzV 227'	B0Ve	False	b'1FGL J0101.3-7257 '	b'GAL  '	0
2.6469943900731553e-16	7.422101372494532e-14	1.942095061076164e-16	2.0015511204963043e-14	1.2040092857131496e-13	0.0	0.0	0.22512461283680202	0.20160888516624312	0.0	0.0	0.18448969858896677	0.1377296428868798	0.12832335884518412	0.12272380167570916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'2MASS J02252738+6203432'	B0Ve	False	b'                  '	b'     '	0
2.29773479197813e-15	1.0465696068205552e-13	2.0281332492038992e-13	4.383944191236833e-14	1.6560998349642958e-13	0.0	0.07496405772518559	0.10326461345822711	0.09840382341626254	0.09559537953809792	0.0	0.08390465720926206	0.08356224068530388	0.08324898725338319	0.08281691817202405	0.0	0.10780133366182826	0.09786374479056824	0.08857424408933773	0.0	1.0967868066969028e-19	5.966814811401811e-19	1.2406442867583612e-17	3.9969886654847035e-17	2.4027816828843756e-17	b'HD 104705'	B0Ve	False	b'                  '	b'psr  '	0
6.69722061768839e-14	9.986225812985192e-13	1.5292522956963868e-12	4.581479148871483e-13	1.4886797064078656e-12	0.0	0.12730249184526957	0.13114301921785512	0.12142872508881887	0.1151031309489808	0.10787389281478246	0.11739955119266844	0.09738019294836821	0.09294097786486213	0.08942801807385259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS   I +61  303'	B0Ve	False	b'1FGL J0240.5+6113 '	b'HMB  '	1
3.590626269315701e-15	2.2886080329155586e-14	3.5287855572250614e-13	2.040590304533383e-14	2.5796339840739064e-13	0.0	0.0	0.21336056294268477	0.1904015437786777	0.0	0.0	0.18281715565425416	0.1466210656589652	0.13529989212244975	0.13149977984231082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 330587'	B0Ve	False	b'                  '	b'     '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[CHP2004] J095549.8+693934'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MTK2001b] 8'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[CHP2004] J095637.5+694137'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095601.7+694308'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095548.9+694010'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095527.1+693923'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095552.8+694020'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095552.4+694024'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095550.7+694039'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095547.5+694120'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095527.2+694050'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095600.7+694107'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
1.466828711123297e-14	7.336359770933714e-14	8.562170144169431e-14	4.5892909013628507e-14	9.615757450221341e-14	0.0	0.16013365605703447	0.0	0.16849802812986292	0.0	0.0	0.17048565780841915	0.169048307203788	0.16829991800702138	0.16353443279355834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MA93] 1147'	B0Ve	False	b'1FGL J0101.3-7257 '	b'GAL  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095549.1+694036'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095546.5+694040'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095552.7+694045'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095622.7+694134'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095551.4+694035'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095553.0+694048'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095614.7+694249'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095550.5+694056'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095544.8+694100'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095550.2+694039'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[RVZ2004] 40.49+57.4'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095615.1+693951'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[SST2011] J095554.56+694100.4'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095550.9+694044'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095552.2+694042'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.11663574390638831	0.2895953470018766	0.24208490911706138	0.12081592016522759	0.23086807980944615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CXOU J095621.2+694224'	B0Ve	True	b'1FGL J0956.5+6938 '	b'sbg  '	0
0.006599393575211988	0.22881682313760038	0.3138701314345595	0.09015460577505158	0.3605112916789015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2775619023497786e-07	4.4385429240160415e-07	5.190467812771721e-06	1.637206514890371e-05	2.5320255230759614e-05	b'2FGL J1019.0-5856'	B0Ve	True	b'1FGL J1018.6-5856 '	b'HMB  '	1
0.006599393575211988	0.22881682313760038	0.3138701314345595	0.09015460577505158	0.3605112916789015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2775619023497786e-07	4.4385429240160415e-07	5.190467812771721e-06	1.637206514890371e-05	2.5320255230759614e-05	b'2FGL J1019.0-5856'	B0Ve	True	b'1FGL J1018.6-5856 '	b'HMB  '	1
0.006599393575211988	0.22881682313760038	0.3138701314345595	0.09015460577505158	0.3605112916789015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2775619023497786e-07	4.4385429240160415e-07	5.190467812771721e-06	1.637206514890371e-05	2.5320255230759614e-05	b'2FGL J1019.0-5856'	B0Ve	True	b'1FGL J1018.6-5856 '	b'HMB  '	1
0.006599393575211988	0.22881682313760038	0.3138701314345595	0.09015460577505158	0.3605112916789015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2775619023497786e-07	4.4385429240160415e-07	5.190467812771721e-06	1.637206514890371e-05	2.5320255230759614e-05	b'2FGL J1019.0-5856'	B0Ve	True	b'1FGL J1018.6-5856 '	b'HMB  '	1
0.006599393575211988	0.22881682313760038	0.3138701314345595	0.09015460577505158	0.3605112916789015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2775619023497786e-07	4.4385429240160415e-07	5.190467812771721e-06	1.637206514890371e-05	2.5320255230759614e-05	b'2FGL J1019.0-5856'	B0Ve	True	b'1FGL J1018.6-5856 '	b'HMB  '	1
0.006599393575211988	0.22881682313760038	0.3138701314345595	0.09015460577505158	0.3605112916789015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2775619023497786e-07	4.4385429240160415e-07	5.190467812771721e-06	1.637206514890371e-05	2.5320255230759614e-05	b'2FGL J1019.0-5856'	B0Ve	True	b'1FGL J1018.6-5856 '	b'HMB  '	1
