gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	s_MAIN_ID	s_class	s_nan_spectra	gev_1FGL_Name	gev_CLASS1	marked
1.0343516674863702e-14	1.2605627326886677e-15	5.8608407485167986e-15	1.5510484684833967e-15	2.6968876310966937e-15	0.0	0.2032240120787815	0.2034916051874841	0.2080942801549337	0.19882472175685686	0.18636538082192233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LGGS J004032.13+404522.5'	B	False	b'                  '	b'bcu  '	0
3.485932586574406e-13	3.483343907288358e-13	2.1043117944522074e-14	3.7778138847673367e-13	1.2569778512958152e-13	0.0	0.0	0.1853919112710288	0.17459400148138746	0.0	0.0	0.17424182030278654	0.1572342735180013	0.1546593902621837	0.15387860316339078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS  IV -05   11'	B	False	b'                  '	b'PWN  '	0
6.893242921718896e-15	2.3467459884031996e-15	1.3232298893401567e-14	2.315067241657792e-15	5.148200598190559e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.1659761032803407	0.0	0.0	0.0	0.16564688947340211	0.16521484888591328	0.16668380995718401	0.1678935367871863	0.16858481161594363	0.0	0.0	0.0	0.0	0.0	b'SDSS J134029.74+441346.8'	B	False	b'1FGL J1340.6+4406 '	b'bll  '	0
8.213710049239853e-14	2.08173022017201e-12	1.2636454056207293e-13	8.677197287999452e-13	2.004903067191967e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41990495570223346	0.3337992571294516	0.2462957871631521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'GCIRS  1W'	B	False	b'                  '	b'     '	0
4.3893513079209703e-13	1.0028094385163997e-12	3.5908362301860185e-12	9.83402456298353e-13	1.5304491705755156e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4199049557012326	0.33379925712865594	0.24629578716256503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'GCIRS  1W'	B	False	b'1FGL J1745.6-2900c'	b'spp  '	0
3.1885409227257564e-15	7.442110513908988e-15	2.1981086793631802e-14	1.2503660824777898e-14	8.47109490861526e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.16465669727809143	0.0	0.0	0.0	0.17236129726275393	0.16325319796435683	0.1651440699918873	0.16680412403600808	0.16778061346684883	0.0	0.0	0.0	0.0	0.0	b'SDSS J065306.66+281832.1'	B	False	b'                  '	b'bcu  '	0
7.005924180517263e-15	5.106520031807463e-14	8.347839552897278e-14	3.0772890035743485e-14	7.887653241306859e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.16466580512925227	0.0	0.0	0.0	0.17003055182728874	0.16304208489274483	0.16567103227070593	0.1674867216530477	0.1691038042267094	0.0	0.0	0.0	0.0	0.0	b'SDSS J232339.56-031507.7'	B	False	b'1FGL J2323.5-0315 '	b'fsrq '	0
1.3933588388972425e-14	9.352973809393327e-14	3.1657023264578087e-13	1.2735276771215295e-14	1.9626402620246168e-13	0.0	0.14844136320974421	0.146632686041605	0.144178035141003	0.0	0.0	0.1441431552700016	0.13902328057042793	0.1391008023465991	0.13848067741998615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC 8958-3477-1'	B	False	b'                  '	b'PSR  '	0
8.177181551628374e-15	9.965518156374849e-16	4.63335250014811e-15	1.2261985281065932e-15	2.1320543560789712e-15	0.0	0.1583677692436451	0.16707524062473186	0.16822608036264391	0.16820916550569073	0.16764221113527666	0.17047953312799458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'MAC 1-531'	B	False	b'                  '	b'bcu  '	0
4.312186194675705e-15	5.6446646495892417e-14	1.5965015451241576e-13	1.8598644512073203e-14	7.785639491820493e-14	0.0	0.08482518860576502	0.09125133554350183	0.09046042544126937	0.0957002166540496	0.0	0.0900372886308589	0.08996611369866818	0.08887860523680444	0.088008609781384	0.0	0.09500816324330211	0.09095474661226269	0.09490930655181715	0.0	0.0	0.0	0.0	0.0	0.0	b'HD  92406'	B	False	b'                  '	b'     '	0
1.808493575200357e-14	6.0045130187341674e-15	1.6805393592059535e-15	9.400255444746626e-15	4.4568909544606806e-14	0.0	0.0	0.19554843441303094	0.18701937076007513	0.0	0.0	0.1758897025527436	0.1500652070013638	0.14670009891929703	0.1447771863534097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS III +60   19'	B	False	b'                  '	b'spp  '	0
5.393278576968321e-15	2.2652727936258036e-14	5.744990723186332e-14	1.4215075471726075e-14	3.1296774861888154e-14	0.0	0.14158774771919036	0.15043698362610153	0.14720630382086677	0.0	0.0	0.14589436969853437	0.1390172613167046	0.13816043251587604	0.13769690130259535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 295998'	B	False	b'                  '	b'     '	0
3.1029524314668914e-14	2.9315387986584094e-14	3.6994613858473246e-14	2.4546967591666022e-14	1.7466233522536904e-14	0.0	0.0	0.11907776991330332	0.12163089537367226	0.12306064913766315	0.12489889284633629	0.12235802929146436	0.1283507215074481	0.13000514376707417	0.13061789816289904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC 9044-1653-1'	B	False	b'                  '	b'bll  '	0
2.291022634302358e-14	2.1781198423130076e-14	3.627265707695604e-14	2.9340270468109575e-14	1.1459696573456502e-14	0.0	0.0	0.15704076133491696	0.1496461823145909	0.15077417056549805	0.0	0.14650287067342552	0.13331545308044399	0.13152321251893717	0.13119734951206563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LS  IV -07    3'	B	False	b'1FGL J1745.6-0751 '	b'bll  '	0
2.4851520169701017e-14	2.024609702538008e-14	2.5443027647387323e-14	3.145565918636412e-14	1.945474328241688e-14	0.0	0.0	0.16018072621035664	0.16338434507098362	0.16844811064649146	0.0	0.16354658630621674	0.17309852671119186	0.17134170505463828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'PG 0042+211'	O	False	b'1FGL J0045.3+2127 '	b'bll  '	0
0.0448729378552696	0.24477614630883124	0.22277841948045154	0.14613401534980675	0.3414384810056409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'LLNS  2720'	O	True	b'1FGL J1045.2-5942 '	b'BIN  '	0
8.570474563206462e-14	1.3824176765966613e-13	6.0584541582219495e-18	1.0966315262126155e-13	1.761819713168036e-14	0.0	0.33717104240884094	0.3092105233488638	0.35361843424194406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'CPD-58  2614'	O	False	b'                  '	b'     '	0
1.3367834025079407e-13	1.5145593273900594e-12	1.4615076061670162e-14	8.303319681412057e-13	9.620438409377533e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4081226887231123	0.32067595438622853	0.27120135688720387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MCD2010] 18'	O	False	b'1FGL J1746.4-2849c'	b'pwn  '	0
0.026687710076707366	0.3367608233212783	1.227623448921322e-05	0.2541221601293364	0.38241703023818874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MCF2015] 22'	O	True	b'                  '	b'     '	0
1.1752176488823766e-13	2.9785396371331064e-12	1.8080238694961567e-13	1.241533403852623e-12	2.868615345242758e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5804000091509861	0.419599990841627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'GCIRS  8'	O	False	b'                  '	b'     '	0
6.28028393172433e-13	1.4348197629865894e-12	5.137768543883628e-12	1.4070522524737459e-12	2.18976670127569e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5804000091490066	0.41959999084019595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'GCIRS  8'	O	False	b'1FGL J1745.6-2900c'	b'spp  '	0
1.420024853173712e-13	1.6088708780083538e-12	1.552515628160825e-14	8.820367076170001e-13	1.0219502736279615e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.402371324744395	0.3224220208814818	0.2752066543704527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MCD2010] 13'	O	False	b'1FGL J1746.4-2849c'	b'pwn  '	0
0.08462821188166188	0.34269903655193695	0.17588854511043592	0.1430693418426732	0.253714864613292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[BKH2005] 16164nr3636'	O	True	b'                  '	b'     '	0
1.948739267348463e-12	1.79630324558106e-12	2.68769285734466e-12	3.3495233350782365e-12	2.1979306390218456e-12	0.0	0.0	0.24066607706606016	0.21904936643751455	0.0	0.0	0.18557229289040988	0.1277908055037175	0.11658614671979055	0.11033531137052706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC 3156-998-1'	O	False	b'                  '	b'SFR  '	0
2.3831755043165666e-19	7.375244957655282e-15	1.2927882844385504e-14	5.739630494154844e-15	9.374428216460482e-15	0.0	0.11626322155004762	0.1240979024208436	0.12470874460794261	0.0	0.1262491219122409	0.12497609781917196	0.1282144343801984	0.12690422888244143	0.12858624842707808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'BI  23'	B0Ve	False	b'                  '	b'pwn  '	0
9.682172926941221e-15	8.092598309438603e-14	5.0666956783842026e-14	1.7961142577863963e-14	7.881627679284872e-14	0.0	0.16410608996605974	0.1647312554268685	0.15379085241015525	0.0	0.0	0.14741415874785785	0.1254395696974939	0.12282950427124538	0.12168856948008125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'BD+40  4185'	B0Ve	False	b'                  '	b'     '	0
1.4914121323197795e-14	7.459314019736003e-14	8.705668450013794e-14	4.666205452029772e-14	9.776913428236646e-14	0.0	0.0	0.162593618429903	0.1644959534640372	0.0	0.0	0.1644500753642507	0.1685020432241807	0.17124365187534443	0.16871465764196306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'AzV 236'	B0Ve	False	b'1FGL J0101.3-7257 '	b'GAL  '	0
9.54678173072188e-16	3.992776195076198e-14	1.2033377402158237e-13	1.4165550503481957e-14	1.3689527194978805e-13	0.0	0.0	0.18626257332909008	0.175670864231367	0.0	0.0	0.17474031406463103	0.15624267314574555	0.15392763252748476	0.1531559427013693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'TYC 8156-841-1'	B0Ve	False	b'                  '	b'     '	0
8.828898440395958e-15	3.2185123795930923e-14	2.0407104014665845e-13	2.8126760210464986e-14	8.868334624122168e-14	0.0	0.10457195672341082	0.1056707853359909	0.09660544273267002	0.09523190041740975	0.0	0.0930809457442851	0.07539803042463317	0.07263264202652354	0.07092945287403195	0.0	0.10219115702979718	0.0937667956006363	0.08992089109024924	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 326775'	B0Ve	False	b'                  '	b'     '	0
4.488426964429341e-14	2.7293647733911413e-13	3.0174622721800413e-13	1.841271464669752e-13	2.5846036714489995e-13	0.0	0.14006546926338556	0.14933760425492149	0.14610639798333566	0.0	0.0	0.14576924040008854	0.14017785065850885	0.1396018625138088	0.13894157492488896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 306179'	B0Ve	False	b'                  '	b'spp  '	0
3.387795073661779e-15	2.0041927426476995e-14	1.1036956038348469e-13	1.2098197933149532e-14	7.414039203972149e-14	0.0	0.1436752601497877	0.15245702371729897	0.1475622729543058	0.0	0.0	0.14711886825257678	0.1378879473647452	0.1365490837375712	0.13474954382349427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'HD 298377'	B0Ve	False	b'                  '	b'     '	0
