gev_nuFnu10000_100000	gev_nuFnu1000_3000	gev_nuFnu100_300	gev_nuFnu3000_10000	gev_nuFnu300_1000	gev_nuFnu30_100	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV	s_MAIN_ID	s_class	s_simbad	gev_1FGL_Name	gev_CLASS1	tev_fermi_names	tev_classes	tev_glon	tev_glat	marked
0.055155110782474245	0.20147697712246515	4.369498540187097e-06	0.23506636333506994	0.02824918310393472	0.0	0.39161899393791305	0.07284047730647282	0.013192822536016178	0.002028332110388688	0.0003673702667250797	[]	[]	0	b'                  '	b'bll  '	b''	b'hbl'	74.63201141357422	-78.0869369506836	0
0.06911918933105961	0.07317178809761558	0.003406568129370379	0.03832470030116805	0.1456156791702925	0.0	0.1340719623462473	0.020429392956523615	0.00645167893375797	0.05937935640261603	0.45002968433134893	[]	[]	0	b'                  '	b'snr  '	b''	b'snr'	120.09236145019531	1.4129304885864258	0
0.35818990642305176	0.17817878277840135	0.09673682307184085	0.26890776267786665	0.0979867250488394	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0033.5-1921 '	b'bll  '	b''	b'hbl'	94.17464447021484	-81.21610260009766	0
0.2690050315250538	0.15746231422591359	0.13972442531018417	0.22056105922235503	0.21324716971649335	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0035.9+5951 '	b'bll  '	b''	b'hbl'	120.97542572021484	-2.9781200885772705	0
0.42772531889205156	0.1472365191880742	0.10414751993308131	0.2310656997159631	0.08982494227082985	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0136.5+3905 '	b'bll  '	b''	b'hbl'	132.41645812988278	-22.93984603881836	0
0.18480322714989567	0.13929444583657286	0.0929666692493171	0.07216215168270071	0.06466379141322667	0.0	0.27090728214629545	0.07249193003732102	0.04900780712289432	0.03200607862609216	0.021696616735683974	[]	[]	0	b'                  '	b'bll  '	b''	b'hbl'	152.3774871826172	-57.54093551635742	0
0.006631102571353926	0.23567572978735563	0.3527876089545942	0.08705421031855798	0.31785134836813833	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0205.6+6449 '	b'PSR  '	b''	b'pwn'	130.71781921386722	3.083847999572754	0
0.08001305889356027	0.16735945473610425	0.36396202431048746	0.1393245781972536	0.2493408838625945	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0221.0+3555 '	b'FSRQ '	b''	b'blazar'	142.60171508789062	-23.486858367919922	0
0.19321474980864634	0.21074715237568373	0.1453232167587172	0.23005733750791943	0.19286506904427228	0.0	0.021035877534779975	0.005001274942115022	0.0013483324926805516	0.0003205657333825727	8.642380180300688e-05	[]	[]	0	b'1FGL J0222.6+4302 '	b'BLL  '	b''	b'ibl'	140.14295959472656	-16.766897201538086	0
0.19873817548390552	0.2167717764459084	0.14947756826372033	0.23663398140302302	0.19837849840344274	0.0	0.0	0.0	0.0	0.0	0.0	[]	[]	0	b'1FGL J0222.6+4302 '	b'BLL  '	b''	b'unid'	140.14295959472656	-16.766897201538086	0
