s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	tev_0.3TeV	tev_1TeV	tev_3TeV	tev_10TeV	tev_30TeV	xmm_SC_EP_1_FLUX	xmm_SC_EP_2_FLUX	xmm_SC_EP_3_FLUX	xmm_SC_EP_4_FLUX	xmm_SC_EP_5_FLUX	s_MAIN_ID	s_class	s_nan_spectra	tev_fermi_names	tev_classes	tev_glat	tev_glon	marked
-0.0	-0.019488380872698163	-0.019438421080353922	-0.0	-0.019215939115265764	-0.0	-0.01869826990365791	-0.018859128561658337	-0.018730741923701222	-0.0	-0.0	-0.0	-0.0	-0.0	0.20365111123815613	0.19121805245381607	0.21002703021036118	0.23428337282587114	0.27525131472913084	-0.0	-0.0	-0.0	-0.0	-0.0	b'OGLE LMC-ECL-21453'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.018981634157173403	-0.01892376486787538	-0.0	-0.018771454054203916	-0.0	-0.01865021121569046	-0.018589486560265003	-0.018480726206855338	-0.0	-0.0	-0.0	-0.0	-0.0	0.20327949034913845	0.1908691193091989	0.20964377459633587	0.2338558544354127	0.27474903837197756	-0.0	-0.0	-0.0	-0.0	-0.0	b'OGLE LMC-ECL-21400'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.017956883165184418	-0.01633218075508835	-0.015203150355242227	-0.0	-0.0	-0.0	-0.0	-0.0	0.16729257138838372	0.2029216355928749	0.2103128456648572	0.22854388666123782	0.24042127496816143	-0.0	-0.0	-0.0	-0.0	-0.0	b'[MCD2010] 18'	O	False	b''	b'unid'	-0.113205648958683	0.14061740040779114	0
-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.01840772446805753	-0.016175157746522388	-0.0	-0.0	-0.0	-0.0	-0.0	0.16600276009093015	0.1840122953315293	0.20184236304451483	0.22582036451452542	0.25690509923308014	-0.0	-0.0	-0.0	-0.0	-0.0	b'GCIRS  8'	O	False	b''	b'unid'	-0.04616236314177513	359.9442443847656	0
0.0	0.0	0.0	0.0	0.0	0.0	0.36128988244553834	0.3303964325955194	0.30831368495894235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	b'[MCD2010] 13'	O	False	b''	b'unid'	-0.14797726273536682	0.054990474134683616	0
-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.017433654056130163	-0.01594292391544646	-0.014877344718212938	-0.0	-0.0	-0.0	-0.0	-0.0	0.16709518356531386	0.20268220918217994	0.21006469839552605	0.22827422866094765	0.2401376028858221	-0.0	-0.0	-0.0	-0.0	-0.0	b'[MCD2010] 13'	O	False	b''	b'unid'	-0.113205648958683	0.14061740040779114	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.009779697371232207	-0.00979447809680687	-0.0	-0.0	-0.009808021287037694	-0.009857124846317117	-0.00986952019074343	-0.009871581872777197	-0.0	-0.0	-0.0	-0.0	-0.0	0.10263618267854162	0.09637016387371279	0.10584952131635314	0.11807424425875525	0.13872128685814292	0.12465201293152438	0.12084751928367125	0.12631155424583554	0.12551793821837764	-0.0	b'VFTS 318'	O	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
-0.0	-0.008710040176024619	-0.008639923387397662	-0.0	-0.0	-0.008631400950151212	-0.008453352630219152	-0.008411429225372965	-0.008385187845946685	-0.0	-0.0	-0.0	-0.0	-0.0	0.09063525926031171	0.08510190616704252	0.0934728723995435	0.10426819724848438	0.12250104662106191	0.11651316686990351	0.11155155369166007	0.10997445950276329	0.10775317471659285	0.10945969773774848	b'VFTS 183'	B0Ve	False	b''	b'pwn'	-31.74585723876953	279.5587158203125	0
